command,plot_id,x,y,moisture,growth,temp,humidity,light,co2,yield,extra
PLOT,306,742.844,1486.886,68.631,4.484,29.596,51.382,1744.98,646.966,3.825,
PLOT,307,1945.225,565.729,36.574,4.448,31.543,54.768,1220.217,635.774,2.971,
PLOT,308,1091.685,998.778,57.391,4.237,21.181,70.241,406.012,484.617,8.612,
PLOT,309,469.743,1286.677,53.175,1.023,31.506,89.405,1819.64,430.6,9.608,
PLOT,310,613.492,18.166,78.92,0.575,17.442,86.288,720.513,748.405,7.87,
PLOT,311,1795.233,468.553,52.23,2.611,29.193,68.166,1407.322,362.255,5.099,
PLOT,312,1258.166,1270.132,69.264,3.43,26.419,64.726,753.151,443.967,2.22,
PLOT,313,428.27,47.364,22.808,1.432,27.348,58.476,1406.917,571.99,4.888,
PLOT,314,1725.449,198.784,74.76,1.685,29.521,82.835,565.279,419.981,7.45,
PLOT,315,683.397,413.928,79.743,1.932,32.841,62.961,1712.422,595.823,6.334,
PLOT,316,177.061,786.475,76.389,3.664,32.099,83.386,1858.25,589.572,9.833,
PLOT,317,1085.22,1966.835,55.719,1.834,19.216,81.145,110.65,588.54,2.599,
PLOT,318,819.035,1898.331,23.028,4.99,18.627,84.745,1683.263,627.114,1.91,
PLOT,319,375.957,1884.121,75.702,2.008,18.088,42.146,618.829,674.195,8.17,
PLOT,320,955.007,185.164,54.921,3.377,25.602,34.645,1141.308,532.714,3.557,
PLOT,321,1946.246,1324.021,69.99,2.898,29.373,55.122,1906.802,650.422,7.335,
PLOT,322,1105.56,1136.513,70.713,2.431,18.142,31.921,1121.976,780.676,5.774,
PLOT,323,57.649,100.287,48.858,0.397,17.784,44.334,1893.281,484.728,6.322,
PLOT,324,1750.792,1695.845,11.072,0.239,25.069,30.097,1687.083,615.04,7.52,
PLOT,325,105.809,1243.419,38.739,3.165,31.158,56.416,1541.373,628.856,2.024,
PLOT,326,1803.004,75.094,66.324,0.237,32.362,89.971,1994.3,328.07,9.743,
PLOT,327,737.953,1822.709,54.65,2.142,21.951,85.93,574.941,722.506,0.989,
PLOT,328,1819.576,244.597,15.84,2.763,15.217,43.693,1752.173,423.118,4.624,
PLOT,329,1532.936,1538.086,65.161,4.832,33.293,61.832,1419.985,408.106,7.954,
PLOT,330,728.67,1091.523,42.848,3.945,30.581,56.22,619.778,375.775,3.829,
PLOT,331,1447.368,272.896,75.539,0.418,16.848,85.346,389.894,501.342,9.718,
PLOT,332,1744.473,473.36,61.813,1.832,32.661,63.466,425.659,448.019,8.139,
PLOT,333,1592.081,235.904,15.437,1.12,31.008,39.129,956.57,766.264,4.532,
PLOT,334,1707.494,271.099,19.395,0.546,23.833,38.828,453.449,633.446,3.951,
PLOT,335,1469.973,907.695,77.279,3.867,15.664,69.784,230.334,498.599,5.961,
PLOT,336,786.93,1113.062,14.083,2.56,19.647,44.878,1416.649,521.951,6.409,
PLOT,337,1538.217,1565.927,33.495,4.276,15.598,62.874,735.281,463.824,7.629,
PLOT,338,1681.455,380.622,31.634,4.359,26.035,38.651,817.935,601.977,0.772,
PLOT,339,333.666,1809.179,86.91,2.813,29.123,76.116,384.593,738.82,8.517,
PLOT,340,1851.562,1961.27,68.348,0.721,34.693,34.272,177.393,310.163,8.156,
PLOT,341,1109.223,1344.902,14.335,3.016,27.139,88.869,1731.899,501.877,0.623,
PLOT,342,1567.384,1094.183,52.419,1.156,18.299,67.106,651.742,405.088,3.409,
PLOT,343,311.821,1427.469,72.013,3.252,26.13,61.33,959.072,485.154,0.239,
PLOT,344,510.671,573.937,24.289,1.933,18.845,84.455,1688.931,770.332,9.359,
PLOT,345,1870.046,1640.544,62.115,3.708,17.954,47.192,1173.877,413.63,2.062,
PLOT,346,1594.133,1839.47,73.788,1.182,18.514,42.719,472.803,344.558,3.591,
PLOT,347,807.894,831.356,53.722,4.001,30.843,45.144,1835.668,547.449,5.435,
PLOT,348,396.735,1558.097,88.997,3.117,28.95,59.235,1734.127,763.247,7.118,
PLOT,349,243.684,1749.047,81.779,1.642,32.218,72.995,1719.714,686.871,7.08,
PLOT,350,831.351,448.18,24.448,0.267,18.345,79.274,228.621,541.362,7.511,
PLOT,351,459.518,1262.194,24.529,4.906,26.009,72.772,960.717,483.992,2.656,
PLOT,352,567.462,186.051,69.412,2.347,25.404,49.883,933.91,438.437,8.778,
PLOT,353,1053.865,1059.527,82.124,0.165,31.433,76.932,461.202,539.633,9.316,
PLOT,354,1512.818,552.789,55.061,3.908,25.242,81.305,836.524,646.017,1.873,
PLOT,355,1908.66,388.004,51.538,3.998,23.591,37.562,497.966,762.066,9.717,
PLOT,356,966.177,281.165,79.031,0.411,15.881,77.062,1175.326,738.948,1.48,
PLOT,357,1311.88,1501.986,89.892,0.062,15.822,68.697,654.338,645.085,4.509,
PLOT,358,779.087,321.478,53.402,0.851,34.461,54.746,1347.711,588.197,8.173,
PLOT,359,1085.573,235.098,17.48,1.088,27.503,61.964,863.003,406.83,3.904,
PLOT,360,487.904,1055.464,43.518,0.813,17.988,36.45,1634.582,619.848,3.226,
PLOT,361,511.092,771.97,64.566,4.442,27.423,53.094,342.954,581.373,6.658,
PLOT,362,1003.383,484.467,81.113,2.419,32.499,86.018,972.424,791.791,5.209,
PLOT,363,799.161,1390.14,61.379,2.355,27.049,77.654,415.046,601.261,1.367,
PLOT,364,110.173,1499.276,61.307,2.338,18.098,53.446,217.152,469.041,9.907,
PLOT,365,873.612,505.718,60.096,2.185,23.287,46.076,273.787,336.721,7.632,
PLOT,366,349.614,566.614,23.15,0.792,17.774,83.7,628.082,710.647,6.598,
PLOT,367,1859.653,796.565,11.442,3.058,32.003,36.28,1039.473,618.707,4.439,
PLOT,368,1091.705,38.836,85.752,3.37,27.332,53.62,556.54,751.682,7.949,
PLOT,369,468.97,7.883,36.922,3.518,23.937,85.158,924.216,551.638,7.189,
PLOT,370,771.621,719.924,71.745,4.738,24.938,64.108,636.023,619.275,4.728,
PLOT,371,1525.258,1909.227,55.743,0.932,18.43,80.348,1215.105,677.431,4.461,
PLOT,372,885.332,895.443,72.564,4.135,34.504,61.1,1052.553,549.181,3.043,
PLOT,373,186.089,571.646,43.993,4.511,33.513,68.991,1219.07,569.91,0.297,
PLOT,374,1618.224,1919.225,75.823,0.772,29.324,44.462,900.346,490.857,4.31,
PLOT,375,760.223,685.04,65.188,3.004,30.476,31.892,562.071,722.905,9.295,
PLOT,376,1828.223,77.939,49.9,1.508,31.226,85.937,1644.383,457.298,3.003,
PLOT,377,1175.626,1373.39,46.714,3.834,34.258,42.977,1841.932,478.688,6.352,
PLOT,378,804.166,1441.298,78.985,4.954,29.627,74.799,1558.089,326.963,2.879,
PLOT,379,1529.495,380.676,16.808,4.756,26.269,45.799,378.282,631.785,3.026,
PLOT,380,1263.646,1356.179,36.051,4.404,28.406,71.881,1269.046,767.617,9.908,
PLOT,381,395.963,229.631,49.046,2.91,24.152,85.019,1075.63,735.42,8.784,
PLOT,382,1494.149,589.549,77.178,3.438,27.331,71.709,277.785,348.513,5.13,
PLOT,383,1186.961,1057.157,78.177,4.859,27.946,37.28,1196.121,790.733,2.13,
PLOT,384,640.492,1778.17,10.431,1.064,32.729,81.114,269.325,427.102,8.822,
PLOT,385,1270.363,1037.269,39.726,4.835,16.423,52.322,456.753,699.626,4.597,
PLOT,386,905.682,1995.881,77.992,1.653,21.303,39.645,1844.682,347.29,6.451,
PLOT,387,1605.474,1844.432,26.835,1.213,18.459,86.085,1811.354,603.687,5.255,
PLOT,388,192.189,1396.713,61.863,4.042,28.998,67.418,680.223,631.803,4.027,
PLOT,389,1660.066,1936.818,13.799,4.544,34.557,35.712,723.812,788.409,6.023,
PLOT,390,283.692,846.678,63.997,3.693,23.885,49.539,854.864,563.012,1.184,
PLOT,391,616.443,1274.229,70.183,0.436,29.018,59.493,1511.347,507.349,4.596,
PLOT,392,1682.604,1991.257,42.853,4.525,28.04,84.988,1887.983,544.621,8.26,
PLOT,393,1646.742,537.183,67.549,1.114,15.858,63.526,837.642,676.016,7.834,
PLOT,394,876.925,1252.693,76.119,1.15,18.492,77.244,1819.337,603.997,2.561,
PLOT,395,790.144,1161.785,52.738,2.013,31.06,35.033,915.348,580.116,4.824,
PLOT,396,669.533,883.603,35.648,0.075,33.228,37.788,218.098,368.406,4.447,
PLOT,397,124.205,1098.272,56.177,1.246,22.542,30.427,127.516,332.231,7.829,
PLOT,398,1761.432,434.415,31.282,1.391,19.054,89.609,1185.045,673.098,7.629,
PLOT,399,520.32,269.521,57.446,4.39,33.188,87.105,336.605,797.618,9.162,
PLOT,400,415.306,1275.88,35.377,3.593,31.935,41.911,1681.393,456.707,9.966,
PLOT,401,768.651,751.147,35.65,4.632,19.037,58.204,159.105,677.579,0.763,
PLOT,402,1548.057,179.418,23.44,1.079,18.864,71.687,976.835,610.265,8.642,
PLOT,403,937.04,1337.306,78.538,1.455,15.842,58.356,1515.85,597.102,1.01,
PLOT,404,234.043,1767.995,78.061,1.843,19.849,43.042,864.281,598.845,2.181,
PLOT,405,337.234,1357.53,25.873,3.194,24.305,37.904,1214.167,669.795,2.36,
PLOT,406,1994.95,610.372,85.161,1.558,19.488,39.481,375.887,449.611,3.956,
PLOT,407,1831.416,1548.134,25.645,0.802,17.054,84.521,1009.935,677.037,5.328,
PLOT,408,1460.911,1082.134,70.138,0.893,16.902,52.295,1795.081,516.638,4.395,
PLOT,409,361.173,465.82,89.756,4.375,15.912,46.214,377.197,327.541,1.409,
PLOT,410,1465.222,1744.723,30.264,2.949,17.456,59.321,1963.875,351.546,9.539,
PLOT,411,311.269,38.174,66.766,1.707,20.651,38.305,277.966,351.1,3.169,
PLOT,412,295.415,1836.967,40.954,3.282,29.186,72.791,1768.054,739.352,3.648,
PLOT,413,1122.949,1925.895,67.32,1.84,28.995,54.217,982.897,585.975,5.266,
PLOT,414,1445.041,1811.107,38.981,0.793,16.922,80.853,491.329,586.385,8.112,
PLOT,415,1368.562,1880.862,47.549,1.942,32.955,66.128,229.045,451.812,4.708,
PLOT,416,1091.495,75.614,14.834,2.695,34.022,37.305,1028.489,619.607,9.61,
PLOT,417,136.095,1892.867,34.647,1.839,15.363,34.828,1436.664,650.777,8.729,
PLOT,418,762.22,1956.615,29.178,3.125,27.717,41.648,1924.19,452.984,1.186,
PLOT,419,10.072,1854.227,32.754,4.861,22.853,48.398,628.437,528.527,5.763,
PLOT,420,960.797,1159.628,87.377,1.002,30.258,75.041,1889.655,728.702,5.263,
PLOT,421,1233.883,723.716,52.181,4.666,20.956,76.675,137.246,763.636,3.219,
PLOT,422,726.173,177.342,59.077,4.289,32.574,45.994,914.249,604.961,8.723,
PLOT,423,1543.579,1412.429,16.713,1.625,31.896,59.449,1265.767,358.068,2.458,
PLOT,424,1485.845,1258.241,29.32,3.937,32.529,68.623,1663.645,403.488,7.934,
PLOT,425,434.762,591.853,48.807,3.91,17.741,82.955,583.182,473.104,9.701,
PLOT,426,955.938,466.129,66.6,3.817,21.093,71.302,248.845,576.662,6.28,
PLOT,427,789.185,130.479,17.297,3.461,16.376,65.971,1738.358,496.58,6.869,
PLOT,428,1895.575,1948.345,29.19,0.43,19.308,40.072,1494.001,538.918,3.977,
PLOT,429,1771.984,343.929,80.891,0.61,16.052,46.255,655.741,466.07,6.954,
PLOT,430,1055.768,1911.079,64.038,3.142,17.712,56.629,1920.926,372.584,4.064,
PLOT,431,209.564,110.4,47.765,0.281,25.802,41.667,123.415,560.955,7.425,
PLOT,432,544.912,1162.61,38.622,3.118,32.097,48.213,1273.082,717.56,6.153,
PLOT,433,492.177,327.614,18.619,1.685,21.021,87.71,887.827,561.341,4.352,
PLOT,434,325.412,616.355,31.043,1.525,22.269,47.529,1229.608,738.329,4.117,
PLOT,435,1412.589,1663.617,62.352,0.258,15.953,35.314,1840.812,546.94,6.382,
PLOT,436,1469.79,1435.749,89.02,4.854,30.886,87.284,606.881,319.256,7.003,
PLOT,437,250.114,369.171,71.13,2.732,29.399,87.632,1333.612,724.215,6.482,
PLOT,438,900.418,1467.459,38.335,0.537,30.412,79.738,1797.54,739.774,1.192,
PLOT,439,1818.206,1464.831,81.951,2.661,31.187,53.287,583.99,700.321,1.078,
PLOT,440,1506.439,1963.337,85.271,1.422,32.742,48.656,1193.107,596.932,6.575,
PLOT,441,1348.575,1895.301,66.989,4.464,25.943,84.323,1131.639,584.326,0.88,
PLOT,442,586.163,1768.686,31.329,0.474,33.275,52.084,1982.459,315.184,6.038,
PLOT,443,314.675,1396.805,10.374,2.844,27.736,81.215,1035.255,578.99,2.551,
PLOT,444,1466.816,226.755,43.204,3.436,19.77,49.901,500.175,532.278,2.659,
PLOT,445,555.738,1420.422,41.787,2.667,30.915,54.151,319.433,333.337,5.436,
PLOT,446,586.583,163.085,84.299,0.597,26.739,83.577,1096.938,747.73,3.865,
PLOT,447,1171.707,369.248,38.751,0.05,24.671,54.612,1623.233,710.468,4.041,
PLOT,448,1922.495,813.472,15.153,0.42,19.324,75.479,369.789,755.678,7.86,
PLOT,449,1897.425,748.021,36.595,3.481,18.879,89.474,334.549,671.173,5.964,
PLOT,450,1783.577,1828.523,68.559,2.863,19.859,88.382,1842.119,606.329,3.728,
PLOT,451,668.607,23.728,42.023,4.757,29.274,84.828,1127.669,704.025,9.361,
PLOT,452,709.465,84.117,64.753,4.029,34.759,56.887,1123.106,638.062,0.684,
PLOT,453,1390.214,1760.759,52.164,0.694,22.071,58.384,1990.008,351.894,9.96,
PLOT,454,891.894,593.891,45.172,2.144,25.83,62.053,930.004,552.169,5.449,
PLOT,455,473.584,902.599,41.2,1.363,15.387,46.898,945.752,708.229,8.836,
PLOT,456,456.633,1072.66,62.877,1.326,15.853,39.58,1809.009,408.122,6.153,
PLOT,457,1713.084,1297.409,73.926,1.748,26.363,78.0,163.287,413.748,7.947,
PLOT,458,607.484,1916.436,29.321,1.142,31.811,30.76,906.379,758.338,5.291,
PLOT,459,30.944,776.493,67.433,3.88,24.921,60.304,507.515,480.989,2.588,
PLOT,460,582.672,571.528,81.069,2.069,34.792,57.783,643.828,411.39,3.479,
PLOT,461,1848.42,17.012,75.735,3.291,34.419,68.321,276.087,791.012,6.393,
PLOT,462,1419.673,1792.352,70.364,1.252,34.957,70.275,1180.606,610.772,0.506,
PLOT,463,457.562,1482.355,54.691,1.997,21.687,51.567,452.071,360.311,3.646,
PLOT,464,1414.462,1247.517,65.428,0.416,34.473,38.619,958.427,774.843,2.434,
PLOT,465,347.255,137.861,20.776,1.149,30.909,45.164,1677.608,585.125,9.053,
PLOT,466,1182.933,815.457,49.993,1.252,33.627,77.826,1198.944,594.941,9.925,
PLOT,467,854.613,394.545,56.425,1.323,26.063,65.48,884.511,559.268,1.783,
PLOT,468,922.534,1496.312,51.31,3.137,30.979,33.152,245.48,739.541,1.597,
PLOT,469,1224.699,494.109,65.004,2.683,20.989,71.327,1754.606,382.125,2.492,
PLOT,470,960.783,56.472,51.637,0.876,20.852,81.51,1084.992,327.942,9.732,
PLOT,471,828.193,692.196,54.137,4.79,18.738,78.582,630.402,318.003,1.307,
PLOT,472,1974.083,240.673,39.675,4.429,30.249,59.586,1438.379,554.947,5.761,
PLOT,473,1992.942,61.645,51.127,1.293,25.556,43.842,1529.854,618.733,5.154,
PLOT,474,988.704,1459.901,75.561,3.436,22.774,41.666,624.916,798.502,6.712,
PLOT,475,765.072,282.89,77.896,1.401,19.557,42.683,1797.381,592.611,8.707,
PLOT,476,1657.275,125.163,52.602,2.042,30.935,71.284,1202.841,779.363,6.163,
PLOT,477,885.044,1789.478,50.519,4.204,17.147,34.61,1951.775,441.853,7.721,
PLOT,478,827.37,1562.98,15.197,2.372,26.422,69.217,979.1,776.436,9.961,
PLOT,479,1930.931,1812.022,52.255,2.994,30.023,64.678,304.316,519.085,6.508,
PLOT,480,483.504,1129.664,21.288,3.145,18.609,52.944,1319.04,446.773,9.056,
PLOT,481,1978.113,938.081,23.914,1.848,31.224,59.271,1901.008,565.43,5.673,
PLOT,482,529.523,43.614,27.301,1.423,18.553,55.651,641.622,669.582,9.93,
PLOT,483,885.084,1163.915,65.913,1.548,31.524,79.127,972.205,677.629,3.23,
PLOT,484,1144.121,1580.322,20.756,0.695,28.744,84.991,726.912,588.601,4.279,
PLOT,485,197.628,299.091,20.711,0.902,24.083,44.636,1938.631,457.722,9.054,
PLOT,486,1757.111,93.192,79.554,2.944,30.388,72.8,1090.529,580.156,4.145,
PLOT,487,1260.804,1652.036,56.57,2.209,20.213,87.294,1365.581,731.654,7.235,
PLOT,488,1023.917,673.939,80.166,0.848,17.151,46.701,504.024,711.835,3.717,
PLOT,489,107.233,806.151,22.94,1.952,20.689,82.246,343.736,483.075,2.617,
PLOT,490,409.675,1824.919,78.586,2.707,18.441,71.823,280.116,683.233,4.874,
PLOT,491,799.839,1179.087,89.864,0.584,32.017,37.519,309.29,475.546,3.686,
PLOT,492,1758.035,781.43,10.97,1.626,25.631,73.429,1523.017,349.603,3.095,
PLOT,493,382.505,418.955,50.236,4.178,15.245,77.057,873.293,738.606,7.789,
PLOT,494,1432.292,1131.446,51.103,0.467,21.705,45.096,847.98,413.923,2.801,
PLOT,495,893.496,251.868,25.976,0.684,21.168,70.924,668.958,741.0,9.948,
PLOT,496,1044.531,741.938,32.395,3.657,24.996,33.94,259.589,495.011,6.983,
PLOT,497,1065.468,331.304,17.233,0.554,29.903,87.198,894.811,586.565,1.719,
PLOT,498,1577.244,904.346,82.246,3.03,22.884,55.637,1218.793,671.444,3.433,
PLOT,499,420.655,1521.375,73.844,0.804,31.641,73.999,1207.377,755.355,2.907,
PLOT,500,906.799,1307.478,81.18,3.701,17.242,58.461,1747.645,425.837,2.816,
PLOT,501,1144.304,1312.991,15.635,0.534,34.617,37.531,445.729,384.608,8.291,
PLOT,502,783.403,1251.828,21.868,4.076,25.55,75.317,1393.865,517.351,2.606,
PLOT,503,1826.251,695.884,29.558,4.778,33.738,42.01,1225.884,662.42,9.535,
PLOT,504,794.439,183.136,73.457,0.972,34.976,30.639,1018.166,448.682,1.172,
PLOT,505,1726.972,1063.993,21.33,2.077,15.031,65.096,796.344,546.214,0.487,
PLOT,506,30.118,1061.971,19.884,1.099,22.23,82.287,431.859,742.202,0.239,
PLOT,507,463.493,1768.043,49.663,2.429,33.597,54.577,1944.287,704.015,0.857,
PLOT,508,833.308,97.379,88.258,4.711,28.331,60.135,1953.516,429.187,6.923,
PLOT,509,886.246,499.987,43.4,1.016,21.561,81.928,359.255,378.226,5.369,
PLOT,510,604.285,860.835,33.586,4.58,25.678,75.245,835.772,687.374,3.592,
PLOT,511,399.832,987.286,42.467,4.139,15.944,88.129,1993.322,347.934,3.014,
PLOT,512,465.47,1022.791,67.257,4.185,19.501,67.75,571.027,568.335,4.213,
PLOT,513,949.269,1507.658,74.236,0.994,23.121,52.776,888.574,580.502,4.172,
PLOT,514,507.921,1982.79,78.034,4.504,23.18,42.329,862.94,695.008,2.865,
PLOT,515,1868.75,1114.418,39.08,3.716,28.072,66.022,1252.63,729.837,6.169,
PLOT,516,78.949,1829.578,20.408,0.796,22.127,78.022,212.712,359.775,4.411,
PLOT,517,1384.609,589.959,14.546,4.319,30.008,44.826,923.188,329.817,7.177,
PLOT,518,1254.242,33.51,51.064,3.952,21.299,41.332,731.355,460.216,6.847,
PLOT,519,961.566,1779.063,78.547,0.938,16.431,76.961,562.753,458.84,4.73,
PLOT,520,839.754,1752.565,28.251,2.144,26.426,42.156,897.102,705.624,4.824,
PLOT,521,1855.274,1369.071,83.645,2.21,27.143,88.145,624.946,655.951,2.483,
PLOT,522,504.14,1579.373,27.002,3.77,31.606,66.805,137.93,312.108,0.46,
PLOT,523,430.447,791.839,30.202,0.406,16.652,75.508,1345.429,579.573,9.035,
PLOT,524,298.822,1998.553,41.88,2.525,23.425,50.352,1527.595,531.274,4.505,
PLOT,525,180.553,776.055,36.916,1.406,32.425,75.819,1205.197,687.072,4.695,
PLOT,526,713.02,1090.21,16.705,4.775,32.573,66.233,857.382,575.604,2.624,
PLOT,527,106.841,1918.659,71.183,0.255,16.808,31.293,762.223,514.861,5.429,
PLOT,528,207.811,1436.906,22.496,0.812,30.095,61.756,615.812,398.791,9.254,
PLOT,529,1227.893,847.703,67.25,0.986,15.936,89.707,899.039,326.108,5.811,
PLOT,530,1842.39,487.873,49.169,3.762,26.505,34.682,1475.166,410.346,8.668,
PLOT,531,1512.09,1135.831,59.335,1.114,17.318,33.722,526.668,301.88,8.865,
PLOT,532,1110.026,767.33,21.778,2.228,32.636,54.216,1520.633,601.683,4.116,
PLOT,533,1001.055,288.665,34.4,1.799,20.937,77.974,1929.914,778.058,5.353,
PLOT,534,1481.507,217.979,71.056,1.45,18.437,33.346,489.323,666.537,7.291,
PLOT,535,938.787,1256.31,15.366,1.408,32.384,76.258,1070.867,415.93,1.383,
PLOT,536,649.981,890.732,16.351,2.042,21.247,69.806,162.703,755.916,4.454,
PLOT,537,1302.485,94.942,58.755,3.618,15.379,87.363,984.246,529.964,4.991,
PLOT,538,1894.581,1206.199,59.65,0.902,25.001,55.8,1200.809,740.13,8.794,
PLOT,539,1327.193,192.979,82.517,0.09,16.506,57.255,874.487,403.185,3.292,
PLOT,540,948.796,944.164,59.377,2.442,17.473,59.064,1481.089,472.354,1.841,
PLOT,541,20.629,1990.484,68.334,1.369,30.718,50.971,1180.833,529.786,2.962,
PLOT,542,1925.215,943.009,11.655,1.864,27.396,60.995,603.608,459.937,6.14,
PLOT,543,629.954,1497.36,51.623,4.145,26.38,49.035,1746.941,597.766,6.086,
PLOT,544,1505.815,1539.59,88.724,4.713,31.011,50.246,525.607,798.092,0.167,
PLOT,545,1249.101,475.05,52.319,0.644,19.186,71.813,242.243,322.669,0.502,
PLOT,546,283.388,177.638,75.651,0.227,26.143,34.403,510.941,508.48,7.806,
PLOT,547,1495.184,699.145,24.037,3.217,24.134,88.781,1754.007,768.398,6.648,
PLOT,548,147.887,1979.418,55.642,3.703,29.918,33.252,1786.988,553.507,5.849,
PLOT,549,405.334,357.843,54.524,0.173,30.556,69.671,1494.463,784.137,1.601,
PLOT,550,628.188,583.28,51.496,4.052,32.083,41.559,1235.688,789.977,2.882,
PLOT,551,1014.674,1729.706,29.767,2.223,27.746,52.328,1354.637,432.309,4.26,
PLOT,552,513.403,1186.467,44.709,3.754,24.361,88.993,766.584,730.301,9.721,
PLOT,553,918.792,211.173,67.423,4.978,27.524,32.572,1295.272,749.995,7.884,
PLOT,554,963.344,1934.259,53.378,2.69,27.086,43.178,1868.375,301.11,9.12,
PLOT,555,144.787,18.395,25.925,1.59,27.343,65.305,861.686,317.991,6.599,
PLOT,556,631.955,1047.532,66.431,4.121,33.657,48.781,1223.304,365.986,6.178,
PLOT,557,464.227,838.041,53.862,3.529,30.268,44.027,439.812,680.298,2.248,
PLOT,558,1034.188,953.221,21.893,1.371,31.986,39.107,1658.636,685.604,3.29,
PLOT,559,526.621,645.045,15.283,2.14,26.226,62.185,226.165,544.598,8.941,
PLOT,560,1635.354,469.988,65.589,1.366,25.367,58.038,1688.131,419.125,6.501,
PLOT,561,795.95,1559.738,69.435,1.286,21.089,52.933,1513.651,615.65,5.42,
PLOT,562,1552.487,1668.552,40.988,2.384,19.355,75.879,1430.954,562.142,8.226,
PLOT,563,710.548,112.069,27.135,2.141,32.365,56.286,1870.654,755.037,2.531,
PLOT,564,1452.879,1778.791,17.115,4.602,27.885,52.769,1763.557,537.351,2.133,
PLOT,565,369.706,1250.727,84.217,2.506,25.142,74.086,1037.8,773.542,4.352,
PLOT,566,1883.652,1735.197,71.5,0.106,18.518,52.793,1988.191,481.5,3.363,
PLOT,567,1644.952,1698.264,37.927,2.186,15.4,76.51,884.54,711.137,5.452,
PLOT,568,289.767,1987.666,37.482,2.324,27.384,39.752,1778.54,586.391,2.811,
PLOT,569,652.325,708.378,63.273,4.885,15.532,49.326,575.126,723.354,4.437,
PLOT,570,696.363,1699.332,69.199,2.64,18.82,69.434,698.579,588.808,4.278,
PLOT,571,918.563,595.208,40.576,4.259,26.73,66.19,526.921,547.941,0.377,
PLOT,572,482.561,781.288,33.981,0.733,33.118,84.9,169.827,391.749,0.422,
PLOT,573,1172.517,947.45,68.362,2.719,32.582,34.124,1775.261,347.844,4.043,
PLOT,574,286.188,421.113,11.254,3.008,23.954,89.748,950.432,657.337,2.737,
PLOT,575,1150.879,1984.018,40.248,3.231,15.451,69.559,1895.808,482.14,2.857,
PLOT,576,685.359,682.149,77.055,0.973,31.172,51.374,857.601,586.418,6.103,
PLOT,577,1618.535,1653.362,33.899,4.058,22.006,40.094,709.877,552.027,4.527,
PLOT,578,1155.634,261.945,75.566,2.223,20.667,55.588,429.046,573.163,2.675,
PLOT,579,205.275,1914.991,63.483,4.927,19.324,89.773,574.07,597.248,9.048,
PLOT,580,1702.618,1806.875,29.587,1.612,17.611,88.767,1511.913,354.237,1.049,
PLOT,581,1876.026,1392.539,18.444,1.631,26.294,38.506,1401.719,721.139,8.5,
PLOT,582,1110.103,1323.945,89.083,3.777,23.678,59.755,285.853,672.099,9.606,
PLOT,583,1033.812,1661.021,60.292,2.153,31.79,39.081,1815.391,381.736,8.697,
PLOT,584,1318.028,947.547,71.822,3.397,31.978,75.34,705.402,485.455,4.868,
PLOT,585,1118.147,1760.402,31.992,0.617,18.136,47.726,327.549,380.787,0.643,
PLOT,586,31.29,1821.628,83.25,4.904,29.617,68.631,464.246,432.622,2.964,
PLOT,587,560.4,1873.609,31.65,3.934,26.752,48.006,1742.336,448.657,5.949,
PLOT,588,1240.649,1539.532,51.976,0.636,20.459,78.735,121.09,791.438,2.282,
PLOT,589,695.99,560.172,45.424,0.26,31.096,59.553,814.536,701.235,4.187,
