command,u,v,loss,line_capacity,timestamp,battery_id,charge_change,battery_capacity,price,extra
EDGE,987,286,0.04224,101,,,,,,
EDGE,596,316,0.02407,165,,,,,,
EDGE,514,880,0.0272,492,,,,,,
EDGE,300,410,0.01588,269,,,,,,
EDGE,952,760,0.00508,304,,,,,,
EDGE,886,995,0.04141,466,,,,,,
EDGE,894,978,0.04506,244,,,,,,
EDGE,543,926,0.04295,246,,,,,,
EDGE,760,676,0.02572,192,,,,,,
EDGE,788,685,0.02337,127,,,,,,
EDGE,138,132,0.02752,151,,,,,,
EDGE,489,32,0.01839,498,,,,,,
EDGE,773,228,0.03467,280,,,,,,
EDGE,916,455,0.01112,420,,,,,,
EDGE,984,590,0.0391,87,,,,,,
EDGE,25,706,0.04834,162,,,,,,
EDGE,487,270,0.0226,255,,,,,,
EDGE,578,913,0.0325,306,,,,,,
EDGE,923,889,0.00822,218,,,,,,
EDGE,962,618,0.01994,74,,,,,,
EDGE,607,202,0.04877,491,,,,,,
EDGE,793,534,0.02912,466,,,,,,
EDGE,392,800,0.00656,499,,,,,,
EDGE,497,281,0.00235,118,,,,,,
EDGE,435,629,0.00829,213,,,,,,
EDGE,4,908,0.04316,208,,,,,,
EDGE,304,446,0.0298,79,,,,,,
EDGE,1,448,0.03424,179,,,,,,
EDGE,5,345,0.00244,279,,,,,,
EDGE,234,115,0.00433,283,,,,,,
EDGE,713,815,0.02834,118,,,,,,
EDGE,836,634,0.01192,396,,,,,,
EDGE,240,338,0.04185,468,,,,,,
EDGE,498,96,0.03962,203,,,,,,
EDGE,206,366,0.00157,60,,,,,,
EDGE,250,489,0.04576,186,,,,,,
EDGE,683,267,0.02814,304,,,,,,
EDGE,847,212,0.04728,159,,,,,,
EDGE,847,417,0.00594,353,,,,,,
EDGE,263,29,0.01698,382,,,,,,
EDGE,447,584,0.02702,280,,,,,,
EDGE,85,508,0.02749,367,,,,,,
EDGE,614,159,0.04996,276,,,,,,
EDGE,8,798,0.03672,221,,,,,,
EDGE,47,37,0.02199,407,,,,,,
EDGE,511,519,0.0174,442,,,,,,
EDGE,322,84,0.03345,91,,,,,,
EDGE,703,434,0.03492,243,,,,,,
EDGE,971,470,0.00462,423,,,,,,
EDGE,115,635,0.03502,331,,,,,,
EDGE,295,891,0.01359,60,,,,,,
EDGE,40,91,0.03635,335,,,,,,
EDGE,277,577,0.04791,398,,,,,,
EDGE,333,510,0.01902,276,,,,,,
EDGE,347,341,0.02344,281,,,,,,
EDGE,2,440,0.04587,116,,,,,,
EDGE,415,971,0.04009,209,,,,,,
EDGE,193,74,0.00439,491,,,,,,
EDGE,228,337,0.01612,71,,,,,,
EDGE,703,398,0.00488,173,,,,,,
EDGE,953,605,0.03271,275,,,,,,
EDGE,864,916,0.03647,404,,,,,,
EDGE,232,862,0.02015,472,,,,,,
EDGE,956,809,0.02319,330,,,,,,
EDGE,625,818,0.00897,425,,,,,,
EDGE,640,458,0.04974,489,,,,,,
EDGE,911,747,0.04231,189,,,,,,
EDGE,413,659,0.02015,124,,,,,,
EDGE,114,589,0.0274,121,,,,,,
EDGE,222,949,0.02249,104,,,,,,
EDGE,430,871,0.038,214,,,,,,
EDGE,597,606,0.02242,419,,,,,,
EDGE,660,487,0.03612,283,,,,,,
EDGE,243,508,0.04425,180,,,,,,
EDGE,578,867,0.02213,358,,,,,,
EDGE,800,653,0.04401,75,,,,,,
EDGE,923,783,0.01283,221,,,,,,
EDGE,406,192,0.0383,114,,,,,,
EDGE,263,619,0.03459,314,,,,,,
EDGE,236,31,0.02268,139,,,,,,
EDGE,711,907,0.01296,461,,,,,,
EDGE,678,250,0.04141,399,,,,,,
EDGE,773,84,0.01573,491,,,,,,
EDGE,544,11,0.04318,482,,,,,,
EDGE,323,730,0.01514,270,,,,,,
EDGE,448,928,0.04947,200,,,,,,
EDGE,332,951,0.0014,262,,,,,,
EDGE,959,170,0.03802,500,,,,,,
EDGE,670,585,0.00434,462,,,,,,
EDGE,399,642,0.02923,83,,,,,,
EDGE,742,311,0.01304,319,,,,,,
EDGE,488,442,0.01571,77,,,,,,
EDGE,697,541,0.02643,445,,,,,,
EDGE,799,830,0.03761,256,,,,,,
EDGE,982,971,0.04037,440,,,,,,
EDGE,594,312,0.04278,377,,,,,,
EDGE,51,94,0.04837,265,,,,,,
EDGE,295,767,0.04149,486,,,,,,
EDGE,263,235,0.04999,317,,,,,,
EDGE,119,802,0.01406,284,,,,,,
EDGE,290,252,0.01252,497,,,,,,
EDGE,135,139,0.02541,489,,,,,,
EDGE,948,917,0.01999,251,,,,,,
EDGE,935,447,0.03639,313,,,,,,
EDGE,687,843,0.02203,438,,,,,,
EDGE,2,456,0.03515,261,,,,,,
EDGE,295,394,0.01094,500,,,,,,
EDGE,370,302,0.00329,441,,,,,,
EDGE,624,216,0.00797,292,,,,,,
EDGE,965,743,0.01261,206,,,,,,
EDGE,944,719,0.02392,235,,,,,,
EDGE,581,502,0.03637,363,,,,,,
EDGE,192,140,0.03341,362,,,,,,
EDGE,513,954,0.04222,480,,,,,,
EDGE,577,474,0.00945,217,,,,,,
EDGE,729,746,0.04393,429,,,,,,
EDGE,30,248,0.00953,418,,,,,,
EDGE,862,773,0.01645,51,,,,,,
EDGE,488,581,0.0065,281,,,,,,
EDGE,802,798,0.00927,136,,,,,,
EDGE,917,569,0.02044,246,,,,,,
EDGE,892,831,0.04421,410,,,,,,
EDGE,174,869,0.00618,63,,,,,,
EDGE,958,536,0.04004,267,,,,,,
EDGE,31,913,0.00511,481,,,,,,
EDGE,163,825,0.02271,254,,,,,,
EDGE,670,314,0.02283,72,,,,,,
EDGE,974,121,0.00738,342,,,,,,
EDGE,30,388,0.01638,120,,,,,,
EDGE,245,822,0.04021,76,,,,,,
EDGE,230,691,0.01266,202,,,,,,
EDGE,792,483,0.01639,52,,,,,,
EDGE,634,453,0.01107,74,,,,,,
EDGE,347,398,0.02621,74,,,,,,
EDGE,207,742,0.03748,275,,,,,,
EDGE,746,664,0.00288,394,,,,,,
EDGE,829,787,0.0193,440,,,,,,
EDGE,325,12,0.00379,362,,,,,,
EDGE,762,341,0.01949,223,,,,,,
EDGE,464,39,0.01146,238,,,,,,
EDGE,15,839,0.02667,272,,,,,,
EDGE,590,286,0.00666,236,,,,,,
EDGE,99,519,0.01107,114,,,,,,
EDGE,795,276,0.02407,318,,,,,,
EDGE,914,833,0.02711,268,,,,,,
EDGE,805,396,0.02993,366,,,,,,
EDGE,791,116,0.02598,86,,,,,,
EDGE,236,549,0.04233,472,,,,,,
EDGE,563,453,0.01881,135,,,,,,
EDGE,220,71,0.00336,302,,,,,,
EDGE,776,867,0.02118,134,,,,,,
EDGE,965,829,0.01371,295,,,,,,
EDGE,529,280,0.01501,353,,,,,,
EDGE,503,589,0.04323,413,,,,,,
EDGE,670,476,0.02665,316,,,,,,
EDGE,92,141,0.01006,223,,,,,,
EDGE,156,947,0.03992,398,,,,,,
EDGE,486,314,0.03138,261,,,,,,
EDGE,569,119,0.01592,446,,,,,,
EDGE,460,83,0.01633,346,,,,,,
EDGE,190,803,0.04281,200,,,,,,
EDGE,774,558,0.00219,136,,,,,,
EDGE,307,964,0.02828,152,,,,,,
EDGE,660,93,0.03689,213,,,,,,
EDGE,31,340,0.04053,133,,,,,,
EDGE,587,453,0.01181,323,,,,,,
EDGE,981,620,0.04735,315,,,,,,
EDGE,33,820,0.00985,175,,,,,,
EDGE,133,263,0.00264,354,,,,,,
EDGE,365,619,0.01681,215,,,,,,
EDGE,518,232,0.02976,86,,,,,,
EDGE,567,738,0.03622,477,,,,,,
EDGE,569,939,0.02035,235,,,,,,
EDGE,672,828,0.02436,72,,,,,,
EDGE,430,615,0.04257,256,,,,,,
EDGE,136,581,0.04345,182,,,,,,
EDGE,678,145,0.03866,224,,,,,,
EDGE,209,939,0.04894,285,,,,,,
EDGE,453,283,0.00437,209,,,,,,
EDGE,439,55,0.01914,76,,,,,,
EDGE,943,538,0.04337,202,,,,,,
EDGE,373,432,0.01326,59,,,,,,
EDGE,939,876,0.04129,437,,,,,,
EDGE,782,239,0.01079,293,,,,,,
EDGE,187,846,0.03251,71,,,,,,
EDGE,218,934,0.02137,137,,,,,,
EDGE,744,894,0.03317,496,,,,,,
EDGE,907,460,0.00759,481,,,,,,
EDGE,454,810,0.04362,478,,,,,,
EDGE,479,332,0.02916,271,,,,,,
EDGE,937,960,0.0219,404,,,,,,
EDGE,742,464,0.03585,128,,,,,,
EDGE,145,896,0.01825,407,,,,,,
EDGE,232,448,0.02878,107,,,,,,
EDGE,786,585,0.02203,425,,,,,,
EDGE,245,780,0.03224,459,,,,,,
EDGE,766,714,0.02536,76,,,,,,
EDGE,666,375,0.03984,318,,,,,,
EDGE,852,473,0.00531,438,,,,,,
EDGE,91,767,0.00121,54,,,,,,
EDGE,883,19,0.03701,95,,,,,,
EDGE,930,816,0.01534,495,,,,,,
EDGE,658,492,0.00465,214,,,,,,
EDGE,872,755,0.03103,369,,,,,,
EDGE,936,118,0.0136,458,,,,,,
EDGE,810,221,0.03762,238,,,,,,
EDGE,544,917,0.03357,496,,,,,,
EDGE,919,595,0.01916,59,,,,,,
EDGE,781,389,0.0188,69,,,,,,
EDGE,185,281,0.03949,81,,,,,,
EDGE,403,539,0.01762,84,,,,,,
EDGE,364,528,0.02359,424,,,,,,
EDGE,510,990,0.03531,473,,,,,,
EDGE,43,47,0.02899,130,,,,,,
EDGE,26,702,0.03677,95,,,,,,
EDGE,405,418,0.01146,485,,,,,,
EDGE,312,902,0.04896,487,,,,,,
EDGE,299,637,0.02659,180,,,,,,
EDGE,112,704,0.02763,378,,,,,,
EDGE,239,989,0.03535,166,,,,,,
EDGE,429,249,0.0211,266,,,,,,
EDGE,474,799,0.02727,133,,,,,,
EDGE,889,474,0.03868,135,,,,,,
EDGE,80,384,0.01477,79,,,,,,
EDGE,960,883,0.00313,351,,,,,,
EDGE,586,509,0.00563,384,,,,,,
EDGE,110,948,0.04434,207,,,,,,
EDGE,696,81,0.00818,487,,,,,,
EDGE,736,737,0.01876,294,,,,,,
EDGE,729,920,0.02855,272,,,,,,
EDGE,60,967,0.01567,413,,,,,,
EDGE,854,684,0.02522,151,,,,,,
EDGE,315,266,0.02415,330,,,,,,
EDGE,139,534,0.04839,275,,,,,,
EDGE,833,383,0.02675,61,,,,,,
EDGE,206,288,0.04695,269,,,,,,
EDGE,256,592,0.01587,261,,,,,,
EDGE,980,898,0.01147,126,,,,,,
EDGE,739,871,0.00545,98,,,,,,
EDGE,460,678,0.02049,403,,,,,,
EDGE,943,788,0.00327,193,,,,,,
EDGE,931,542,0.03817,467,,,,,,
EDGE,99,532,0.00436,250,,,,,,
EDGE,208,493,0.03633,211,,,,,,
EDGE,736,611,0.0456,489,,,,,,
EDGE,618,203,0.00577,274,,,,,,
EDGE,60,395,0.01776,454,,,,,,
EDGE,453,982,0.01497,488,,,,,,
EDGE,231,106,0.01486,206,,,,,,
EDGE,143,737,0.0319,50,,,,,,
EDGE,132,71,0.02125,278,,,,,,
EDGE,572,776,0.00811,319,,,,,,
EDGE,591,988,0.02165,456,,,,,,
EDGE,476,888,0.04031,224,,,,,,
EDGE,329,264,0.03893,375,,,,,,
EDGE,893,918,0.0403,68,,,,,,
EDGE,623,141,0.00422,271,,,,,,
EDGE,220,211,0.02178,411,,,,,,
EDGE,189,452,0.00709,464,,,,,,
EDGE,506,316,0.01284,198,,,,,,
EDGE,876,435,0.00275,101,,,,,,
EDGE,90,677,0.02794,276,,,,,,
EDGE,829,30,0.04592,53,,,,,,
EDGE,569,939,0.01817,127,,,,,,
EDGE,825,165,0.03306,420,,,,,,
EDGE,407,126,0.00633,455,,,,,,
EDGE,681,176,0.00888,414,,,,,,
EDGE,604,279,0.00178,386,,,,,,
EDGE,126,143,0.02762,55,,,,,,
EDGE,789,659,0.04712,240,,,,,,
EDGE,107,322,0.02741,342,,,,,,
EDGE,995,329,0.03778,428,,,,,,
EDGE,795,89,0.02684,212,,,,,,
EDGE,807,550,0.02651,474,,,,,,
EDGE,67,995,0.0175,276,,,,,,
EDGE,441,900,0.0101,317,,,,,,
EDGE,972,715,0.02023,476,,,,,,
EDGE,548,341,0.04357,370,,,,,,
EDGE,140,579,0.037,136,,,,,,
EDGE,8,710,0.00169,223,,,,,,
EDGE,85,270,0.01738,52,,,,,,
EDGE,632,6,0.01017,112,,,,,,
EDGE,60,790,0.04614,360,,,,,,
EDGE,193,160,0.04901,380,,,,,,
EDGE,283,648,0.02068,477,,,,,,
EDGE,190,243,0.00183,406,,,,,,
EDGE,958,555,0.02342,499,,,,,,
EDGE,115,446,0.02485,226,,,,,,
EDGE,689,164,0.02299,103,,,,,,
EDGE,286,896,0.04469,228,,,,,,
EDGE,597,760,0.029,107,,,,,,
EDGE,902,496,0.02093,143,,,,,,
EDGE,815,750,0.00526,52,,,,,,
EDGE,118,431,0.00727,280,,,,,,
EDGE,805,846,0.01365,126,,,,,,
EDGE,524,311,0.00992,469,,,,,,
EDGE,35,131,0.0416,293,,,,,,
EDGE,373,839,0.02768,408,,,,,,
EDGE,48,609,0.04154,275,,,,,,
EDGE,397,148,0.02362,469,,,,,,
EDGE,795,81,0.01034,279,,,,,,
EDGE,924,724,0.04494,385,,,,,,
EDGE,167,919,0.00207,368,,,,,,
EDGE,115,290,0.04969,86,,,,,,
EDGE,975,673,0.02806,421,,,,,,
EDGE,872,332,0.04617,183,,,,,,
EDGE,798,706,0.0015,359,,,,,,
EDGE,92,2,0.01434,499,,,,,,
EDGE,727,942,0.0257,303,,,,,,
EDGE,159,624,0.00364,462,,,,,,
EDGE,795,162,0.00318,98,,,,,,
EDGE,178,530,0.04756,500,,,,,,
EDGE,452,655,0.04265,437,,,,,,
EDGE,177,594,0.0309,361,,,,,,
EDGE,919,31,0.01124,312,,,,,,
EDGE,214,374,0.0332,471,,,,,,
EDGE,225,397,0.02509,185,,,,,,
EDGE,208,30,0.03686,287,,,,,,
EDGE,941,346,0.03165,74,,,,,,
EDGE,132,786,0.01454,261,,,,,,
EDGE,950,810,0.02276,234,,,,,,
EDGE,376,622,0.04354,146,,,,,,
EDGE,717,719,0.00217,389,,,,,,
EDGE,791,497,0.03228,353,,,,,,
EDGE,744,691,0.03909,214,,,,,,
EDGE,325,237,0.00852,118,,,,,,
EDGE,382,407,0.02662,214,,,,,,
EDGE,368,879,0.03006,93,,,,,,
EDGE,900,17,0.00786,312,,,,,,
EDGE,974,141,0.03207,200,,,,,,
EDGE,537,839,0.02943,59,,,,,,
EDGE,852,43,0.02812,318,,,,,,
EDGE,748,167,0.00782,145,,,,,,
EDGE,369,849,0.03735,293,,,,,,
EDGE,26,215,0.04869,82,,,,,,
EDGE,89,851,0.0392,54,,,,,,
EDGE,520,990,0.04335,331,,,,,,
EDGE,15,772,0.01867,174,,,,,,
EDGE,289,884,0.013,414,,,,,,
EDGE,783,775,0.01435,316,,,,,,
EDGE,366,173,0.03613,456,,,,,,
EDGE,68,521,0.0355,197,,,,,,
EDGE,69,741,0.03676,97,,,,,,
EDGE,91,118,0.00964,296,,,,,,
EDGE,935,472,0.0083,75,,,,,,
EDGE,327,168,0.03059,241,,,,,,
EDGE,715,964,0.04701,382,,,,,,
EDGE,204,969,0.04621,253,,,,,,
EDGE,106,11,0.02637,94,,,,,,
EDGE,902,278,0.02237,295,,,,,,
EDGE,654,56,0.00934,271,,,,,,
EDGE,988,857,0.02376,175,,,,,,
EDGE,992,511,0.04641,379,,,,,,
EDGE,193,641,0.02482,332,,,,,,
EDGE,127,602,0.03599,173,,,,,,
EDGE,717,952,0.02915,149,,,,,,
EDGE,495,282,0.02098,278,,,,,,
EDGE,810,869,0.04497,162,,,,,,
EDGE,193,987,0.04296,413,,,,,,
EDGE,581,692,0.02014,414,,,,,,
EDGE,276,127,0.02822,415,,,,,,
EDGE,959,559,0.04421,385,,,,,,
EDGE,185,28,0.03393,395,,,,,,
EDGE,766,475,0.01882,226,,,,,,
EDGE,817,673,0.01438,336,,,,,,
EDGE,526,244,0.02035,393,,,,,,
EDGE,556,259,0.03499,368,,,,,,
EDGE,753,598,0.00151,341,,,,,,
EDGE,643,965,0.01457,249,,,,,,
EDGE,109,210,0.03951,142,,,,,,
EDGE,87,653,0.0189,347,,,,,,
EDGE,126,115,0.03462,408,,,,,,
EDGE,666,164,0.03565,429,,,,,,
EDGE,464,586,0.02498,206,,,,,,
EDGE,545,696,0.04477,109,,,,,,
EDGE,563,37,0.00716,451,,,,,,
EDGE,156,345,0.02558,354,,,,,,
EDGE,649,440,0.00988,318,,,,,,
EDGE,397,513,0.00607,152,,,,,,
EDGE,137,449,0.01664,126,,,,,,
EDGE,979,330,0.03487,141,,,,,,
EDGE,998,840,0.00348,232,,,,,,
EDGE,183,693,0.04589,208,,,,,,
EDGE,52,193,0.04286,331,,,,,,
EDGE,243,339,0.00595,251,,,,,,
EDGE,881,508,0.03324,264,,,,,,
EDGE,952,165,0.00919,397,,,,,,
EDGE,786,867,0.00587,473,,,,,,
EDGE,185,636,0.03483,353,,,,,,
EDGE,158,483,0.00735,163,,,,,,
EDGE,462,378,0.03912,75,,,,,,
EDGE,170,55,0.02882,185,,,,,,
EDGE,734,233,0.04868,69,,,,,,
EDGE,140,641,0.02126,462,,,,,,
EDGE,840,159,0.01336,248,,,,,,
EDGE,178,941,0.0486,58,,,,,,
EDGE,764,237,0.026,131,,,,,,
EDGE,562,781,0.0223,137,,,,,,
EDGE,939,801,0.00795,360,,,,,,
EDGE,275,305,0.00333,430,,,,,,
EDGE,317,569,0.03051,394,,,,,,
EDGE,881,458,0.02943,207,,,,,,
EDGE,471,728,0.04126,260,,,,,,
EDGE,778,83,0.00307,58,,,,,,
EDGE,969,797,0.02892,482,,,,,,
EDGE,438,892,0.03353,306,,,,,,
EDGE,483,122,0.04688,457,,,,,,
EDGE,617,552,0.02975,470,,,,,,
EDGE,884,928,0.02485,397,,,,,,
EDGE,369,182,0.00529,399,,,,,,
EDGE,394,971,0.03512,258,,,,,,
EDGE,912,55,0.02159,61,,,,,,
EDGE,494,361,0.0299,432,,,,,,
EDGE,552,170,0.01206,62,,,,,,
EDGE,58,288,0.01084,430,,,,,,
EDGE,110,15,0.04763,300,,,,,,
EDGE,346,156,0.0433,378,,,,,,
EDGE,53,710,0.02886,484,,,,,,
EDGE,467,650,0.01859,241,,,,,,
EDGE,661,127,0.00724,392,,,,,,
EDGE,867,922,0.04495,169,,,,,,
EDGE,93,834,0.0395,497,,,,,,
EDGE,621,989,0.02444,432,,,,,,
EDGE,977,856,0.04694,98,,,,,,
EDGE,5,494,0.02381,372,,,,,,
EDGE,400,873,0.01742,77,,,,,,
EDGE,915,726,0.01041,177,,,,,,
EDGE,837,343,0.02265,389,,,,,,
EDGE,444,993,0.03863,361,,,,,,
EDGE,16,71,0.03865,237,,,,,,
EDGE,510,671,0.03359,83,,,,,,
EDGE,600,911,0.03871,89,,,,,,
EDGE,649,462,0.02967,288,,,,,,
EDGE,513,231,0.00409,380,,,,,,
EDGE,485,114,0.01831,103,,,,,,
EDGE,776,716,0.02574,142,,,,,,
EDGE,24,56,0.02092,95,,,,,,
EDGE,757,213,0.03403,422,,,,,,
EDGE,665,467,0.04865,378,,,,,,
EDGE,355,941,0.04028,420,,,,,,
EDGE,656,958,0.03315,154,,,,,,
EDGE,791,564,0.02388,340,,,,,,
EDGE,616,561,0.04299,355,,,,,,
EDGE,789,673,0.01378,409,,,,,,
EDGE,783,828,0.01442,131,,,,,,
EDGE,462,923,0.00451,101,,,,,,
EDGE,581,164,0.01768,64,,,,,,
EDGE,151,567,0.02043,221,,,,,,
EDGE,463,21,0.00714,433,,,,,,
EDGE,843,862,0.04921,58,,,,,,
EDGE,923,369,0.00957,107,,,,,,
EDGE,587,599,0.01151,78,,,,,,
EDGE,859,435,0.01261,70,,,,,,
EDGE,80,822,0.02638,411,,,,,,
EDGE,797,790,0.00638,293,,,,,,
EDGE,222,589,0.04444,85,,,,,,
EDGE,575,287,0.01629,256,,,,,,
EDGE,373,163,0.04687,375,,,,,,
EDGE,486,347,0.03429,64,,,,,,
EDGE,484,718,0.02726,111,,,,,,
EDGE,175,791,0.02459,103,,,,,,
EDGE,686,751,0.01535,385,,,,,,
EDGE,726,658,0.04584,134,,,,,,
EDGE,297,878,0.00757,430,,,,,,
EDGE,730,919,0.01754,377,,,,,,
EDGE,638,285,0.00887,469,,,,,,
EDGE,165,611,0.02151,413,,,,,,
EDGE,552,129,0.01329,301,,,,,,
EDGE,37,175,0.00683,283,,,,,,
EDGE,703,883,0.03963,133,,,,,,
EDGE,104,678,0.00171,264,,,,,,
EDGE,999,710,0.04279,152,,,,,,
EDGE,216,450,0.03453,66,,,,,,
EDGE,3,488,0.03575,180,,,,,,
EDGE,451,390,0.02254,479,,,,,,
EDGE,526,859,0.02353,421,,,,,,
EDGE,845,397,0.02264,110,,,,,,
EDGE,104,44,0.03519,174,,,,,,
EDGE,226,760,0.00954,125,,,,,,
EDGE,994,65,0.0196,230,,,,,,
EDGE,645,356,0.00754,199,,,,,,
EDGE,554,928,0.01283,419,,,,,,
EDGE,595,762,0.04767,185,,,,,,
EDGE,248,498,0.03615,76,,,,,,
EDGE,488,682,0.00481,236,,,,,,
EDGE,648,234,0.00773,458,,,,,,
EDGE,705,684,0.01193,430,,,,,,
EDGE,812,440,0.03685,431,,,,,,
EDGE,471,293,0.02434,451,,,,,,
EDGE,161,629,0.00361,485,,,,,,
EDGE,54,774,0.02788,293,,,,,,
EDGE,888,940,0.01132,447,,,,,,
EDGE,76,242,0.02278,362,,,,,,
EDGE,761,905,0.04006,488,,,,,,
EDGE,757,517,0.04764,86,,,,,,
EDGE,541,247,0.02878,474,,,,,,
EDGE,945,453,0.03733,464,,,,,,
EDGE,36,904,0.02936,312,,,,,,
EDGE,23,867,0.03055,167,,,,,,
EDGE,891,838,0.02859,393,,,,,,
EDGE,80,770,0.02603,214,,,,,,
EDGE,408,871,0.02986,325,,,,,,
EDGE,284,672,0.00449,468,,,,,,
EDGE,853,422,0.00594,246,,,,,,
EDGE,992,980,0.043,453,,,,,,
EDGE,524,155,0.01156,327,,,,,,
EDGE,533,922,0.02179,338,,,,,,
EDGE,975,116,0.01196,113,,,,,,
EDGE,61,735,0.04784,236,,,,,,
EDGE,525,47,0.04551,52,,,,,,
EDGE,454,715,0.03696,418,,,,,,
EDGE,318,582,0.04362,490,,,,,,
EDGE,791,622,0.03871,355,,,,,,
EDGE,849,100,0.03612,286,,,,,,
EDGE,696,65,0.01167,142,,,,,,
EDGE,619,472,0.04741,211,,,,,,
EDGE,866,548,0.01085,470,,,,,,
EDGE,389,38,0.03124,265,,,,,,
EDGE,758,866,0.01354,238,,,,,,
EDGE,19,478,0.02717,110,,,,,,
EDGE,785,280,0.03138,129,,,,,,
EDGE,271,409,0.02305,170,,,,,,
EDGE,19,619,0.04253,303,,,,,,
EDGE,386,951,0.00562,76,,,,,,
EDGE,46,88,0.04768,176,,,,,,
EDGE,354,680,0.03573,366,,,,,,
EDGE,227,110,0.02931,443,,,,,,
EDGE,485,418,0.0289,102,,,,,,
EDGE,523,38,0.01661,93,,,,,,
EDGE,315,147,0.01308,234,,,,,,
EDGE,507,994,0.00343,287,,,,,,
EDGE,562,542,0.04701,413,,,,,,
EDGE,372,523,0.04622,207,,,,,,
EDGE,0,367,0.01594,380,,,,,,
EDGE,765,217,0.03038,216,,,,,,
EDGE,832,662,0.00783,266,,,,,,
EDGE,909,37,0.01258,320,,,,,,
EDGE,197,496,0.02333,293,,,,,,
EDGE,322,348,0.02694,126,,,,,,
EDGE,136,305,0.03217,101,,,,,,
EDGE,961,831,0.00142,482,,,,,,
EDGE,625,208,0.01091,322,,,,,,
EDGE,158,879,0.0036,90,,,,,,
EDGE,556,745,0.00594,115,,,,,,
EDGE,198,744,0.03426,346,,,,,,
EDGE,974,551,0.02021,487,,,,,,
EDGE,49,904,0.02905,93,,,,,,
EDGE,547,737,0.01123,176,,,,,,
EDGE,147,890,0.04363,431,,,,,,
EDGE,130,347,0.0312,496,,,,,,
EDGE,734,346,0.03135,382,,,,,,
EDGE,774,57,0.0464,192,,,,,,
EDGE,622,969,0.01616,88,,,,,,
EDGE,298,221,0.01664,500,,,,,,
EDGE,100,126,0.04313,200,,,,,,
EDGE,488,480,0.01695,210,,,,,,
EDGE,643,769,0.00122,163,,,,,,
EDGE,259,101,0.02859,325,,,,,,
EDGE,940,673,0.04923,494,,,,,,
EDGE,369,781,0.03239,124,,,,,,
EDGE,950,432,0.02994,132,,,,,,
EDGE,861,955,0.0373,371,,,,,,
EDGE,579,535,0.04876,490,,,,,,
EDGE,301,295,0.00122,321,,,,,,
EDGE,528,305,0.03716,290,,,,,,
EDGE,40,879,0.02883,360,,,,,,
EDGE,508,636,0.00357,120,,,,,,
EDGE,546,202,0.04466,329,,,,,,
EDGE,391,677,0.04089,67,,,,,,
EDGE,530,508,0.02948,383,,,,,,
EDGE,409,818,0.02991,89,,,,,,
EDGE,516,28,0.03138,273,,,,,,
EDGE,232,488,0.03529,456,,,,,,
EDGE,315,11,0.00383,79,,,,,,
EDGE,124,123,0.04979,236,,,,,,
EDGE,838,253,0.00644,300,,,,,,
EDGE,927,156,0.03973,476,,,,,,
EDGE,454,308,0.02814,361,,,,,,
EDGE,801,910,0.00545,196,,,,,,
EDGE,259,664,0.01427,450,,,,,,
EDGE,605,178,0.04238,358,,,,,,
EDGE,979,896,0.00338,457,,,,,,
EDGE,43,586,0.00287,407,,,,,,
EDGE,827,977,0.00474,139,,,,,,
EDGE,440,81,0.045,317,,,,,,
EDGE,103,865,0.04567,344,,,,,,
EDGE,808,489,0.00104,397,,,,,,
EDGE,60,324,0.04771,361,,,,,,
EDGE,564,416,0.04044,455,,,,,,
EDGE,25,32,0.03082,280,,,,,,
EDGE,182,492,0.00827,279,,,,,,
EDGE,851,714,0.01351,394,,,,,,
EDGE,38,692,0.00996,117,,,,,,
EDGE,668,912,0.00778,165,,,,,,
EDGE,536,124,0.00674,434,,,,,,
EDGE,708,668,0.00645,184,,,,,,
EDGE,500,709,0.02662,183,,,,,,
EDGE,520,226,0.01147,73,,,,,,
EDGE,769,936,0.0034,194,,,,,,
EDGE,70,360,0.03977,420,,,,,,
EDGE,589,29,0.04144,367,,,,,,
EDGE,760,910,0.04735,96,,,,,,
EDGE,150,360,0.04336,119,,,,,,
EDGE,911,383,0.01701,311,,,,,,
EDGE,495,222,0.04372,248,,,,,,
EDGE,781,966,0.0497,426,,,,,,
EDGE,291,794,0.00414,164,,,,,,
EDGE,724,745,0.04935,482,,,,,,
EDGE,914,331,0.0404,55,,,,,,
EDGE,633,786,0.03578,447,,,,,,
EDGE,153,912,0.00655,74,,,,,,
EDGE,780,711,0.0409,261,,,,,,
EDGE,231,425,0.03868,494,,,,,,
EDGE,996,438,0.03967,472,,,,,,
EDGE,699,556,0.0042,235,,,,,,
EDGE,502,496,0.0197,332,,,,,,
EDGE,372,988,0.03046,400,,,,,,
EDGE,349,692,0.03443,299,,,,,,
EDGE,828,569,0.01336,113,,,,,,
EDGE,39,783,0.00785,134,,,,,,
EDGE,306,726,0.02002,307,,,,,,
EDGE,322,682,0.01286,129,,,,,,
EDGE,135,784,0.01069,89,,,,,,
EDGE,43,219,0.04421,476,,,,,,
EDGE,920,313,0.02944,337,,,,,,
EDGE,964,343,0.00109,318,,,,,,
EDGE,287,909,0.0335,462,,,,,,
EDGE,170,988,0.03858,399,,,,,,
EDGE,997,800,0.01913,424,,,,,,
EDGE,828,853,0.04134,171,,,,,,
EDGE,799,775,0.00399,87,,,,,,
EDGE,409,623,0.02497,366,,,,,,
EDGE,216,680,0.01551,494,,,,,,
EDGE,438,524,0.02668,278,,,,,,
