command,u,v,travel_time,energy_cost,congestion,install_cost,capacity,price
ROAD,806,857,17,1.169,1,35978,12,1
ROAD,409,319,59,2.694,66,636,11,2.29
ROAD,581,757,42,1.646,19,38888,8,3.37
ROAD,270,709,80,2.152,58,36997,20,4.13
ROAD,161,520,26,1.177,41,28108,18,1.44
ROAD,20,25,52,1.857,19,3785,7,2.51
ROAD,473,558,39,1.576,76,44414,12,3.41
ROAD,608,402,81,3.306,34,13038,17,3.86
ROAD,944,562,50,1.335,46,26306,1,2.66
ROAD,465,370,82,3.041,85,25225,9,4.81
ROAD,148,456,9,2.443,34,39901,16,3.97
ROAD,675,609,1,3.329,45,46599,13,1.01
ROAD,762,695,3,2.024,30,40351,8,4.93
ROAD,788,977,81,4.188,80,40936,4,1.92
ROAD,302,89,42,0.495,74,16383,6,4.25
ROAD,6,606,17,3.778,72,24998,8,4.65
ROAD,888,610,24,4.039,61,10873,6,1.83
ROAD,795,374,58,2.354,27,8272,18,1.72
ROAD,707,680,71,4.431,16,6816,5,4.45
ROAD,809,603,12,3.03,23,31336,18,1.44
ROAD,655,224,57,2.542,65,22521,17,3.8
ROAD,416,648,65,1.319,53,37134,16,4.53
ROAD,960,795,90,1.056,20,9969,15,3.51
ROAD,954,298,14,1.762,14,41706,6,1.93
ROAD,1,776,24,1.616,11,41336,17,3.25
ROAD,561,915,7,1.37,45,27860,14,1.86
ROAD,109,349,9,3.668,42,9283,2,4.57
ROAD,717,555,75,3.324,37,14832,4,1.65
ROAD,487,634,3,2.957,6,18095,15,4.49
ROAD,258,98,63,1.313,83,40339,4,3.82
ROAD,925,831,21,3.353,96,43960,13,1.47
ROAD,899,798,67,4.218,49,17606,19,2.55
ROAD,715,822,56,2.322,91,47816,14,4.22
ROAD,635,978,26,0.629,6,16616,7,3.41
ROAD,537,752,39,0.257,84,48282,20,4.58
ROAD,312,606,53,1.002,90,3641,9,4.07
ROAD,175,712,75,2.079,80,27637,18,2.48
ROAD,35,5,19,3.957,89,22118,15,1.78
ROAD,109,616,72,3.274,63,29576,3,2.9
ROAD,996,613,13,1.917,35,44822,16,1.09
ROAD,452,774,20,3.53,92,26338,18,1.23
ROAD,265,38,36,2.401,56,12661,20,3.28
ROAD,769,46,22,0.447,12,34597,9,2.02
ROAD,936,249,1,3.297,23,14347,17,2.9
ROAD,340,720,69,4.022,37,43646,18,3.09
ROAD,981,652,5,1.613,89,46927,9,4.02
ROAD,605,356,27,4.342,21,24283,5,4.28
ROAD,484,926,39,2.987,84,40695,2,4.3
ROAD,584,824,46,3.92,22,17447,12,4.83
ROAD,686,90,75,1.505,62,43068,5,3.86
ROAD,989,870,55,3.597,5,16402,10,3.45
ROAD,347,590,43,1.32,99,49908,10,4.97
ROAD,960,337,35,1.158,98,41200,10,1.48
ROAD,605,299,22,1.594,53,19926,19,3.09
ROAD,686,733,78,0.872,90,17952,16,2.04
ROAD,15,105,29,1.826,64,1758,16,3.18
ROAD,445,486,76,0.56,86,24856,13,4.84
ROAD,759,296,36,1.511,84,27430,9,2.04
ROAD,768,481,68,3.038,37,19704,3,4.79
ROAD,768,226,26,3.035,96,39718,2,3.4
ROAD,688,675,25,3.977,50,5538,2,4.86
ROAD,904,792,9,1.607,96,46289,3,2.14
ROAD,195,694,59,2.507,20,32248,1,1.27
ROAD,44,656,11,2.66,19,42401,8,1.15
ROAD,558,318,4,1.075,62,42969,16,3.24
ROAD,345,201,17,3.912,39,6609,6,2.66
ROAD,646,721,64,2.47,27,33359,20,2.95
ROAD,489,961,36,0.339,39,6275,7,2.23
ROAD,16,562,24,2.656,54,48711,17,3.45
ROAD,125,615,3,4.281,27,14915,4,2.5
ROAD,823,642,79,0.813,70,11324,9,2.93
ROAD,631,182,19,1.322,2,1771,1,2.68
ROAD,87,672,29,2.404,48,20287,3,4.59
ROAD,74,255,3,2.616,71,7215,4,3.58
ROAD,938,86,17,3.229,58,43515,14,3.11
ROAD,540,602,86,2.762,7,4269,19,2.08
ROAD,267,189,84,4.233,77,23540,20,1.64
ROAD,539,394,61,2.571,90,774,8,4.81
ROAD,783,351,24,1.689,62,38984,5,1.67
ROAD,764,272,79,2.373,61,47919,9,1.72
ROAD,260,589,35,3.373,67,27226,7,2.26
ROAD,713,366,53,3.546,83,27652,15,1.31
ROAD,714,871,46,2.403,61,31004,9,4.3
ROAD,90,88,43,2.205,23,41855,7,2.19
ROAD,409,589,45,1.182,61,31325,4,1.04
ROAD,382,303,72,0.726,5,17522,6,1.63
ROAD,374,568,56,1.112,51,18890,20,4.68
ROAD,85,580,59,0.637,93,4189,4,4.65
ROAD,252,647,66,1.217,1,11668,12,4.38
ROAD,866,691,46,1.211,96,18942,13,2.08
ROAD,156,561,45,0.772,74,42868,15,2.78
ROAD,101,567,5,3.858,15,36504,15,2.71
ROAD,614,483,27,2.823,91,3120,14,4.75
ROAD,67,583,26,1.697,7,37416,12,2.76
ROAD,400,382,82,0.872,55,32715,20,2.53
ROAD,423,777,22,4.077,27,48725,4,3.21
ROAD,176,302,23,0.851,85,6054,3,4.71
ROAD,809,661,38,3.073,68,15929,20,3.14
ROAD,262,709,54,2.476,72,6626,6,3.44
ROAD,484,993,27,3.346,5,34602,10,4.97
ROAD,188,302,69,4.27,6,41220,9,1.21
ROAD,427,141,38,4.004,21,9566,12,4.74
ROAD,627,492,45,1.383,48,47992,17,4.99
ROAD,855,356,90,3.398,74,45960,3,3.91
ROAD,627,965,71,1.711,44,553,11,3.04
ROAD,749,229,32,3.885,58,24879,13,1.67
ROAD,7,498,13,2.756,15,39280,3,4.54
ROAD,961,768,62,0.71,30,3011,15,2.58
ROAD,228,177,70,4.155,60,16449,8,4.48
ROAD,126,88,56,3.299,10,21403,11,2.94
ROAD,352,5,73,1.552,57,10774,2,2.23
ROAD,480,612,51,4.212,63,16428,12,3.16
ROAD,183,507,86,4.355,95,27702,20,4.52
ROAD,427,995,33,2.543,74,35038,7,4.38
ROAD,867,189,34,0.417,25,5147,10,2.96
ROAD,970,920,84,2.868,26,37507,4,2.85
ROAD,174,529,34,4.335,75,43686,13,2.65
ROAD,289,384,51,4.05,98,48985,14,2
ROAD,987,166,5,3.797,34,36670,16,2.49
ROAD,285,187,83,0.257,61,27923,14,4.55
ROAD,777,153,9,4.331,92,17684,3,4.13
ROAD,929,891,1,0.871,6,7877,8,4.75
ROAD,321,339,61,1.872,98,17873,11,1
ROAD,724,278,52,0.737,38,39925,3,2.96
ROAD,223,614,64,3.914,62,23510,10,4.66
ROAD,177,936,10,1.174,90,15666,17,3.82
ROAD,293,584,12,2.216,68,29639,17,3.77
ROAD,447,610,60,1.175,20,32751,7,3.99
ROAD,975,459,7,0.291,73,6535,4,2.03
ROAD,923,109,61,1.862,15,5507,1,3.95
ROAD,277,137,24,3.133,29,3516,16,1.05
ROAD,119,471,12,0.364,35,18130,14,4.89
ROAD,53,91,67,0.943,96,13335,1,2.86
ROAD,534,415,64,0.569,94,11375,18,4.21
ROAD,47,781,43,3.374,51,11855,9,3.27
ROAD,23,989,32,2.545,27,11330,2,3.71
ROAD,922,866,68,2.166,9,49854,13,3.83
ROAD,20,308,14,3.15,64,23275,5,1.18
ROAD,371,184,46,0.93,15,21654,10,4.65
ROAD,901,404,22,2.116,39,40532,7,3.03
ROAD,813,681,24,2.419,66,8542,15,3.6
ROAD,924,70,35,1.751,14,8720,15,4.13
ROAD,663,182,77,4.334,80,30007,20,1.36
ROAD,676,450,72,4.247,72,24164,14,4.71
ROAD,695,229,50,0.973,49,13002,16,4.47
ROAD,955,951,17,2.802,54,23802,4,2.31
ROAD,893,223,5,3.215,17,15609,15,2.79
ROAD,220,635,24,3.466,95,3869,5,1.91
ROAD,830,65,18,3.301,85,25593,12,2.71
ROAD,959,733,7,3.874,17,9850,19,4.22
ROAD,558,991,41,2.869,19,4006,16,1.79
ROAD,745,861,75,0.679,5,8163,12,1.34
ROAD,197,464,74,2.663,91,42910,9,2.15
ROAD,390,956,49,2.09,43,19024,17,3.32
ROAD,779,260,73,0.298,79,5608,13,2.5
ROAD,677,313,21,2.319,18,20528,7,4.43
ROAD,994,799,51,3.586,55,43729,13,3.85
ROAD,432,196,5,3.04,2,37635,15,2.68
ROAD,141,170,90,1.979,23,31831,13,2.15
ROAD,665,215,4,3.256,58,16564,16,3.5
ROAD,619,371,48,2.437,85,5783,13,1.91
ROAD,230,266,65,2.287,69,49037,7,4.65
ROAD,296,467,77,3.185,87,6221,3,3.02
ROAD,952,883,57,1.779,83,24993,9,3.51
ROAD,819,555,53,2.68,82,8475,9,3.01
ROAD,876,503,66,1.33,77,21109,16,1.05
ROAD,409,972,60,0.883,67,18245,8,1.32
ROAD,430,193,11,0.853,73,35378,4,4.88
ROAD,395,848,32,3.255,59,38383,13,4.08
ROAD,962,523,32,1.052,60,28352,2,4.98
ROAD,924,662,86,0.667,69,30287,6,1.77
ROAD,311,151,67,0.991,9,12835,17,1.49
ROAD,623,718,82,1.853,80,8144,19,1.86
ROAD,868,28,73,1.002,14,42397,6,1.11
ROAD,451,870,76,4.048,74,9585,2,2.78
ROAD,12,374,79,1.029,90,40611,1,2
ROAD,847,429,17,4.176,94,42225,19,4.81
ROAD,121,340,20,2.364,4,8172,18,1.54
ROAD,453,614,44,4.184,45,13375,19,3.77
ROAD,630,141,81,3.674,99,46071,16,4.47
ROAD,225,738,20,1.311,74,7350,10,4.32
ROAD,0,357,47,3.492,19,37759,4,4.16
ROAD,656,317,89,1.405,76,7233,1,3.1
ROAD,403,78,50,3.326,34,27149,6,4.27
ROAD,64,595,67,3.203,96,31496,14,1.24
ROAD,523,852,62,2.944,89,46501,18,4.41
ROAD,514,836,15,4.318,81,31557,1,3.43
ROAD,424,505,85,1.339,33,16003,20,3.46
ROAD,224,577,31,4.479,53,12221,20,4.32
ROAD,250,272,83,1.324,21,38683,4,4.22
ROAD,302,117,28,0.975,1,37636,8,3.81
ROAD,1,890,18,3.263,36,43085,1,2.57
ROAD,692,152,86,2.39,91,12192,3,4.46
ROAD,784,547,82,1.714,99,49527,18,1.95
ROAD,278,853,86,0.207,7,8534,5,3.98
ROAD,286,67,64,2.623,60,15206,5,4.33
ROAD,927,785,21,0.736,57,8711,1,2.51
ROAD,215,839,37,2.036,25,2397,11,4.19
ROAD,5,904,16,0.919,41,25716,11,2.24
ROAD,810,622,36,0.387,54,6143,9,4.65
ROAD,552,197,62,1.275,19,18029,19,4.55
ROAD,27,669,46,3.202,58,13894,13,2.65
ROAD,229,314,58,3.375,13,42130,6,4.35
ROAD,118,530,32,3.11,100,10419,16,2.63
ROAD,930,768,39,2.445,88,36625,12,2.54
ROAD,653,813,4,4.373,20,11344,9,3.68
ROAD,308,317,34,4.37,95,16830,9,4.43
ROAD,952,557,32,2.423,69,31082,20,4.82
ROAD,126,208,63,3.153,45,46684,7,3.87
ROAD,10,103,11,1.675,49,8027,1,1.03
ROAD,169,767,73,2.493,51,17682,12,1.42
ROAD,470,263,14,1.169,39,49768,7,1.93
ROAD,710,540,23,2.308,34,48900,20,1.39
ROAD,914,615,77,0.689,75,36673,4,3.71
ROAD,135,739,12,0.789,28,504,9,1.61
ROAD,825,142,4,3.545,93,30633,9,2.15
ROAD,816,56,43,4.229,100,29937,15,4.47
ROAD,426,681,36,0.232,14,48292,18,3.59
ROAD,337,633,41,2.323,66,3620,4,2.43
ROAD,554,778,5,2.788,99,25707,11,4.72
ROAD,438,956,77,2.192,81,43937,20,2.89
ROAD,371,129,44,0.71,33,25026,5,4.08
ROAD,64,482,19,1.456,8,23065,14,4.21
ROAD,132,357,62,1.881,58,46352,5,2.53
ROAD,301,883,49,0.515,57,19288,7,2.75
ROAD,625,730,32,4.493,91,47105,3,2.94
ROAD,235,178,26,0.517,47,20707,7,4.32
ROAD,350,116,49,1.54,23,16270,13,2.51
ROAD,677,898,89,3.263,44,40785,10,2.11
ROAD,326,446,86,1.161,1,20151,20,2.47
ROAD,225,769,13,0.769,13,45753,9,4.09
ROAD,887,873,49,3.863,47,6245,18,4.88
ROAD,231,370,2,1.145,89,6730,5,2.75
ROAD,828,912,30,2.687,29,32041,15,2.74
ROAD,615,425,7,0.776,32,43373,9,2.1
ROAD,468,545,52,3.221,72,5932,10,2.59
ROAD,552,415,64,3.568,14,44969,18,1.25
ROAD,814,201,71,2.752,41,9211,15,2.74
ROAD,562,604,67,0.991,99,38529,20,1.58
ROAD,575,321,22,2.891,49,20641,12,1.96
ROAD,631,632,65,0.416,0,18757,9,2.12
ROAD,978,742,37,3.465,66,13512,10,1.43
ROAD,12,123,6,2.402,9,17342,15,3.63
ROAD,995,162,83,2.224,22,6325,14,4.99
ROAD,134,809,23,1.818,90,23086,12,2.15
ROAD,266,902,1,0.724,0,34085,15,1.24
ROAD,589,816,19,2.614,1,37085,13,4.5
ROAD,902,780,80,2.152,88,34585,10,4.67
ROAD,566,343,45,2.733,34,28813,10,3.06
ROAD,132,854,1,2.289,54,27274,4,2.48
ROAD,678,346,42,3.328,62,19645,15,3.2
ROAD,468,714,46,2.967,28,11209,14,3.63
ROAD,19,536,82,0.713,20,40357,4,3.13
ROAD,803,607,59,3.796,48,8074,10,2.19
ROAD,349,333,14,0.96,31,25700,8,4.77
ROAD,560,520,68,1.353,71,30402,10,1.13
ROAD,350,98,49,3.759,39,49561,9,1.24
ROAD,932,892,86,0.899,62,25991,12,1.46
ROAD,700,156,72,3.948,44,13361,15,4.12
ROAD,398,737,89,4.313,17,18804,4,1.69
ROAD,257,97,9,4.438,100,13644,1,2.08
ROAD,256,31,52,3.965,88,14487,6,3.32
ROAD,493,930,73,1.982,45,8098,5,3.06
ROAD,753,525,49,3.713,54,9167,13,1.21
ROAD,648,412,43,1.28,32,42399,12,1.4
ROAD,257,290,27,1.585,33,12175,10,4.2
ROAD,720,688,67,1.21,24,40046,10,3.85
ROAD,906,651,77,4.002,38,11643,4,1.72
ROAD,315,623,14,4.113,75,18871,8,2.56
ROAD,65,979,36,3.041,97,28257,18,3.02
ROAD,32,946,27,3.087,32,14765,3,3.96
ROAD,126,525,69,0.281,20,28480,9,3.54
ROAD,156,92,85,1.353,42,35429,18,3.22
ROAD,315,279,85,3.1,99,2180,8,3.52
ROAD,683,444,9,0.224,60,33879,12,2.61
ROAD,960,611,80,0.988,91,37969,10,2.38
ROAD,832,57,35,0.55,54,10652,4,4.45
ROAD,155,244,63,0.272,14,13746,16,1.84
ROAD,19,220,57,3.419,31,21098,4,3.08
ROAD,9,568,31,0.289,57,48047,2,1.44
ROAD,100,299,58,2.471,88,26406,3,4.46
ROAD,667,851,47,3.662,29,30800,18,1.35
ROAD,905,360,90,1.012,53,26016,17,1.01
ROAD,971,329,66,3.598,10,34377,2,1.32
ROAD,238,679,22,1.185,29,40975,9,1.26
ROAD,932,874,19,0.335,38,16227,2,4.04
ROAD,311,834,20,1.338,86,4068,8,4.34
ROAD,85,582,46,2.064,59,19328,9,4.97
ROAD,797,363,47,2.502,96,15021,20,4.28
ROAD,393,158,70,3.87,72,10509,18,3.81
ROAD,115,340,82,0.482,70,4229,7,3.01
ROAD,278,683,36,0.536,68,23049,5,4.65
ROAD,12,234,66,0.732,90,34623,6,1.46
ROAD,812,32,83,1.983,94,17931,13,3.11
ROAD,195,313,46,2.507,31,28908,3,2.06
ROAD,244,907,5,4.166,76,32441,2,4.64
ROAD,943,656,45,0.286,78,33805,3,3.87
ROAD,947,732,19,1.064,65,43018,3,2.95
ROAD,116,788,30,1.782,91,23552,5,1.69
ROAD,542,915,51,2.017,40,16969,3,1.15
ROAD,722,446,86,3.137,41,20544,7,1.79
ROAD,345,427,84,3.152,68,23524,6,2.14
ROAD,550,140,83,1.872,11,11345,14,4.11
ROAD,28,775,87,3.768,10,9131,13,2.56
ROAD,747,627,80,3.25,92,26929,12,1.35
ROAD,812,2,76,3.478,22,2664,10,4.47
ROAD,906,311,38,2.353,83,33795,4,4.85
ROAD,97,653,45,2.87,53,27000,17,2.73
ROAD,946,625,47,0.387,58,8959,18,1.86
ROAD,67,867,8,4.494,24,17917,2,1.56
ROAD,237,999,18,3.086,56,3313,8,1.07
ROAD,630,730,85,2.285,73,5405,14,3.31
ROAD,97,524,67,1.849,83,27262,14,2.63
ROAD,121,16,32,0.664,80,47980,5,3.99
ROAD,417,672,59,1.653,44,39945,7,3.47
ROAD,257,385,49,1.598,10,49214,5,3.54
ROAD,780,532,45,3.687,2,11872,12,1.35
ROAD,179,157,44,3.443,72,42103,6,3.36
ROAD,156,74,28,0.775,60,7605,6,1.08
ROAD,514,117,30,2.338,87,502,4,4.44
ROAD,494,51,2,3.139,86,3296,11,2.21
ROAD,593,323,23,3.51,95,14174,4,2.1
ROAD,273,748,21,1.261,46,5823,3,4.82
ROAD,638,824,23,1.335,6,24026,17,4.39
ROAD,78,607,9,0.322,14,26382,14,2.37
ROAD,651,571,18,2.329,6,8732,19,3.36
ROAD,801,99,46,3.723,88,14547,7,3.76
ROAD,717,884,59,3.767,92,35700,17,4.67
ROAD,558,925,65,2.075,8,42995,13,3.19
ROAD,793,272,44,1.145,54,10119,17,3.38
ROAD,805,264,23,4.312,22,49943,6,4.03
ROAD,753,161,46,4.314,43,12300,10,3.22
ROAD,116,382,42,1.706,80,7559,12,2.2
ROAD,917,605,69,1.451,72,24004,18,4.12
ROAD,279,896,39,0.558,46,11977,4,1.85
ROAD,515,632,32,0.43,0,8245,4,2.05
ROAD,632,349,44,2.096,37,13044,1,1.79
ROAD,299,645,66,2.116,48,33098,4,2.39
ROAD,916,78,64,4.465,0,1509,19,3.78
ROAD,45,460,69,4.369,100,12040,20,3.99
ROAD,999,190,10,4.262,36,9796,2,2.38
ROAD,457,196,86,3.443,13,18240,1,4.71
ROAD,675,788,68,2.169,78,34896,3,3.81
ROAD,585,319,42,0.688,97,38631,10,2.21
ROAD,765,367,67,2.68,57,23269,15,4.95
ROAD,597,216,50,3.961,23,8035,8,4.82
ROAD,902,436,38,2.864,8,18025,15,1.15
ROAD,395,193,61,3.772,78,23712,3,1.16
ROAD,75,329,46,4.483,87,26873,17,2.84
ROAD,355,115,27,4.103,13,11343,14,4.14
ROAD,63,761,90,3.801,37,42385,20,4.12
ROAD,513,543,3,2.585,63,46232,13,4.7
ROAD,676,570,70,0.327,10,43998,1,2.98
ROAD,441,118,83,3.183,64,7595,14,1.18
ROAD,353,807,85,4.332,81,32449,13,4.25
ROAD,546,188,62,2.153,9,34054,10,4.1
ROAD,638,696,42,1.148,100,42540,13,2.73
ROAD,774,94,3,2.866,70,38856,8,3.98
ROAD,703,711,15,1.182,4,15533,10,4.88
ROAD,856,385,81,0.458,12,37827,13,4.86
ROAD,446,237,12,4.125,14,35250,1,4.6
ROAD,959,366,57,2.282,5,3368,20,1.3
ROAD,370,535,79,4.115,75,14971,2,2.96
ROAD,699,786,49,4.497,96,15470,7,1.92
ROAD,8,593,30,1.664,66,36738,3,4.5
ROAD,215,844,30,2.966,20,46800,6,3.6
ROAD,135,697,37,4.297,69,30901,19,4.83
ROAD,585,807,45,3.179,88,46045,4,2.89
ROAD,304,929,77,0.25,8,13564,12,3.21
ROAD,389,594,83,3.057,91,19416,10,1.26
ROAD,241,886,40,2.917,82,23063,12,2.26
ROAD,361,393,85,3.26,25,33994,20,4.59
ROAD,778,437,68,2.002,17,16095,8,3.93
ROAD,602,335,7,1.128,44,20892,4,4.55
ROAD,603,606,87,2.295,11,37772,10,3.83
ROAD,916,580,21,0.583,93,34633,5,4.45
ROAD,161,449,14,3.837,83,13086,5,2.98
ROAD,239,140,74,4.434,92,33570,9,3.84
ROAD,404,982,4,1.463,72,10738,8,1.01
ROAD,244,25,18,2.949,11,5431,11,4.63
ROAD,550,571,56,2.944,28,6203,14,2.42
ROAD,295,191,10,1.815,44,9424,3,3.92
ROAD,733,297,38,2.216,51,37443,10,4.71
ROAD,541,917,43,3.87,82,25763,17,3.08
ROAD,721,776,41,0.576,29,43329,6,3.36
ROAD,113,75,6,2.151,93,27489,5,2.1
ROAD,159,779,45,0.599,66,1636,18,3.37
ROAD,801,639,26,4.425,91,17942,8,1.88
ROAD,512,494,82,1.978,20,49149,17,4.71
ROAD,348,201,48,3.608,79,29249,17,1.76
ROAD,36,654,72,4.14,18,13832,17,4.31
ROAD,32,462,18,4.444,53,38225,19,3.54
ROAD,484,454,89,3.453,73,30568,10,1.99
ROAD,357,12,12,1.003,77,48035,18,2.03
ROAD,427,263,38,4.215,37,12093,15,2.75
ROAD,7,628,70,2.718,16,8874,12,1.79
ROAD,588,616,26,1.754,72,19550,7,2.82
ROAD,769,750,40,3.452,25,25201,4,3.93
ROAD,535,143,67,4.146,94,44120,11,3.41
ROAD,57,178,9,1.064,25,10960,20,3.89
ROAD,572,320,75,3.058,28,49724,17,4.54
ROAD,648,711,71,4.053,80,10898,20,3.94
ROAD,31,201,38,3.534,6,35438,5,3.65
ROAD,865,282,16,3.921,46,11821,8,3.8
ROAD,337,410,40,2.305,40,28229,2,4.91
ROAD,214,666,76,4.461,53,41798,14,1.96
ROAD,617,719,74,2.168,91,24018,16,3.52
ROAD,987,465,34,3.959,78,47393,19,3.05
ROAD,549,511,11,3.987,8,8843,20,2.26
ROAD,979,487,13,3.024,0,36635,11,3.57
ROAD,592,43,16,1.35,73,14261,19,1.15
ROAD,413,843,15,1.123,34,34827,16,1.63
ROAD,23,869,19,3.437,84,13151,9,1.2
ROAD,649,761,75,2.168,38,6896,1,4.75
ROAD,919,397,46,1.757,63,44497,9,2.69
ROAD,856,583,35,4.169,71,47183,16,2.81
ROAD,568,985,50,4.347,15,13236,18,1.42
ROAD,595,63,73,1.365,5,21512,18,1.38
ROAD,16,937,28,2.071,81,18437,19,4.16
ROAD,151,619,26,0.833,41,41470,14,4.63
ROAD,81,726,87,4.141,24,16069,14,2.77
ROAD,943,473,3,4.443,67,20090,10,2.76
ROAD,851,498,23,3.567,82,35599,6,3.17
ROAD,449,854,89,2.935,61,42054,16,4.37
ROAD,667,660,55,3.836,20,44839,9,4.64
ROAD,601,296,56,4.338,54,11472,15,2.54
ROAD,30,660,24,2.843,45,44137,15,4.42
ROAD,772,733,3,4.42,12,18547,2,3.56
ROAD,4,746,75,3.056,5,26381,2,1.21
ROAD,922,349,14,3.099,94,47073,6,4.11
ROAD,856,754,56,2.363,75,44694,8,3.87
ROAD,739,733,74,4.495,95,6140,18,3.26
ROAD,686,768,57,1.253,32,34924,12,3.9
ROAD,30,834,2,0.856,39,8185,18,2.15
ROAD,103,100,59,1.331,95,46157,17,3.35
ROAD,915,693,83,0.435,60,32293,19,4.31
ROAD,125,588,4,4.163,80,27465,16,2.88
ROAD,202,177,3,3.784,81,27236,17,2.33
ROAD,126,892,51,2.607,99,49288,4,1.03
ROAD,105,688,13,2.609,8,47183,14,1.31
ROAD,437,756,43,3.518,46,30748,14,2.89
ROAD,396,227,77,3.969,65,16283,1,4.53
ROAD,975,611,46,4.308,42,23452,9,1.76
ROAD,527,845,56,3.453,21,16435,5,3.35
ROAD,183,581,14,1.003,83,16720,7,1.63
ROAD,683,256,69,3.421,80,21577,13,3.94
ROAD,828,612,55,0.802,34,15963,4,1.99
ROAD,628,192,13,0.803,16,12261,9,2.58
ROAD,87,141,14,2.979,11,18281,15,3.04
ROAD,673,37,90,3.456,39,22272,3,3.16
ROAD,618,577,85,0.635,14,27604,7,3
ROAD,737,932,17,1.549,33,29873,7,2.96
ROAD,722,784,74,2.013,58,20385,20,3.9
ROAD,343,54,17,4.255,79,31757,20,3.63
ROAD,4,961,44,0.47,58,27283,5,2.12
ROAD,572,208,58,1.299,10,5449,17,4.5
ROAD,192,224,59,1.803,49,21855,11,4.63
ROAD,660,663,90,1.525,40,27054,1,1.42
ROAD,233,361,32,4.239,93,34795,17,1.52
ROAD,337,460,56,0.666,5,24107,14,4.63
ROAD,100,15,45,3.784,43,8113,20,3.05
ROAD,60,240,71,2.792,73,1206,6,1.5
ROAD,962,870,76,0.274,85,43465,11,2.1
ROAD,83,443,6,0.506,20,7315,1,2.9
ROAD,429,729,42,2.766,85,18325,1,1.02
ROAD,14,263,31,1.318,83,16148,10,3.81
ROAD,948,20,78,2.174,58,12765,13,4.02
ROAD,253,293,69,0.738,46,11323,18,2.84
ROAD,807,128,44,2.782,22,10159,19,2.53
ROAD,570,783,38,4.364,47,6560,3,3.3
ROAD,292,332,86,3.206,37,11364,11,2.48
ROAD,754,494,25,3.74,17,29195,12,2.43
ROAD,237,648,3,4.184,73,41667,1,2.92
ROAD,631,560,77,2.006,87,3835,13,3.4
ROAD,378,518,48,0.24,19,45698,15,2.8
ROAD,768,843,56,2.93,8,39630,14,2.65
ROAD,90,346,23,2.238,88,692,20,4.81
ROAD,947,162,54,0.668,71,21532,4,2.9
ROAD,731,956,69,0.242,67,33352,5,4.16
ROAD,760,176,7,2.863,82,4618,6,4.36
ROAD,113,37,32,1.145,64,507,2,1.36
ROAD,280,860,72,1.036,56,49052,13,1.2
ROAD,798,711,73,1.306,81,13363,13,1.66
ROAD,810,117,59,4.13,97,13523,10,2.74
ROAD,255,960,75,0.844,3,3401,16,4.24
ROAD,27,237,5,0.506,55,38596,18,1.95
ROAD,916,198,20,3.812,7,48823,14,3.68
ROAD,98,623,22,0.23,90,48097,18,1.93
ROAD,897,389,10,1.294,11,36590,8,1.02
ROAD,861,97,21,2.675,89,8503,18,2.61
ROAD,134,886,83,1.545,8,22427,1,2.28
ROAD,49,170,27,0.372,82,47532,11,3.48
ROAD,49,602,74,0.774,29,5780,2,2.96
ROAD,201,420,27,0.902,94,48658,5,1.47
ROAD,616,178,78,0.996,48,30500,6,2.43
ROAD,965,640,87,4.497,49,9994,15,4.64
ROAD,661,941,47,2.155,40,18011,10,1.74
ROAD,877,462,61,3.539,63,13529,7,3.77
ROAD,76,547,47,1.77,13,46234,18,4.12
ROAD,918,900,88,3.152,70,19430,18,1.31
ROAD,824,762,80,0.485,11,37327,16,1.92
ROAD,114,940,77,2.409,73,32348,6,4.4
ROAD,825,754,75,4.149,16,46901,17,3.92
ROAD,225,689,18,2.992,74,12163,3,1.25
ROAD,575,893,23,3.795,100,18764,20,4.29
ROAD,123,365,60,2.976,54,29061,3,3.14
ROAD,394,3,73,1.823,62,40348,6,2.01
ROAD,621,877,37,2.569,17,4450,11,1.29
ROAD,649,18,85,1.731,100,2682,6,3.91
ROAD,678,216,78,2.73,67,48357,11,4.13
ROAD,551,909,74,1.927,63,18993,20,3.72
ROAD,37,305,27,3.233,47,38759,4,4.11
ROAD,260,693,66,2.737,91,3665,12,2.2
ROAD,352,573,20,3.576,99,18125,5,3.05
ROAD,41,832,6,2.252,37,35703,15,3.24
ROAD,961,472,71,0.621,19,4148,3,4.82
ROAD,952,529,17,1.731,5,14768,18,2.39
ROAD,619,778,38,0.873,82,19544,5,1.89
ROAD,94,934,69,2.692,40,5869,3,3
ROAD,696,365,70,0.295,53,26494,16,2.33
ROAD,511,56,6,3.962,10,49421,2,4.62
ROAD,716,39,61,4.329,81,26741,4,2.87
ROAD,908,339,57,3.744,61,29240,19,1.12
ROAD,835,64,46,1.532,6,34999,3,2.79
ROAD,520,807,12,3.563,67,36363,12,3.35
ROAD,932,987,36,2.626,66,33749,3,1.96
ROAD,364,21,60,3.059,10,49019,5,2.41
ROAD,516,477,47,2.701,69,8192,15,1.88
ROAD,276,601,29,2.612,3,25323,7,1.38
ROAD,80,457,16,2.62,25,25257,10,2.74
ROAD,395,910,59,2.825,59,46026,13,1.42
ROAD,626,739,80,1.279,33,37749,4,1.01
ROAD,26,625,77,2.685,56,18328,19,2.52
ROAD,524,849,54,2.85,0,21820,8,2.37
ROAD,21,379,81,3.35,9,9118,12,1.19
ROAD,485,311,32,2.859,25,35417,17,1.61
ROAD,265,482,85,1.988,8,10505,3,4.5
