command,u,v,cost,benefit,extra
EDGE,640,578,4781,2.01,
EDGE,72,482,12560,12.21,
EDGE,170,939,6628,3.71,
EDGE,469,427,3407,39.7,
EDGE,723,575,14818,34.07,
EDGE,702,675,19658,6.42,
EDGE,464,28,9304,73.37,
EDGE,555,508,10001,66.47,
EDGE,473,855,11183,23.07,
EDGE,889,816,2989,58.5,
EDGE,592,615,14165,52.83,
EDGE,589,214,13321,59.21,
EDGE,324,232,1366,11.54,
EDGE,444,124,18981,66.14,
EDGE,492,30,10607,4.59,
EDGE,467,667,8338,68.38,
EDGE,769,734,11515,72.5,
EDGE,808,107,8437,27.99,
EDGE,67,95,15413,23.01,
EDGE,718,157,10887,58.41,
EDGE,184,496,11202,38.96,
EDGE,772,449,20647,76.2,
EDGE,308,950,11589,76.81,
EDGE,329,784,16250,30.82,
EDGE,549,374,2694,4.87,
EDGE,40,875,10407,96.91,
EDGE,332,347,11014,32.05,
EDGE,63,510,14985,24.8,
EDGE,276,355,5055,10.65,
EDGE,541,844,8807,74.29,
EDGE,149,935,4399,44.3,
EDGE,133,813,4621,85.99,
EDGE,166,20,16433,51.48,
EDGE,539,425,7168,49.56,
EDGE,432,394,5876,71.25,
EDGE,790,657,11470,29.58,
EDGE,143,327,7442,76.96,
EDGE,79,738,1626,48.47,
EDGE,170,440,8395,88.21,
EDGE,66,415,16268,45.08,
EDGE,40,898,5744,3.53,
EDGE,62,866,7822,46.67,
EDGE,354,945,7040,54.96,
EDGE,532,330,6454,61.8,
EDGE,924,298,19228,33.69,
EDGE,29,374,13432,84.98,
EDGE,148,624,11886,17.29,
EDGE,339,148,13850,68.41,
EDGE,303,817,11941,40.27,
EDGE,429,211,8548,24.89,
EDGE,64,894,14879,4.87,
EDGE,922,810,8207,56.76,
EDGE,153,916,13733,35.16,
EDGE,615,492,9480,37.5,
EDGE,582,879,11871,52.03,
EDGE,270,966,16257,70.21,
EDGE,6,724,14341,56.14,
EDGE,11,855,16161,53.25,
EDGE,125,148,15405,30.79,
EDGE,582,716,18973,27.15,
EDGE,789,583,14849,60.38,
EDGE,892,213,7694,50.49,
EDGE,274,727,10749,90.13,
EDGE,109,14,14020,28.73,
EDGE,983,436,17553,70.08,
EDGE,434,529,9237,37.81,
EDGE,680,167,17976,90.01,
EDGE,534,813,10409,3.79,
EDGE,641,78,15965,74.02,
EDGE,445,664,9604,43.87,
EDGE,420,428,5383,42.71,
EDGE,955,17,10153,56.0,
EDGE,880,400,15597,55.92,
EDGE,209,44,10835,91.64,
EDGE,216,596,16185,76.72,
EDGE,704,608,15105,84.03,
EDGE,980,434,9876,71.57,
EDGE,20,252,18391,52.55,
EDGE,712,113,15938,5.33,
EDGE,882,127,13253,48.51,
EDGE,374,806,10574,49.24,
EDGE,259,944,21872,85.7,
EDGE,10,919,8776,96.96,
EDGE,865,927,7677,6.59,
EDGE,960,636,9084,9.35,
EDGE,606,6,6521,33.75,
EDGE,402,348,17457,12.02,
EDGE,778,505,16108,82.98,
EDGE,967,436,5118,24.38,
EDGE,437,232,6848,27.6,
EDGE,701,696,4906,88.33,
EDGE,898,556,2993,48.92,
EDGE,548,939,5821,96.85,
EDGE,996,552,4165,44.1,
EDGE,986,725,7638,79.0,
EDGE,270,479,16598,97.37,
EDGE,411,772,8821,42.82,
EDGE,713,118,12825,76.38,
EDGE,600,960,18882,26.89,
EDGE,647,122,9440,8.48,
EDGE,772,138,7902,53.19,
EDGE,44,120,16171,91.41,
EDGE,466,86,18847,8.73,
EDGE,310,679,13761,20.55,
EDGE,538,294,16743,23.47,
EDGE,495,123,9007,82.72,
EDGE,866,534,19657,33.1,
EDGE,629,36,4920,28.55,
EDGE,42,189,11270,49.91,
EDGE,605,130,17943,55.52,
EDGE,261,53,5970,20.24,
EDGE,887,888,11528,30.63,
EDGE,463,860,2842,50.55,
EDGE,424,470,6075,98.67,
EDGE,736,205,7084,86.01,
EDGE,976,613,5436,94.21,
EDGE,877,602,5607,12.22,
EDGE,684,398,14117,74.79,
EDGE,947,438,4605,43.13,
EDGE,447,663,5274,34.98,
EDGE,34,29,3168,30.32,
EDGE,888,40,8783,6.63,
EDGE,981,408,7498,39.99,
EDGE,288,380,13011,15.96,
EDGE,354,983,15942,12.6,
EDGE,480,471,15879,94.8,
EDGE,659,428,12854,85.71,
EDGE,639,26,7472,26.45,
EDGE,315,381,6286,19.42,
EDGE,885,178,15261,40.53,
EDGE,357,820,3673,2.45,
EDGE,170,719,16632,93.05,
EDGE,790,445,12582,1.41,
EDGE,982,331,11027,73.2,
EDGE,757,550,18222,66.93,
EDGE,485,18,10960,90.99,
EDGE,658,261,17464,67.09,
EDGE,966,138,15737,29.24,
EDGE,848,687,16444,34.06,
EDGE,599,103,11051,41.6,
EDGE,73,258,4656,69.32,
EDGE,990,984,12786,72.55,
EDGE,725,817,7198,38.2,
EDGE,421,684,18357,73.78,
EDGE,131,846,15597,92.24,
EDGE,466,601,5778,16.41,
EDGE,441,90,16277,56.94,
EDGE,866,23,18384,70.69,
EDGE,714,150,13904,19.62,
EDGE,625,626,8222,26.66,
EDGE,450,319,6057,77.41,
EDGE,109,341,7959,22.88,
EDGE,749,813,1236,62.87,
EDGE,995,549,11974,25.03,
EDGE,165,397,13625,78.77,
EDGE,345,647,11935,14.4,
EDGE,859,754,12416,71.5,
EDGE,519,15,5161,26.16,
EDGE,449,171,17016,96.18,
EDGE,245,746,8081,11.52,
EDGE,449,106,13939,23.22,
EDGE,864,129,12334,26.74,
EDGE,810,308,12919,38.96,
EDGE,821,37,8957,68.42,
EDGE,485,833,15040,54.72,
EDGE,986,290,8872,55.78,
EDGE,778,563,2822,95.3,
EDGE,74,555,14551,96.71,
EDGE,607,503,1683,6.31,
EDGE,137,937,8835,15.79,
EDGE,205,666,8184,46.49,
EDGE,549,647,14356,43.52,
EDGE,882,138,8697,82.78,
EDGE,77,742,12680,5.45,
EDGE,231,668,17887,69.92,
EDGE,870,837,3168,51.5,
EDGE,196,369,9271,46.63,
EDGE,128,614,15600,45.26,
EDGE,613,866,4690,44.31,
EDGE,810,71,8879,35.66,
EDGE,13,831,15445,88.58,
EDGE,556,47,6478,44.31,
EDGE,501,499,3386,62.31,
EDGE,116,222,7119,56.6,
EDGE,381,214,13416,78.11,
EDGE,38,625,8400,51.67,
EDGE,995,125,9534,71.45,
EDGE,37,998,8658,56.51,
EDGE,837,268,5478,50.13,
EDGE,534,628,10055,62.47,
EDGE,751,208,10751,28.04,
EDGE,568,65,11635,42.87,
EDGE,569,700,14174,67.55,
EDGE,797,623,7306,63.73,
EDGE,752,530,10212,86.55,
EDGE,526,481,17480,86.91,
EDGE,710,8,2473,62.48,
EDGE,364,992,19201,85.64,
EDGE,191,525,14802,40.39,
EDGE,902,979,4180,41.86,
EDGE,466,342,5496,2.63,
EDGE,69,693,12663,13.54,
EDGE,747,694,8284,43.51,
EDGE,812,597,13917,36.57,
EDGE,378,451,15982,31.86,
EDGE,242,43,18373,89.27,
EDGE,593,542,7347,25.45,
EDGE,290,394,9369,12.33,
EDGE,703,826,3979,9.4,
EDGE,703,422,6478,27.35,
EDGE,78,659,12621,64.2,
EDGE,403,674,9303,2.49,
EDGE,944,716,10766,29.51,
EDGE,882,299,8482,69.27,
EDGE,306,498,8123,95.44,
EDGE,299,814,6468,89.19,
EDGE,249,822,10413,79.69,
EDGE,305,480,6347,76.07,
EDGE,689,195,11797,66.51,
EDGE,257,544,13545,90.55,
EDGE,721,203,16976,1.25,
EDGE,928,740,2130,77.07,
EDGE,819,782,17104,41.19,
EDGE,704,481,12647,46.0,
EDGE,862,976,15144,69.65,
EDGE,913,91,4765,38.68,
EDGE,197,684,12486,8.87,
EDGE,484,180,8778,23.87,
EDGE,735,860,3270,51.83,
EDGE,670,56,8544,24.67,
EDGE,233,154,2815,68.79,
EDGE,766,739,15443,94.69,
EDGE,168,244,4371,13.2,
EDGE,350,976,3176,56.54,
EDGE,190,581,13084,14.14,
EDGE,419,320,7132,36.22,
EDGE,117,337,2016,18.64,
EDGE,957,142,19813,33.56,
EDGE,561,492,12925,84.77,
EDGE,4,191,11041,60.92,
EDGE,263,660,3171,88.94,
EDGE,697,638,9523,66.04,
EDGE,191,514,9945,21.18,
EDGE,266,467,4459,13.55,
EDGE,863,268,13244,17.01,
EDGE,303,366,11278,39.92,
EDGE,745,840,17551,30.42,
EDGE,99,379,8974,34.91,
EDGE,530,926,13391,42.32,
EDGE,73,788,19623,75.42,
EDGE,327,390,15238,12.16,
EDGE,341,894,3171,22.74,
EDGE,725,771,5800,51.94,
EDGE,809,352,5166,89.48,
EDGE,441,325,10955,3.11,
EDGE,438,899,16610,90.51,
EDGE,920,584,14852,2.49,
EDGE,257,2,15330,83.41,
EDGE,95,780,9134,96.83,
EDGE,478,728,3956,81.87,
EDGE,167,520,16588,46.98,
EDGE,78,544,9015,35.33,
EDGE,424,72,4475,54.61,
EDGE,300,246,17715,19.73,
EDGE,445,662,9409,33.55,
EDGE,952,596,20172,16.48,
EDGE,127,248,11143,43.28,
EDGE,581,781,6441,43.96,
EDGE,184,418,10591,83.91,
EDGE,599,530,7390,58.65,
EDGE,304,243,6463,90.5,
EDGE,868,819,13581,87.63,
EDGE,14,840,9760,58.52,
EDGE,591,767,15325,32.46,
EDGE,702,562,5953,26.28,
EDGE,108,576,4288,41.58,
EDGE,682,331,13113,54.43,
EDGE,641,120,7057,44.15,
EDGE,563,54,3905,78.37,
EDGE,60,719,9210,53.85,
EDGE,407,633,2037,64.08,
EDGE,239,930,10376,39.28,
EDGE,630,616,18919,47.73,
EDGE,464,177,9513,85.15,
EDGE,268,835,8734,72.04,
EDGE,775,211,5399,61.15,
EDGE,498,182,13487,71.0,
EDGE,665,168,10480,3.91,
EDGE,532,664,2715,90.7,
EDGE,563,28,13828,52.62,
EDGE,362,358,15221,47.24,
EDGE,617,266,10502,1.89,
EDGE,33,203,8039,42.98,
EDGE,628,204,2149,9.61,
EDGE,393,187,2580,33.89,
EDGE,415,845,13271,87.24,
EDGE,930,377,11270,45.26,
EDGE,795,571,13680,8.53,
EDGE,113,69,13908,95.73,
EDGE,923,883,4462,10.48,
EDGE,518,516,13473,43.14,
EDGE,124,953,14373,79.93,
EDGE,734,977,2274,51.97,
EDGE,31,955,10503,5.15,
EDGE,293,368,7597,88.19,
EDGE,176,323,9646,21.56,
EDGE,137,293,6091,34.44,
EDGE,855,242,17891,49.63,
EDGE,466,146,11717,92.12,
EDGE,613,472,786,10.24,
EDGE,496,514,11107,27.9,
EDGE,257,26,12935,96.86,
EDGE,20,757,2072,29.96,
EDGE,935,489,3870,34.45,
EDGE,536,53,12235,44.88,
EDGE,331,765,4646,17.22,
EDGE,47,727,14959,14.58,
EDGE,255,962,13286,40.55,
EDGE,61,48,16281,60.02,
EDGE,987,543,4171,82.03,
EDGE,163,720,11206,74.43,
EDGE,692,100,2880,70.62,
EDGE,382,211,10652,24.79,
EDGE,304,311,16388,50.19,
EDGE,174,353,7401,91.27,
EDGE,64,490,13489,94.45,
EDGE,618,456,1650,60.84,
EDGE,431,323,3743,6.24,
EDGE,175,895,21897,18.57,
EDGE,17,613,12401,39.72,
EDGE,890,209,3108,93.87,
EDGE,571,27,9602,1.73,
EDGE,843,17,18747,82.05,
EDGE,131,523,4887,96.5,
EDGE,606,764,6666,36.81,
EDGE,205,565,14907,71.74,
EDGE,164,822,13834,39.6,
EDGE,391,53,13665,36.71,
EDGE,346,619,11119,26.02,
EDGE,397,540,7889,92.25,
EDGE,851,288,7422,63.48,
EDGE,500,755,11598,48.66,
EDGE,950,351,7082,91.51,
EDGE,138,731,12452,77.27,
EDGE,572,56,15676,15.32,
EDGE,923,332,8321,75.17,
EDGE,186,734,13720,12.37,
EDGE,604,332,11617,80.34,
EDGE,97,236,16302,72.26,
EDGE,537,843,11338,38.02,
EDGE,704,552,9462,61.71,
EDGE,229,692,2953,2.2,
EDGE,706,257,11474,37.3,
EDGE,929,405,11977,5.6,
EDGE,739,903,5095,64.53,
EDGE,366,536,20390,37.95,
EDGE,957,211,4877,55.14,
EDGE,475,988,14254,72.55,
EDGE,250,611,10015,82.49,
EDGE,205,935,15814,79.28,
EDGE,431,936,21180,24.24,
EDGE,811,543,3753,64.32,
EDGE,902,48,13004,40.48,
EDGE,21,460,14377,38.69,
EDGE,147,471,9908,59.1,
EDGE,703,928,2028,20.07,
EDGE,725,600,18488,37.16,
EDGE,935,538,11421,7.64,
EDGE,999,376,12371,27.62,
EDGE,148,933,3503,29.33,
EDGE,800,957,5855,14.15,
EDGE,611,501,15315,88.08,
EDGE,418,498,9736,59.99,
EDGE,573,211,4199,85.39,
EDGE,429,122,9827,22.8,
EDGE,838,358,6345,70.08,
EDGE,291,163,8699,95.57,
EDGE,606,981,10770,89.0,
EDGE,305,597,16401,22.92,
EDGE,802,546,17018,99.76,
EDGE,498,504,13227,56.52,
EDGE,128,789,13329,35.49,
EDGE,770,481,8933,76.56,
EDGE,133,797,21308,41.89,
EDGE,330,676,5510,90.82,
EDGE,781,151,16780,38.55,
EDGE,644,703,14444,22.63,
EDGE,33,636,14222,43.61,
EDGE,916,933,18097,29.2,
EDGE,510,406,5594,6.91,
EDGE,205,709,14422,44.45,
EDGE,624,961,5876,73.72,
EDGE,164,150,15977,19.57,
EDGE,365,320,15324,26.89,
EDGE,239,1,5913,27.38,
EDGE,546,866,8921,41.9,
EDGE,117,372,10216,1.53,
EDGE,826,871,9799,88.78,
EDGE,239,6,14653,6.22,
EDGE,478,495,10105,99.13,
EDGE,31,91,9593,75.1,
EDGE,625,882,7320,4.1,
EDGE,985,321,14012,39.6,
EDGE,456,332,3810,63.74,
EDGE,591,693,9731,30.47,
EDGE,588,147,10792,39.12,
EDGE,335,658,9673,75.87,
EDGE,444,907,4224,76.26,
EDGE,832,767,16853,35.86,
EDGE,571,588,13857,61.77,
EDGE,3,890,3507,40.68,
EDGE,134,691,13262,39.51,
EDGE,368,627,18454,22.03,
EDGE,193,314,4867,76.05,
EDGE,127,631,9446,19.77,
EDGE,983,955,9523,84.75,
EDGE,922,364,11652,62.49,
EDGE,902,85,4835,19.07,
EDGE,127,728,4334,28.04,
EDGE,334,970,4758,94.28,
EDGE,734,185,10224,26.23,
EDGE,927,795,11554,87.48,
EDGE,458,263,18277,6.21,
EDGE,47,794,13095,15.53,
EDGE,331,318,12343,13.84,
EDGE,786,547,5634,4.48,
EDGE,375,679,6574,41.94,
EDGE,667,626,14513,94.26,
EDGE,676,615,6107,67.52,
EDGE,759,993,8051,12.44,
EDGE,412,126,11996,86.48,
EDGE,290,831,8936,26.33,
EDGE,591,310,11577,8.49,
EDGE,924,802,9682,4.14,
EDGE,42,284,9942,1.34,
EDGE,701,183,10859,5.25,
EDGE,564,91,18391,9.63,
EDGE,101,504,17373,77.67,
EDGE,451,65,8254,50.77,
EDGE,263,323,4631,24.12,
EDGE,921,191,6096,52.37,
EDGE,655,638,7769,33.97,
EDGE,781,713,2133,13.36,
EDGE,620,637,2779,79.42,
EDGE,598,214,6359,91.98,
EDGE,594,269,7239,70.45,
EDGE,64,647,5251,44.85,
EDGE,767,76,17081,82.59,
EDGE,365,458,8371,54.17,
EDGE,738,632,8206,52.36,
EDGE,136,300,8996,75.11,
EDGE,328,575,3893,2.72,
EDGE,93,898,12641,32.8,
EDGE,846,686,9772,26.38,
EDGE,329,730,5825,8.34,
EDGE,821,17,17171,64.03,
EDGE,626,655,9309,87.4,
EDGE,32,703,9698,88.48,
EDGE,371,614,12670,4.38,
EDGE,538,795,5663,95.82,
EDGE,733,764,8696,15.23,
EDGE,900,388,7017,25.36,
EDGE,892,933,10577,45.48,
EDGE,855,458,8910,19.38,
EDGE,944,34,18962,37.29,
EDGE,894,974,10581,3.73,
EDGE,753,523,14669,82.89,
EDGE,62,131,16644,8.0,
EDGE,25,738,5537,37.17,
EDGE,584,143,3400,49.21,
EDGE,690,544,17138,73.87,
EDGE,33,522,17344,22.03,
EDGE,375,820,6958,77.68,
EDGE,331,595,2045,20.96,
EDGE,660,830,9265,25.15,
EDGE,242,430,12127,84.8,
EDGE,5,169,17308,95.9,
EDGE,455,817,8351,85.78,
EDGE,918,391,5087,48.19,
EDGE,807,507,7008,97.51,
EDGE,245,497,7302,10.82,
EDGE,232,158,9577,34.6,
EDGE,524,555,7711,78.35,
EDGE,831,786,8010,57.59,
EDGE,444,373,15862,18.77,
EDGE,379,74,7430,52.49,
EDGE,126,109,13062,21.28,
EDGE,858,362,8221,2.89,
EDGE,830,118,13356,70.39,
EDGE,429,352,4456,74.09,
EDGE,277,529,3775,50.96,
EDGE,879,694,3479,11.87,
EDGE,198,388,4113,65.4,
EDGE,46,453,9352,3.47,
EDGE,33,96,4726,94.13,
EDGE,555,530,16922,51.81,
EDGE,79,428,11208,74.14,
EDGE,691,104,6962,30.03,
EDGE,495,906,3767,6.53,
EDGE,779,662,9831,91.04,
EDGE,102,176,4835,4.09,
EDGE,134,35,6431,72.53,
EDGE,782,234,8962,45.39,
EDGE,256,858,9852,46.43,
EDGE,43,146,12487,82.58,
EDGE,705,594,10811,52.19,
EDGE,19,788,10931,76.56,
EDGE,133,513,4922,67.97,
EDGE,456,771,3163,46.16,
EDGE,744,995,14531,99.17,
EDGE,695,836,3470,78.13,
EDGE,929,783,10536,21.99,
EDGE,180,540,10102,53.14,
EDGE,397,946,4049,46.35,
EDGE,829,201,13356,61.12,
EDGE,204,203,3098,60.22,
EDGE,974,807,18519,4.61,
EDGE,1,33,7040,14.16,
EDGE,469,91,9751,60.02,
EDGE,331,916,6065,91.58,
EDGE,849,935,7209,46.0,
EDGE,570,93,11613,67.21,
EDGE,567,998,8644,22.86,
EDGE,519,436,8544,89.66,
EDGE,589,781,11914,16.84,
EDGE,996,432,15375,31.35,
EDGE,386,932,9657,73.36,
EDGE,216,931,3761,18.65,
EDGE,542,131,11010,12.54,
EDGE,656,759,20320,57.03,
EDGE,699,94,12757,48.48,
EDGE,810,252,6346,81.11,
EDGE,121,157,6841,58.45,
EDGE,883,138,10687,68.13,
EDGE,737,807,7456,56.4,
EDGE,127,608,4890,87.73,
EDGE,965,591,2928,78.06,
EDGE,393,395,18719,54.1,
EDGE,383,768,7130,33.41,
EDGE,352,229,14067,64.78,
EDGE,35,959,11586,35.51,
EDGE,712,214,13829,43.94,
EDGE,109,250,10713,98.04,
EDGE,427,748,7777,53.61,
EDGE,742,153,6653,81.1,
EDGE,265,570,17521,25.26,
EDGE,336,801,6425,33.92,
EDGE,904,283,21086,13.5,
EDGE,494,804,7408,44.44,
EDGE,221,164,9669,75.4,
EDGE,967,436,13782,45.17,
EDGE,17,935,18713,56.09,
EDGE,754,788,6404,94.09,
EDGE,121,791,7599,87.76,
EDGE,915,211,8477,14.93,
EDGE,867,396,4003,71.36,
EDGE,992,821,14207,35.12,
EDGE,579,674,13722,65.95,
EDGE,69,456,11327,24.47,
EDGE,596,967,14097,82.36,
EDGE,757,674,17267,73.95,
EDGE,362,264,1553,20.89,
EDGE,104,879,14631,81.66,
EDGE,856,615,16060,87.21,
EDGE,408,148,13760,47.2,
EDGE,688,314,2707,89.29,
EDGE,480,976,7661,87.86,
EDGE,331,620,22102,28.79,
EDGE,481,545,9259,8.0,
EDGE,421,666,14122,9.89,
EDGE,611,134,7347,91.81,
EDGE,570,634,6676,73.97,
EDGE,348,393,19382,76.02,
EDGE,632,98,2689,17.09,
EDGE,579,354,14496,53.03,
EDGE,193,603,10363,55.6,
EDGE,777,277,18856,22.22,
EDGE,827,863,15227,69.66,
EDGE,118,256,19802,93.3,
EDGE,765,973,8637,36.06,
EDGE,376,691,15392,81.33,
EDGE,575,762,12580,93.01,
EDGE,896,359,5290,75.01,
EDGE,592,988,8179,42.66,
EDGE,90,467,4817,63.45,
EDGE,475,987,15436,60.8,
EDGE,980,158,14575,76.8,
EDGE,463,146,16662,4.24,
EDGE,728,774,5559,15.43,
EDGE,990,894,17915,95.21,
EDGE,926,828,3643,29.11,
EDGE,861,92,9380,55.8,
EDGE,77,599,8005,56.71,
EDGE,263,739,5699,57.2,
EDGE,159,828,17424,1.68,
EDGE,149,817,9054,53.96,
EDGE,165,251,10745,79.99,
EDGE,636,584,15768,76.55,
EDGE,713,914,10336,93.26,
EDGE,188,30,4446,77.1,
EDGE,619,392,15593,17.6,
EDGE,389,6,787,51.81,
EDGE,947,907,12423,45.7,
EDGE,884,272,16206,68.76,
EDGE,17,532,18972,36.17,
EDGE,798,792,7819,44.29,
EDGE,488,60,16121,64.57,
EDGE,814,610,8260,68.33,
EDGE,770,885,6246,10.97,
EDGE,538,223,2838,4.81,
EDGE,571,852,4268,77.56,
EDGE,702,492,7699,61.23,
EDGE,691,349,21049,44.5,
EDGE,864,593,10853,16.4,
EDGE,69,104,6555,85.43,
EDGE,252,441,7294,71.28,
EDGE,430,788,3690,50.24,
EDGE,24,557,2432,67.52,
EDGE,288,100,12038,53.34,
EDGE,290,539,12953,7.57,
EDGE,145,194,10942,62.27,
EDGE,149,399,6777,15.32,
EDGE,311,209,14007,90.24,
EDGE,979,539,3193,14.57,
EDGE,836,183,2384,25.21,
EDGE,666,233,8477,37.22,
EDGE,350,890,6730,4.52,
EDGE,448,743,10317,72.23,
EDGE,215,315,11344,33.06,
EDGE,445,32,9230,58.95,
EDGE,262,332,1816,61.83,
EDGE,684,15,13438,41.14,
EDGE,300,792,20248,21.98,
EDGE,232,465,10757,30.55,
EDGE,269,181,12246,86.02,
EDGE,871,159,6891,46.12,
EDGE,135,275,3131,15.99,
EDGE,339,429,11875,8.71,
EDGE,146,690,8107,76.05,
EDGE,925,518,7022,49.68,
EDGE,941,621,8155,21.49,
EDGE,927,185,2494,87.37,
EDGE,318,70,11243,52.44,
EDGE,127,885,14444,14.68,
EDGE,817,564,13778,52.62,
EDGE,18,215,11225,86.98,
EDGE,259,623,6410,42.83,
EDGE,491,286,11311,71.87,
EDGE,417,419,18293,91.4,
EDGE,522,447,17913,66.35,
EDGE,576,864,6304,71.82,
EDGE,397,222,13102,88.63,
EDGE,453,807,3346,38.97,
EDGE,460,139,5593,82.29,
EDGE,719,779,10113,25.53,
EDGE,83,591,13661,17.24,
EDGE,805,999,18752,92.97,
EDGE,782,520,4421,75.52,
EDGE,958,390,16087,31.45,
EDGE,534,158,16319,37.52,
EDGE,925,478,11650,30.66,
EDGE,625,930,8052,58.88,
EDGE,583,772,6799,11.08,
EDGE,603,185,2475,70.0,
EDGE,708,655,4662,70.04,
EDGE,422,297,13837,89.58,
EDGE,203,928,16116,93.1,
EDGE,248,868,5100,4.97,
EDGE,418,769,19981,45.1,
EDGE,530,12,15048,14.0,
EDGE,916,919,5771,35.79,
EDGE,548,960,18278,94.81,
EDGE,66,990,5257,57.5,
EDGE,927,79,9726,45.79,
EDGE,744,99,10214,8.78,
EDGE,728,655,3741,73.44,
EDGE,168,571,7716,29.64,
EDGE,470,312,9965,13.25,
EDGE,896,306,10670,91.32,
EDGE,562,286,12936,89.36,
EDGE,113,960,14117,83.07,
EDGE,684,345,6520,61.0,
EDGE,979,55,11514,9.44,
EDGE,499,860,8857,78.34,
EDGE,543,443,12874,9.31,
EDGE,377,363,18042,26.75,
EDGE,309,44,6849,13.82,
EDGE,861,198,6469,99.48,
EDGE,371,839,12307,20.92,
EDGE,215,699,7268,20.01,
EDGE,989,800,10108,28.23,
EDGE,255,150,7246,68.9,
EDGE,640,281,12210,51.79,
EDGE,750,509,11007,79.66,
EDGE,31,142,6975,60.25,
EDGE,894,44,10509,60.82,
EDGE,229,420,8492,44.86,
EDGE,548,679,5832,47.91,
EDGE,666,543,2156,57.01,
EDGE,624,905,12972,15.03,
EDGE,799,587,4157,3.06,
EDGE,279,517,6943,23.79,
EDGE,468,463,15465,81.01,
EDGE,494,375,14610,10.9,
EDGE,698,462,9165,36.5,
EDGE,104,952,3563,33.94,
EDGE,912,422,8110,10.57,
EDGE,960,414,7166,61.43,
EDGE,233,960,21607,64.92,
EDGE,926,689,8991,22.17,
EDGE,503,782,8706,30.3,
EDGE,275,926,8732,52.56,
EDGE,537,124,2375,17.26,
EDGE,935,233,6272,82.28,
EDGE,390,336,7629,85.41,
EDGE,442,485,2871,98.8,
EDGE,373,536,3693,16.2,
EDGE,934,75,20540,73.36,
EDGE,819,196,12861,73.69,
EDGE,457,142,7980,45.37,
EDGE,57,313,13477,59.35,
EDGE,322,544,14404,12.75,
EDGE,634,130,6610,6.19,
EDGE,113,273,11086,51.56,
EDGE,855,10,13120,28.07,
EDGE,745,932,14947,35.13,
EDGE,770,386,11301,55.58,
EDGE,879,675,8819,52.34,
EDGE,808,269,4048,59.22,
EDGE,768,438,14006,51.74,
EDGE,586,298,18113,97.91,
EDGE,575,322,18139,4.34,
EDGE,939,477,8683,91.85,
EDGE,892,656,8761,12.43,
EDGE,84,806,9787,53.0,
EDGE,319,753,7750,43.61,
EDGE,489,742,24997,24.26,
EDGE,703,344,5889,78.91,
EDGE,148,888,14250,18.2,
EDGE,654,156,3816,11.14,
EDGE,664,995,8475,37.42,
EDGE,994,247,11208,16.34,
EDGE,612,24,16122,66.48,
EDGE,800,983,9826,98.37,
EDGE,470,960,10794,3.78,
EDGE,77,715,10766,83.03,
EDGE,581,760,10894,45.11,
EDGE,941,125,15787,6.27,
EDGE,773,797,16942,81.26,
EDGE,324,234,13907,14.11,
EDGE,866,135,10551,62.22,
EDGE,1,556,2636,77.5,
EDGE,249,244,1713,55.04,
EDGE,779,95,7992,17.61,
EDGE,215,841,14128,87.75,
EDGE,677,952,2059,72.2,
EDGE,339,669,15585,45.52,
EDGE,617,320,5731,92.18,
EDGE,3,548,19148,45.9,
EDGE,138,674,5672,8.05,
EDGE,117,600,18804,2.2,
EDGE,697,821,3146,10.47,
EDGE,890,397,19085,59.12,
EDGE,153,453,2446,43.16,
EDGE,36,195,7080,8.67,
EDGE,613,325,4457,75.57,
EDGE,893,785,9004,37.14,
EDGE,336,985,9996,11.6,
EDGE,587,592,18088,24.57,
EDGE,595,574,2111,81.51,
EDGE,494,958,8804,16.64,
EDGE,417,125,4504,66.27,
EDGE,261,274,11888,96.57,
EDGE,967,445,13911,84.16,
EDGE,595,486,14852,60.55,
EDGE,381,907,15247,53.81,
EDGE,67,216,1042,39.12,
EDGE,910,331,10930,97.59,
EDGE,201,954,4452,27.76,
EDGE,754,316,5346,35.48,
EDGE,119,880,23716,99.53,
EDGE,848,749,9928,86.43,
EDGE,241,320,9446,36.94,
EDGE,382,953,12928,86.94,
EDGE,147,370,11633,36.82,
EDGE,891,226,14786,46.86,
EDGE,93,303,8022,53.37,
EDGE,958,42,11809,14.42,
EDGE,986,297,13591,63.72,
EDGE,301,141,14159,71.97,
EDGE,575,744,2135,28.75,
EDGE,414,20,6205,98.46,
EDGE,644,468,5160,81.87,
EDGE,196,304,5707,90.86,
EDGE,269,991,15074,59.34,
EDGE,596,949,15795,86.38,
EDGE,588,590,7561,97.38,
EDGE,321,199,12141,21.77,
EDGE,426,695,10925,91.17,
EDGE,588,664,2156,91.32,
EDGE,853,893,19098,68.09,
EDGE,528,972,20748,44.98,
EDGE,164,773,13434,74.59,
EDGE,833,109,14816,71.83,
EDGE,324,657,16190,38.9,
EDGE,301,2,4982,57.61,
EDGE,628,641,4637,78.33,
EDGE,580,660,10178,11.83,
EDGE,29,778,13811,7.29,
EDGE,708,332,14023,29.74,
EDGE,162,806,574,83.61,
EDGE,585,287,14935,9.12,
EDGE,826,179,4729,34.04,
EDGE,737,936,16350,72.24,
EDGE,957,120,5509,59.98,
EDGE,269,867,16837,36.32,
EDGE,445,539,9753,23.25,
EDGE,753,474,8914,2.43,
EDGE,641,206,11166,11.99,
EDGE,59,243,9503,76.05,
EDGE,21,519,9488,80.97,
EDGE,509,67,16017,20.95,
