command,u,v,transport_cost,line_capacity,item_id,source_x,source_y,mass,energy_density,pickup_cost,digester_id,time_slot,timeslot_capacity,extra
EDGE,486,439,492.14,113,,,,,,,,,,
EDGE,334,318,158.72,175,,,,,,,,,,
EDGE,91,164,484.09,96,,,,,,,,,,
EDGE,280,17,129.92,121,,,,,,,,,,
EDGE,119,164,429.03,158,,,,,,,,,,
EDGE,76,125,294.7,130,,,,,,,,,,
EDGE,184,404,46.12,71,,,,,,,,,,
EDGE,38,122,152.83,136,,,,,,,,,,
EDGE,109,253,327.9,187,,,,,,,,,,
EDGE,429,455,348.51,160,,,,,,,,,,
EDGE,275,299,224.84,145,,,,,,,,,,
EDGE,30,209,239.14,162,,,,,,,,,,
EDGE,20,429,13.47,86,,,,,,,,,,
EDGE,378,39,426.05,130,,,,,,,,,,
EDGE,287,51,152.99,199,,,,,,,,,,
EDGE,266,127,483.21,170,,,,,,,,,,
EDGE,74,370,131.57,175,,,,,,,,,,
EDGE,418,419,68.37,179,,,,,,,,,,
EDGE,225,194,391.6,193,,,,,,,,,,
EDGE,152,417,478.12,163,,,,,,,,,,
EDGE,226,460,93.2,199,,,,,,,,,,
EDGE,301,2,410.33,67,,,,,,,,,,
EDGE,59,289,310.13,91,,,,,,,,,,
EDGE,290,43,366.02,78,,,,,,,,,,
EDGE,374,392,426.07,184,,,,,,,,,,
EDGE,188,457,426.64,161,,,,,,,,,,
EDGE,163,392,298.74,70,,,,,,,,,,
EDGE,331,16,20.17,134,,,,,,,,,,
EDGE,222,165,287.32,74,,,,,,,,,,
EDGE,371,39,472.8,67,,,,,,,,,,
EDGE,9,212,413.83,112,,,,,,,,,,
EDGE,441,90,88.81,110,,,,,,,,,,
EDGE,185,393,147.73,72,,,,,,,,,,
EDGE,160,105,83.9,173,,,,,,,,,,
EDGE,329,260,297.97,101,,,,,,,,,,
EDGE,266,136,484.97,57,,,,,,,,,,
EDGE,196,188,148.27,50,,,,,,,,,,
EDGE,216,39,270.33,151,,,,,,,,,,
EDGE,177,394,332.53,103,,,,,,,,,,
EDGE,386,228,207.89,192,,,,,,,,,,
EDGE,315,15,460.52,134,,,,,,,,,,
EDGE,400,431,191.11,158,,,,,,,,,,
EDGE,285,140,489.57,167,,,,,,,,,,
EDGE,185,429,422.17,67,,,,,,,,,,
EDGE,158,136,297.1,172,,,,,,,,,,
EDGE,86,377,482.42,168,,,,,,,,,,
EDGE,307,210,209.98,134,,,,,,,,,,
EDGE,417,166,435.3,111,,,,,,,,,,
EDGE,180,276,186.32,91,,,,,,,,,,
EDGE,451,115,365.99,182,,,,,,,,,,
EDGE,204,368,28.77,141,,,,,,,,,,
EDGE,116,224,115.74,97,,,,,,,,,,
EDGE,15,296,136.39,120,,,,,,,,,,
EDGE,192,416,428.09,187,,,,,,,,,,
EDGE,111,203,389.66,124,,,,,,,,,,
EDGE,122,52,336.58,195,,,,,,,,,,
EDGE,384,356,268.91,104,,,,,,,,,,
EDGE,66,96,467.79,169,,,,,,,,,,
EDGE,233,323,26.16,97,,,,,,,,,,
EDGE,210,391,77.99,110,,,,,,,,,,
EDGE,135,294,61.55,63,,,,,,,,,,
EDGE,239,367,21.31,124,,,,,,,,,,
EDGE,56,439,250.55,64,,,,,,,,,,
EDGE,161,28,404.78,53,,,,,,,,,,
EDGE,429,403,166.12,136,,,,,,,,,,
EDGE,443,396,483.76,181,,,,,,,,,,
EDGE,384,240,41.68,88,,,,,,,,,,
EDGE,482,152,399.16,105,,,,,,,,,,
EDGE,490,183,488.87,194,,,,,,,,,,
EDGE,61,341,369.66,115,,,,,,,,,,
EDGE,188,319,404.17,93,,,,,,,,,,
EDGE,345,311,252.58,105,,,,,,,,,,
EDGE,492,96,260.65,104,,,,,,,,,,
EDGE,125,283,439.88,74,,,,,,,,,,
EDGE,199,198,20.15,61,,,,,,,,,,
EDGE,485,239,240.47,133,,,,,,,,,,
EDGE,63,258,218.21,115,,,,,,,,,,
EDGE,0,94,237.5,164,,,,,,,,,,
EDGE,289,203,33.4,188,,,,,,,,,,
EDGE,126,144,40.73,68,,,,,,,,,,
EDGE,445,288,10.52,74,,,,,,,,,,
EDGE,371,264,406.47,186,,,,,,,,,,
EDGE,264,107,373.8,158,,,,,,,,,,
EDGE,27,8,409.62,191,,,,,,,,,,
EDGE,307,122,416.68,198,,,,,,,,,,
EDGE,464,266,253.43,69,,,,,,,,,,
EDGE,226,123,290.88,128,,,,,,,,,,
EDGE,347,70,420.84,73,,,,,,,,,,
EDGE,163,213,61.05,93,,,,,,,,,,
EDGE,370,154,56.93,63,,,,,,,,,,
EDGE,272,245,30.81,199,,,,,,,,,,
EDGE,46,137,171.67,90,,,,,,,,,,
EDGE,300,370,247.22,89,,,,,,,,,,
EDGE,341,492,271.27,199,,,,,,,,,,
EDGE,92,353,345.09,85,,,,,,,,,,
EDGE,365,262,184.88,127,,,,,,,,,,
EDGE,135,152,488.48,188,,,,,,,,,,
EDGE,486,166,342.13,182,,,,,,,,,,
EDGE,493,311,243.15,51,,,,,,,,,,
EDGE,425,477,389.2,157,,,,,,,,,,
EDGE,260,285,61.16,140,,,,,,,,,,
EDGE,118,240,305.42,118,,,,,,,,,,
EDGE,144,259,208.32,118,,,,,,,,,,
EDGE,447,30,96.79,105,,,,,,,,,,
EDGE,426,80,429.7,198,,,,,,,,,,
EDGE,416,273,92.18,61,,,,,,,,,,
EDGE,459,244,223.02,142,,,,,,,,,,
EDGE,381,473,277.25,116,,,,,,,,,,
EDGE,91,440,221.88,106,,,,,,,,,,
EDGE,214,97,482.13,171,,,,,,,,,,
EDGE,385,265,320.94,133,,,,,,,,,,
EDGE,162,293,481.81,162,,,,,,,,,,
EDGE,308,325,39.41,119,,,,,,,,,,
EDGE,296,43,207.8,57,,,,,,,,,,
EDGE,317,45,246.31,69,,,,,,,,,,
EDGE,190,142,217.88,191,,,,,,,,,,
EDGE,217,410,413.16,80,,,,,,,,,,
EDGE,26,255,44.0,116,,,,,,,,,,
EDGE,125,338,445.74,119,,,,,,,,,,
EDGE,208,450,342.38,192,,,,,,,,,,
EDGE,465,338,436.87,134,,,,,,,,,,
EDGE,247,274,463.88,156,,,,,,,,,,
EDGE,359,31,389.08,172,,,,,,,,,,
EDGE,496,96,441.78,110,,,,,,,,,,
EDGE,267,25,299.21,58,,,,,,,,,,
EDGE,303,172,428.07,118,,,,,,,,,,
EDGE,378,89,464.97,99,,,,,,,,,,
EDGE,385,278,254.98,150,,,,,,,,,,
EDGE,288,132,451.46,116,,,,,,,,,,
EDGE,67,268,478.32,65,,,,,,,,,,
EDGE,263,133,159.66,55,,,,,,,,,,
EDGE,339,155,285.53,137,,,,,,,,,,
EDGE,326,497,127.97,90,,,,,,,,,,
EDGE,376,349,454.37,136,,,,,,,,,,
EDGE,482,143,325.54,194,,,,,,,,,,
EDGE,341,259,261.17,55,,,,,,,,,,
EDGE,147,226,200.38,131,,,,,,,,,,
EDGE,466,238,271.97,159,,,,,,,,,,
EDGE,488,193,182.2,69,,,,,,,,,,
EDGE,459,247,361.04,160,,,,,,,,,,
EDGE,84,10,429.91,73,,,,,,,,,,
EDGE,306,234,59.14,169,,,,,,,,,,
EDGE,221,56,455.85,74,,,,,,,,,,
EDGE,99,383,162.93,72,,,,,,,,,,
EDGE,262,434,386.07,55,,,,,,,,,,
EDGE,95,49,308.97,103,,,,,,,,,,
EDGE,350,244,173.94,187,,,,,,,,,,
EDGE,414,287,320.02,137,,,,,,,,,,
EDGE,405,33,358.78,118,,,,,,,,,,
EDGE,185,296,87.07,58,,,,,,,,,,
EDGE,46,457,33.98,97,,,,,,,,,,
EDGE,373,271,403.84,116,,,,,,,,,,
EDGE,116,31,344.83,140,,,,,,,,,,
EDGE,468,86,375.81,99,,,,,,,,,,
EDGE,446,183,87.33,189,,,,,,,,,,
EDGE,493,464,302.29,197,,,,,,,,,,
EDGE,382,221,127.82,128,,,,,,,,,,
EDGE,369,296,343.67,74,,,,,,,,,,
EDGE,101,477,411.99,63,,,,,,,,,,
EDGE,158,129,127.79,97,,,,,,,,,,
EDGE,10,42,244.59,198,,,,,,,,,,
EDGE,251,147,452.2,161,,,,,,,,,,
EDGE,237,95,246.7,160,,,,,,,,,,
EDGE,194,185,362.78,135,,,,,,,,,,
EDGE,60,286,99.07,158,,,,,,,,,,
EDGE,195,52,154.81,116,,,,,,,,,,
EDGE,331,330,463.57,119,,,,,,,,,,
EDGE,56,59,459.08,98,,,,,,,,,,
EDGE,315,155,54.02,57,,,,,,,,,,
EDGE,433,14,445.99,59,,,,,,,,,,
EDGE,444,224,305.78,132,,,,,,,,,,
EDGE,182,312,317.67,186,,,,,,,,,,
EDGE,450,347,426.35,167,,,,,,,,,,
EDGE,431,235,285.28,137,,,,,,,,,,
EDGE,387,355,202.39,153,,,,,,,,,,
EDGE,112,176,93.46,161,,,,,,,,,,
EDGE,195,176,430.67,145,,,,,,,,,,
EDGE,79,485,320.31,71,,,,,,,,,,
EDGE,17,91,435.23,116,,,,,,,,,,
EDGE,138,463,215.71,88,,,,,,,,,,
EDGE,434,36,117.61,51,,,,,,,,,,
EDGE,209,488,232.16,76,,,,,,,,,,
EDGE,271,206,396.44,73,,,,,,,,,,
EDGE,342,371,476.21,152,,,,,,,,,,
EDGE,292,497,52.3,178,,,,,,,,,,
EDGE,323,248,373.8,85,,,,,,,,,,
EDGE,24,371,213.14,145,,,,,,,,,,
EDGE,159,235,333.89,172,,,,,,,,,,
EDGE,331,466,408.93,158,,,,,,,,,,
EDGE,85,78,441.95,170,,,,,,,,,,
EDGE,135,86,401.24,71,,,,,,,,,,
EDGE,432,220,449.17,153,,,,,,,,,,
EDGE,435,141,466.95,70,,,,,,,,,,
EDGE,11,58,270.82,114,,,,,,,,,,
EDGE,199,432,189.13,82,,,,,,,,,,
EDGE,24,447,474.25,182,,,,,,,,,,
EDGE,183,201,103.8,154,,,,,,,,,,
EDGE,161,374,23.17,108,,,,,,,,,,
EDGE,374,298,59.59,188,,,,,,,,,,
EDGE,266,305,143.04,154,,,,,,,,,,
EDGE,127,56,489.92,130,,,,,,,,,,
EDGE,312,187,151.85,92,,,,,,,,,,
EDGE,466,482,197.31,126,,,,,,,,,,
EDGE,192,119,189.61,124,,,,,,,,,,
EDGE,169,290,456.25,53,,,,,,,,,,
EDGE,421,372,102.82,179,,,,,,,,,,
EDGE,218,340,247.53,108,,,,,,,,,,
EDGE,274,308,146.63,122,,,,,,,,,,
EDGE,145,182,218.8,156,,,,,,,,,,
EDGE,263,26,477.11,95,,,,,,,,,,
EDGE,146,91,129.42,157,,,,,,,,,,
EDGE,461,488,180.6,113,,,,,,,,,,
EDGE,436,53,337.05,157,,,,,,,,,,
EDGE,39,12,139.19,57,,,,,,,,,,
EDGE,215,241,231.58,186,,,,,,,,,,
EDGE,297,207,460.36,147,,,,,,,,,,
EDGE,29,196,34.35,89,,,,,,,,,,
EDGE,70,305,327.49,189,,,,,,,,,,
EDGE,88,153,12.62,196,,,,,,,,,,
EDGE,112,272,22.44,83,,,,,,,,,,
EDGE,336,293,179.98,96,,,,,,,,,,
EDGE,195,491,408.96,196,,,,,,,,,,
EDGE,11,164,138.19,56,,,,,,,,,,
EDGE,211,229,266.11,186,,,,,,,,,,
EDGE,191,359,187.3,155,,,,,,,,,,
EDGE,102,193,285.48,175,,,,,,,,,,
EDGE,200,27,330.35,124,,,,,,,,,,
EDGE,415,128,133.78,179,,,,,,,,,,
EDGE,170,38,135.41,186,,,,,,,,,,
EDGE,338,317,323.75,157,,,,,,,,,,
EDGE,99,400,101.72,180,,,,,,,,,,
EDGE,204,461,25.66,63,,,,,,,,,,
EDGE,498,460,280.53,129,,,,,,,,,,
EDGE,487,63,191.31,90,,,,,,,,,,
EDGE,176,246,61.08,64,,,,,,,,,,
EDGE,199,290,470.87,102,,,,,,,,,,
EDGE,63,295,22.74,153,,,,,,,,,,
EDGE,53,157,427.33,199,,,,,,,,,,
EDGE,194,489,466.87,179,,,,,,,,,,
EDGE,107,96,325.82,118,,,,,,,,,,
EDGE,397,5,223.94,159,,,,,,,,,,
EDGE,415,63,74.08,179,,,,,,,,,,
EDGE,432,51,91.5,145,,,,,,,,,,
EDGE,281,174,117.77,187,,,,,,,,,,
EDGE,399,302,146.78,126,,,,,,,,,,
EDGE,283,208,144.54,71,,,,,,,,,,
EDGE,368,433,250.52,99,,,,,,,,,,
EDGE,345,287,377.12,78,,,,,,,,,,
EDGE,369,69,403.48,139,,,,,,,,,,
EDGE,91,169,472.05,50,,,,,,,,,,
EDGE,296,461,70.72,158,,,,,,,,,,
EDGE,467,342,70.84,57,,,,,,,,,,
EDGE,211,126,272.33,115,,,,,,,,,,
EDGE,106,191,121.8,107,,,,,,,,,,
EDGE,233,150,178.86,182,,,,,,,,,,
EDGE,282,112,181.82,177,,,,,,,,,,
EDGE,351,65,277.6,160,,,,,,,,,,
EDGE,152,332,70.41,75,,,,,,,,,,
EDGE,404,413,93.57,133,,,,,,,,,,
EDGE,491,283,414.49,78,,,,,,,,,,
EDGE,499,384,37.81,165,,,,,,,,,,
EDGE,177,222,110.03,118,,,,,,,,,,
EDGE,430,310,456.05,153,,,,,,,,,,
EDGE,402,386,56.13,99,,,,,,,,,,
EDGE,218,79,132.27,197,,,,,,,,,,
EDGE,227,170,251.16,120,,,,,,,,,,
EDGE,404,429,455.35,52,,,,,,,,,,
EDGE,115,374,136.89,101,,,,,,,,,,
EDGE,460,65,383.9,74,,,,,,,,,,
EDGE,275,454,197.15,63,,,,,,,,,,
EDGE,379,115,308.05,51,,,,,,,,,,
EDGE,383,226,385.57,167,,,,,,,,,,
EDGE,175,460,120.17,195,,,,,,,,,,
EDGE,470,192,167.85,177,,,,,,,,,,
EDGE,202,272,326.2,189,,,,,,,,,,
EDGE,140,57,248.11,147,,,,,,,,,,
EDGE,302,446,175.43,140,,,,,,,,,,
EDGE,427,74,218.84,83,,,,,,,,,,
EDGE,491,7,303.6,148,,,,,,,,,,
EDGE,9,443,455.02,123,,,,,,,,,,
EDGE,116,172,187.53,75,,,,,,,,,,
EDGE,264,273,264.26,182,,,,,,,,,,
EDGE,442,351,142.16,199,,,,,,,,,,
EDGE,98,361,48.45,85,,,,,,,,,,
EDGE,381,264,430.8,152,,,,,,,,,,
EDGE,103,368,99.25,111,,,,,,,,,,
EDGE,446,391,154.76,87,,,,,,,,,,
EDGE,474,471,456.41,167,,,,,,,,,,
EDGE,201,170,226.47,75,,,,,,,,,,
EDGE,57,322,475.8,190,,,,,,,,,,
EDGE,187,239,36.3,151,,,,,,,,,,
EDGE,16,117,288.95,72,,,,,,,,,,
EDGE,172,402,297.8,153,,,,,,,,,,
EDGE,322,208,297.99,104,,,,,,,,,,
EDGE,255,119,129.14,86,,,,,,,,,,
EDGE,476,47,425.64,131,,,,,,,,,,
EDGE,308,112,234.97,167,,,,,,,,,,
EDGE,258,144,424.36,123,,,,,,,,,,
EDGE,126,405,491.74,67,,,,,,,,,,
EDGE,219,269,187.6,57,,,,,,,,,,
EDGE,122,235,322.65,186,,,,,,,,,,
EDGE,372,217,488.14,61,,,,,,,,,,
EDGE,350,279,451.56,169,,,,,,,,,,
EDGE,58,114,385.5,156,,,,,,,,,,
EDGE,165,12,331.71,156,,,,,,,,,,
EDGE,392,253,114.76,138,,,,,,,,,,
EDGE,128,122,413.05,143,,,,,,,,,,
EDGE,266,133,459.54,84,,,,,,,,,,
EDGE,228,422,153.38,164,,,,,,,,,,
EDGE,419,299,445.47,140,,,,,,,,,,
EDGE,203,30,497.1,90,,,,,,,,,,
EDGE,274,472,177.55,154,,,,,,,,,,
EDGE,47,53,49.1,114,,,,,,,,,,
EDGE,209,128,285.51,96,,,,,,,,,,
EDGE,481,50,318.18,93,,,,,,,,,,
EDGE,299,222,266.56,119,,,,,,,,,,
EDGE,238,352,156.04,143,,,,,,,,,,
EDGE,107,428,140.85,193,,,,,,,,,,
EDGE,298,233,312.64,152,,,,,,,,,,
EDGE,489,493,213.92,114,,,,,,,,,,
EDGE,469,339,277.18,135,,,,,,,,,,
EDGE,149,164,31.88,192,,,,,,,,,,
EDGE,456,406,90.69,199,,,,,,,,,,
EDGE,225,116,44.08,64,,,,,,,,,,
EDGE,427,31,134.59,142,,,,,,,,,,
EDGE,437,34,105.1,129,,,,,,,,,,
EDGE,225,327,197.29,79,,,,,,,,,,
EDGE,78,137,387.79,140,,,,,,,,,,
EDGE,140,173,278.21,184,,,,,,,,,,
EDGE,307,412,158.81,133,,,,,,,,,,
EDGE,269,409,136.35,189,,,,,,,,,,
EDGE,83,354,309.18,130,,,,,,,,,,
EDGE,485,365,209.06,179,,,,,,,,,,
EDGE,41,58,329.32,90,,,,,,,,,,
EDGE,65,394,263.33,76,,,,,,,,,,
EDGE,289,120,97.99,162,,,,,,,,,,
EDGE,40,318,356.89,193,,,,,,,,,,
EDGE,155,25,208.84,157,,,,,,,,,,
EDGE,232,21,149.61,55,,,,,,,,,,
EDGE,2,43,366.55,191,,,,,,,,,,
EDGE,481,371,59.83,194,,,,,,,,,,
EDGE,430,72,145.38,141,,,,,,,,,,
EDGE,281,200,196.57,190,,,,,,,,,,
EDGE,241,444,177.15,147,,,,,,,,,,
EDGE,84,250,364.53,152,,,,,,,,,,
EDGE,364,199,384.89,119,,,,,,,,,,
EDGE,475,261,189.33,90,,,,,,,,,,
EDGE,319,35,319.12,91,,,,,,,,,,
EDGE,137,449,168.31,138,,,,,,,,,,
EDGE,478,384,244.15,95,,,,,,,,,,
EDGE,317,269,15.01,84,,,,,,,,,,
EDGE,106,425,92.76,166,,,,,,,,,,
EDGE,246,415,133.24,87,,,,,,,,,,
EDGE,412,49,390.62,134,,,,,,,,,,
EDGE,196,130,40.52,133,,,,,,,,,,
EDGE,271,210,402.78,94,,,,,,,,,,
EDGE,261,35,486.4,178,,,,,,,,,,
EDGE,156,455,433.9,188,,,,,,,,,,
EDGE,237,193,262.75,133,,,,,,,,,,
EDGE,388,216,403.93,100,,,,,,,,,,
EDGE,490,448,111.86,113,,,,,,,,,,
EDGE,241,324,64.39,179,,,,,,,,,,
EDGE,133,332,286.26,199,,,,,,,,,,
EDGE,94,80,115.29,174,,,,,,,,,,
EDGE,367,32,232.7,132,,,,,,,,,,
EDGE,112,230,86.08,82,,,,,,,,,,
EDGE,473,180,249.74,94,,,,,,,,,,
EDGE,190,308,68.95,114,,,,,,,,,,
EDGE,407,270,352.49,150,,,,,,,,,,
EDGE,293,419,205.93,115,,,,,,,,,,
EDGE,242,211,354.92,100,,,,,,,,,,
EDGE,279,457,99.4,69,,,,,,,,,,
EDGE,198,214,135.26,97,,,,,,,,,,
EDGE,232,389,348.17,180,,,,,,,,,,
EDGE,498,477,143.92,198,,,,,,,,,,
EDGE,408,490,406.94,179,,,,,,,,,,
EDGE,167,457,120.96,141,,,,,,,,,,
EDGE,349,158,338.31,60,,,,,,,,,,
EDGE,393,279,362.55,85,,,,,,,,,,
EDGE,277,301,331.71,191,,,,,,,,,,
EDGE,337,419,58.55,170,,,,,,,,,,
EDGE,86,48,115.38,111,,,,,,,,,,
EDGE,52,366,354.07,167,,,,,,,,,,
EDGE,45,152,290.83,119,,,,,,,,,,
EDGE,55,179,250.07,159,,,,,,,,,,
EDGE,342,46,151.8,134,,,,,,,,,,
EDGE,225,238,281.83,102,,,,,,,,,,
EDGE,170,472,386.62,175,,,,,,,,,,
EDGE,389,191,76.46,126,,,,,,,,,,
EDGE,18,313,457.95,109,,,,,,,,,,
EDGE,60,143,82.88,139,,,,,,,,,,
EDGE,293,49,91.94,54,,,,,,,,,,
EDGE,374,69,264.24,86,,,,,,,,,,
EDGE,360,1,470.25,57,,,,,,,,,,
EDGE,189,7,65.41,109,,,,,,,,,,
EDGE,301,309,342.77,80,,,,,,,,,,
EDGE,7,191,159.87,167,,,,,,,,,,
EDGE,226,108,421.53,131,,,,,,,,,,
EDGE,58,430,102.75,153,,,,,,,,,,
EDGE,166,440,236.6,70,,,,,,,,,,
EDGE,37,78,79.05,50,,,,,,,,,,
EDGE,165,275,92.16,54,,,,,,,,,,
EDGE,247,485,266.58,197,,,,,,,,,,
EDGE,58,331,287.01,119,,,,,,,,,,
EDGE,383,164,235.7,111,,,,,,,,,,
EDGE,416,54,121.05,127,,,,,,,,,,
EDGE,296,322,415.69,176,,,,,,,,,,
EDGE,256,113,193.33,200,,,,,,,,,,
EDGE,430,204,246.91,126,,,,,,,,,,
EDGE,327,453,217.53,138,,,,,,,,,,
EDGE,59,117,481.76,152,,,,,,,,,,
EDGE,475,382,414.32,64,,,,,,,,,,
EDGE,12,461,48.93,104,,,,,,,,,,
EDGE,123,67,219.47,144,,,,,,,,,,
EDGE,202,121,141.49,103,,,,,,,,,,
EDGE,178,213,303.81,95,,,,,,,,,,
EDGE,306,402,417.88,62,,,,,,,,,,
EDGE,129,186,410.11,194,,,,,,,,,,
EDGE,236,207,164.82,74,,,,,,,,,,
EDGE,351,400,233.25,133,,,,,,,,,,
EDGE,333,347,260.56,167,,,,,,,,,,
EDGE,463,72,273.69,164,,,,,,,,,,
EDGE,464,47,28.09,169,,,,,,,,,,
EDGE,215,260,277.24,93,,,,,,,,,,
EDGE,407,351,499.78,76,,,,,,,,,,
EDGE,122,197,70.19,115,,,,,,,,,,
EDGE,6,209,222.4,124,,,,,,,,,,
EDGE,232,390,171.24,130,,,,,,,,,,
EDGE,186,123,65.73,184,,,,,,,,,,
EDGE,69,333,493.66,184,,,,,,,,,,
EDGE,246,128,343.43,111,,,,,,,,,,
EDGE,271,435,63.23,133,,,,,,,,,,
EDGE,326,137,23.82,142,,,,,,,,,,
EDGE,413,423,244.92,118,,,,,,,,,,
EDGE,385,270,355.9,126,,,,,,,,,,
EDGE,312,191,254.15,107,,,,,,,,,,
EDGE,470,322,400.16,197,,,,,,,,,,
EDGE,388,357,74.47,148,,,,,,,,,,
EDGE,450,229,51.03,124,,,,,,,,,,
EDGE,271,442,205.81,184,,,,,,,,,,
EDGE,253,366,146.89,68,,,,,,,,,,
EDGE,44,59,278.66,89,,,,,,,,,,
EDGE,30,494,93.54,189,,,,,,,,,,
EDGE,20,392,478.46,100,,,,,,,,,,
EDGE,392,238,334.17,150,,,,,,,,,,
EDGE,381,456,238.8,112,,,,,,,,,,
EDGE,192,457,188.24,178,,,,,,,,,,
EDGE,258,361,380.29,117,,,,,,,,,,
EDGE,402,458,98.83,86,,,,,,,,,,
EDGE,467,427,338.68,157,,,,,,,,,,
EDGE,40,388,414.17,88,,,,,,,,,,
EDGE,197,138,95.78,88,,,,,,,,,,
EDGE,91,443,61.91,60,,,,,,,,,,
EDGE,307,133,85.04,111,,,,,,,,,,
EDGE,162,274,197.21,122,,,,,,,,,,
EDGE,390,347,206.0,77,,,,,,,,,,
EDGE,127,187,213.93,58,,,,,,,,,,
EDGE,96,313,469.07,83,,,,,,,,,,
EDGE,310,466,217.36,149,,,,,,,,,,
EDGE,270,107,446.96,94,,,,,,,,,,
EDGE,93,159,13.61,131,,,,,,,,,,
EDGE,480,379,331.2,80,,,,,,,,,,
EDGE,264,427,219.31,191,,,,,,,,,,
EDGE,64,315,419.57,172,,,,,,,,,,
EDGE,279,235,159.55,160,,,,,,,,,,
EDGE,294,239,321.06,71,,,,,,,,,,
EDGE,252,462,413.67,184,,,,,,,,,,
EDGE,309,12,480.82,194,,,,,,,,,,
EDGE,46,17,486.42,76,,,,,,,,,,
EDGE,65,321,426.06,182,,,,,,,,,,
EDGE,267,104,338.66,102,,,,,,,,,,
EDGE,89,60,173.43,121,,,,,,,,,,
EDGE,37,132,100.31,73,,,,,,,,,,
EDGE,178,30,231.34,184,,,,,,,,,,
EDGE,233,149,373.4,160,,,,,,,,,,
EDGE,225,398,212.73,171,,,,,,,,,,
EDGE,452,304,105.35,195,,,,,,,,,,
EDGE,387,52,430.9,73,,,,,,,,,,
EDGE,358,482,174.56,174,,,,,,,,,,
EDGE,231,129,166.14,125,,,,,,,,,,
EDGE,498,20,404.78,56,,,,,,,,,,
EDGE,256,123,306.62,147,,,,,,,,,,
EDGE,0,407,327.67,134,,,,,,,,,,
EDGE,148,430,229.55,111,,,,,,,,,,
EDGE,210,186,406.33,187,,,,,,,,,,
EDGE,16,488,490.46,106,,,,,,,,,,
EDGE,238,392,111.93,165,,,,,,,,,,
EDGE,30,221,78.06,130,,,,,,,,,,
EDGE,18,211,230.69,136,,,,,,,,,,
EDGE,228,236,197.75,68,,,,,,,,,,
EDGE,278,316,382.52,195,,,,,,,,,,
EDGE,251,102,387.24,193,,,,,,,,,,
EDGE,322,260,88.81,144,,,,,,,,,,
EDGE,242,420,253.26,83,,,,,,,,,,
EDGE,224,200,487.62,77,,,,,,,,,,
EDGE,310,266,192.68,81,,,,,,,,,,
EDGE,315,451,126.53,175,,,,,,,,,,
EDGE,60,71,495.1,121,,,,,,,,,,
EDGE,147,27,42.47,135,,,,,,,,,,
EDGE,200,60,93.36,114,,,,,,,,,,
EDGE,320,70,477.41,75,,,,,,,,,,
EDGE,227,218,304.77,94,,,,,,,,,,
EDGE,187,295,320.29,151,,,,,,,,,,
EDGE,61,63,336.81,82,,,,,,,,,,
EDGE,137,463,448.18,133,,,,,,,,,,
EDGE,174,45,324.55,124,,,,,,,,,,
EDGE,264,401,398.53,199,,,,,,,,,,
EDGE,372,458,286.61,147,,,,,,,,,,
EDGE,168,455,266.12,166,,,,,,,,,,
EDGE,216,249,488.47,192,,,,,,,,,,
EDGE,70,392,182.56,122,,,,,,,,,,
EDGE,313,456,447.99,132,,,,,,,,,,
EDGE,344,432,250.15,57,,,,,,,,,,
EDGE,352,1,425.76,86,,,,,,,,,,
EDGE,259,347,445.55,68,,,,,,,,,,
EDGE,243,353,185.8,200,,,,,,,,,,
EDGE,224,472,92.84,70,,,,,,,,,,
EDGE,27,205,186.66,188,,,,,,,,,,
EDGE,360,345,64.23,162,,,,,,,,,,
EDGE,200,223,19.75,200,,,,,,,,,,
EDGE,173,352,336.54,113,,,,,,,,,,
EDGE,293,310,137.25,106,,,,,,,,,,
EDGE,84,215,276.28,123,,,,,,,,,,
EDGE,324,133,219.05,161,,,,,,,,,,
EDGE,326,85,431.39,80,,,,,,,,,,
EDGE,398,246,199.67,102,,,,,,,,,,
EDGE,442,207,403.27,166,,,,,,,,,,
EDGE,73,350,427.01,149,,,,,,,,,,
EDGE,222,309,320.73,89,,,,,,,,,,
EDGE,454,3,493.81,171,,,,,,,,,,
EDGE,175,453,188.94,179,,,,,,,,,,
EDGE,46,238,213.26,126,,,,,,,,,,
EDGE,435,330,55.16,181,,,,,,,,,,
EDGE,424,399,435.5,80,,,,,,,,,,
EDGE,355,187,119.84,133,,,,,,,,,,
EDGE,161,286,226.93,151,,,,,,,,,,
EDGE,357,172,333.56,163,,,,,,,,,,
EDGE,169,185,389.01,88,,,,,,,,,,
EDGE,130,283,209.06,106,,,,,,,,,,
EDGE,396,361,81.32,107,,,,,,,,,,
EDGE,325,448,129.1,182,,,,,,,,,,
EDGE,400,304,163.8,146,,,,,,,,,,
EDGE,184,290,446.81,90,,,,,,,,,,
EDGE,370,483,170.0,164,,,,,,,,,,
EDGE,14,23,40.51,194,,,,,,,,,,
EDGE,430,242,379.78,116,,,,,,,,,,
EDGE,33,197,74.32,102,,,,,,,,,,
EDGE,28,66,388.28,148,,,,,,,,,,
EDGE,108,401,293.18,159,,,,,,,,,,
EDGE,342,171,176.82,139,,,,,,,,,,
EDGE,96,432,63.26,177,,,,,,,,,,
EDGE,380,16,192.18,74,,,,,,,,,,
EDGE,206,267,327.92,162,,,,,,,,,,
EDGE,119,386,442.89,56,,,,,,,,,,
EDGE,195,287,269.13,191,,,,,,,,,,
EDGE,345,401,205.54,91,,,,,,,,,,
EDGE,97,373,469.46,197,,,,,,,,,,
