command,u,v,distance,install_cost,capacity,loss_factor,extra
EDGE,829,771,606,453,274,21,
EDGE,743,849,637,898,3552,50,
EDGE,746,950,754,1550,517,6,
EDGE,566,397,976,1487,2404,34,
EDGE,474,434,587,1482,4705,49,
EDGE,531,266,167,1976,3173,29,
EDGE,763,946,244,280,174,17,
EDGE,818,698,974,571,750,15,
EDGE,789,555,303,701,4728,25,
EDGE,39,630,281,750,2251,42,
EDGE,256,801,669,1669,151,7,
EDGE,314,582,677,667,2216,11,
EDGE,454,473,18,910,122,29,
EDGE,37,989,368,993,4609,13,
EDGE,418,59,594,1932,701,17,
EDGE,918,624,565,653,574,28,
EDGE,184,264,785,1621,2312,16,
EDGE,889,506,131,475,1479,9,
EDGE,892,632,672,111,1956,7,
EDGE,670,39,189,1411,4201,28,
EDGE,593,324,43,1143,1917,3,
EDGE,974,731,266,537,182,43,
EDGE,865,878,870,733,4477,45,
EDGE,45,614,241,726,944,4,
EDGE,519,454,116,1056,684,15,
EDGE,208,333,585,770,3457,4,
EDGE,657,436,897,589,1222,1,
EDGE,334,621,808,747,2794,26,
EDGE,918,667,384,973,2458,39,
EDGE,31,164,378,101,2432,9,
EDGE,933,605,27,227,1782,20,
EDGE,523,732,800,1529,4213,50,
EDGE,595,729,353,1934,1810,24,
EDGE,850,596,34,1355,1279,24,
EDGE,780,664,81,1966,683,14,
EDGE,578,515,589,1300,4541,46,
EDGE,428,551,751,258,4373,3,
EDGE,621,483,676,1084,4312,28,
EDGE,324,275,200,1722,4762,18,
EDGE,932,249,337,507,3015,14,
EDGE,466,322,767,246,2024,28,
EDGE,750,980,902,849,3014,5,
EDGE,360,573,518,166,3017,41,
EDGE,495,619,236,929,3481,14,
EDGE,583,847,847,266,4454,15,
EDGE,795,931,418,1390,4840,42,
EDGE,141,620,267,1639,2400,21,
EDGE,321,120,84,846,3499,32,
EDGE,151,589,507,1305,1672,11,
EDGE,897,464,16,351,1039,26,
EDGE,269,783,568,1466,3899,47,
EDGE,103,129,891,79,3584,1,
EDGE,706,170,75,281,4268,33,
EDGE,940,397,926,874,2952,8,
EDGE,411,713,571,504,2453,7,
EDGE,344,918,845,1849,2807,37,
EDGE,623,631,111,1489,420,4,
EDGE,756,942,364,1955,3727,26,
EDGE,645,460,759,1719,3619,18,
EDGE,775,488,717,285,1552,46,
EDGE,784,603,939,1689,4222,5,
EDGE,155,917,8,1225,4908,23,
EDGE,690,664,465,786,2675,28,
EDGE,180,520,740,1214,2338,49,
EDGE,99,237,305,1020,2844,3,
EDGE,577,530,919,1085,4799,32,
EDGE,864,950,437,594,2694,24,
EDGE,326,775,183,1962,1223,2,
EDGE,833,967,753,1817,1775,27,
EDGE,531,284,589,1811,2625,6,
EDGE,355,291,170,252,2408,17,
EDGE,498,449,230,1823,1437,18,
EDGE,961,939,266,1251,919,14,
EDGE,682,285,145,206,1744,35,
EDGE,858,520,773,355,274,38,
EDGE,924,40,983,1834,4472,34,
EDGE,818,199,7,1010,261,23,
EDGE,208,288,965,1951,4728,27,
EDGE,749,455,534,268,3767,18,
EDGE,940,112,734,1456,1032,28,
EDGE,910,442,506,548,761,8,
EDGE,285,749,685,248,2947,5,
EDGE,762,812,228,1499,659,20,
EDGE,160,519,344,575,3764,40,
EDGE,753,525,689,1601,656,45,
EDGE,704,322,914,1903,364,27,
EDGE,102,954,723,1636,4320,20,
EDGE,194,861,572,1363,341,40,
EDGE,642,8,252,290,4853,24,
EDGE,893,965,226,1389,1652,16,
EDGE,481,155,497,1676,1582,46,
EDGE,508,289,135,416,776,33,
EDGE,877,740,768,448,76,27,
EDGE,68,502,572,1261,1758,45,
EDGE,182,39,429,1418,2205,39,
EDGE,389,646,598,490,2906,30,
EDGE,543,672,978,378,2508,14,
EDGE,896,299,685,1003,4065,50,
EDGE,645,401,613,741,4501,30,
EDGE,302,98,225,240,2403,26,
EDGE,992,457,334,516,3530,7,
EDGE,180,475,980,663,980,22,
EDGE,713,407,722,272,4012,31,
EDGE,615,421,704,490,287,18,
EDGE,274,519,221,1832,3400,3,
EDGE,575,790,331,545,2651,26,
EDGE,400,828,453,880,3315,16,
EDGE,934,55,275,1004,1843,21,
EDGE,651,838,47,641,3717,26,
EDGE,226,586,897,351,4441,13,
EDGE,798,640,113,1951,2750,8,
EDGE,619,552,21,1956,222,24,
EDGE,92,799,722,692,2939,49,
EDGE,784,566,65,1351,453,33,
EDGE,215,370,549,416,1336,34,
EDGE,405,880,736,479,2427,10,
EDGE,932,382,340,856,1816,35,
EDGE,750,254,963,37,345,1,
EDGE,773,962,540,219,4158,25,
EDGE,810,496,44,331,2369,19,
EDGE,24,235,647,1591,2075,2,
EDGE,278,767,127,1675,3145,41,
EDGE,410,134,838,1526,2261,5,
EDGE,78,75,517,1488,3452,1,
EDGE,15,760,851,1119,1293,6,
EDGE,753,602,812,811,1641,38,
EDGE,879,319,804,672,3532,32,
EDGE,761,23,310,571,3809,12,
EDGE,102,270,993,1353,4770,30,
EDGE,385,298,440,200,1870,26,
EDGE,574,285,495,592,4418,32,
EDGE,250,391,18,1027,3274,23,
EDGE,781,559,732,231,3754,14,
EDGE,591,998,26,823,1951,28,
EDGE,378,488,577,233,2594,21,
EDGE,147,829,646,181,831,35,
EDGE,173,212,886,1939,4062,37,
EDGE,255,85,145,835,3929,33,
EDGE,740,859,581,1567,1954,3,
EDGE,785,505,259,853,2601,47,
EDGE,345,854,155,84,2683,44,
EDGE,578,613,417,1794,95,17,
EDGE,706,214,774,1161,4053,34,
EDGE,511,320,983,1345,1981,20,
EDGE,472,725,495,1063,4594,47,
EDGE,750,83,944,225,3537,44,
EDGE,79,384,131,1560,161,10,
EDGE,532,766,125,350,1666,28,
EDGE,890,995,117,89,3524,31,
EDGE,174,641,823,1084,4041,8,
EDGE,766,895,561,866,3321,0,
EDGE,303,120,446,612,2270,33,
EDGE,330,629,911,771,4668,41,
EDGE,169,144,298,1081,1724,39,
EDGE,974,731,381,1073,2108,30,
EDGE,473,215,959,686,1158,10,
EDGE,536,732,850,980,130,20,
EDGE,426,183,154,973,599,0,
EDGE,319,718,193,418,818,34,
EDGE,469,338,97,135,3889,38,
EDGE,160,68,359,1313,4630,14,
EDGE,353,643,15,1910,1628,17,
EDGE,291,840,934,1787,3541,37,
EDGE,746,313,377,1288,3353,16,
EDGE,574,554,657,1360,1709,4,
EDGE,606,156,106,1506,1823,17,
EDGE,182,269,578,219,1087,33,
EDGE,601,660,785,794,2754,36,
EDGE,790,873,607,1248,2321,47,
EDGE,892,630,685,1872,3928,13,
EDGE,172,2,803,484,1823,5,
EDGE,951,822,630,310,1224,10,
EDGE,486,895,1,672,687,3,
EDGE,140,523,827,910,3534,42,
EDGE,483,334,310,1034,1010,15,
EDGE,573,402,387,1594,3208,45,
EDGE,485,363,320,1727,4326,20,
EDGE,543,80,905,1249,1802,10,
EDGE,968,648,854,578,1220,27,
EDGE,573,452,502,1433,2102,43,
EDGE,123,571,922,901,2902,11,
EDGE,25,886,375,1761,3868,49,
EDGE,686,354,746,878,1801,39,
EDGE,573,897,943,1933,1614,24,
EDGE,383,183,956,1541,137,12,
EDGE,452,369,539,409,95,37,
EDGE,317,336,97,1875,3071,16,
EDGE,514,943,14,1252,2286,2,
EDGE,662,281,658,990,3312,2,
EDGE,712,721,260,571,518,36,
EDGE,843,31,884,1480,3906,38,
EDGE,647,465,503,365,3928,47,
EDGE,895,663,769,1127,901,2,
EDGE,378,29,628,1841,1304,45,
EDGE,753,181,892,1752,1128,5,
EDGE,429,854,867,254,509,28,
EDGE,652,727,64,653,848,34,
EDGE,284,873,199,1351,186,21,
EDGE,857,688,869,1852,2642,45,
EDGE,173,927,601,1488,3050,33,
EDGE,14,963,681,835,3460,42,
EDGE,685,62,67,405,4158,9,
EDGE,746,273,86,363,3682,2,
EDGE,282,623,204,1420,4190,26,
EDGE,177,650,765,1734,76,19,
EDGE,280,574,360,251,2847,29,
EDGE,581,856,714,186,4688,29,
EDGE,90,119,941,195,1545,46,
EDGE,88,190,326,1220,214,49,
EDGE,173,807,11,455,3118,29,
EDGE,83,898,742,1941,2071,19,
EDGE,857,697,658,1940,1615,47,
EDGE,773,755,136,645,486,24,
EDGE,722,293,183,581,1200,36,
EDGE,323,423,232,1720,1592,17,
EDGE,904,204,182,614,2174,44,
EDGE,450,270,95,1013,2959,37,
EDGE,372,357,791,1324,4334,28,
EDGE,849,646,704,1713,1446,2,
EDGE,972,854,600,799,1325,34,
EDGE,582,215,720,898,2891,41,
EDGE,830,698,816,601,1749,21,
EDGE,716,991,516,1139,2253,5,
EDGE,525,791,216,538,1837,29,
EDGE,267,32,945,246,4285,42,
EDGE,646,190,487,296,3877,37,
EDGE,330,381,578,783,4870,2,
EDGE,330,718,108,1299,2989,0,
EDGE,162,431,487,695,2808,41,
EDGE,924,102,192,1880,2982,19,
EDGE,166,478,560,391,228,28,
EDGE,828,631,468,1225,4768,44,
EDGE,445,748,409,979,2045,16,
EDGE,740,382,616,701,4003,43,
EDGE,410,307,42,1998,1969,48,
EDGE,957,922,950,1048,933,26,
EDGE,436,792,276,1963,4780,25,
EDGE,607,29,168,1058,1413,19,
EDGE,907,611,989,1438,4343,12,
EDGE,974,995,582,1549,1193,8,
EDGE,679,341,808,1975,490,5,
EDGE,316,811,785,299,2885,29,
EDGE,405,169,472,11,1258,12,
EDGE,904,176,309,639,708,11,
EDGE,241,878,209,904,788,46,
EDGE,250,157,702,1147,3115,0,
EDGE,488,163,353,214,3906,35,
EDGE,703,403,716,445,3919,42,
EDGE,385,851,475,1456,2038,48,
EDGE,938,98,397,273,2657,48,
EDGE,957,136,410,1593,2729,18,
EDGE,839,690,748,1797,3528,38,
EDGE,403,546,74,720,4050,42,
EDGE,758,993,601,65,1866,38,
EDGE,182,786,241,765,3017,21,
EDGE,513,842,2,1260,4958,48,
EDGE,407,936,80,1332,1934,8,
EDGE,511,192,46,442,2523,27,
EDGE,95,347,394,1349,1523,27,
EDGE,154,291,319,802,3987,2,
EDGE,267,981,978,873,1520,10,
EDGE,407,698,530,1718,921,29,
EDGE,825,84,355,1415,880,41,
EDGE,883,414,823,1662,150,10,
EDGE,326,131,589,1048,3195,43,
EDGE,465,11,498,1349,3340,27,
EDGE,789,55,311,880,2168,47,
EDGE,649,118,619,1662,3738,32,
EDGE,381,799,485,1468,2794,34,
EDGE,995,373,115,1618,1515,27,
EDGE,544,777,393,1792,705,9,
EDGE,7,345,971,1923,4884,16,
EDGE,202,527,833,1268,3777,27,
EDGE,49,475,289,91,1045,31,
EDGE,471,375,52,1831,4959,43,
EDGE,378,258,436,701,2476,49,
EDGE,838,24,556,557,1514,18,
EDGE,365,427,18,924,2709,19,
EDGE,651,36,611,238,2976,46,
EDGE,37,544,757,821,2086,11,
EDGE,86,547,97,268,1234,40,
EDGE,505,441,915,572,2879,29,
EDGE,705,632,250,1891,4338,36,
EDGE,469,41,79,678,3103,2,
EDGE,150,623,742,1316,878,24,
EDGE,524,742,81,701,2523,27,
EDGE,410,22,189,1956,2154,46,
EDGE,668,760,905,172,3600,7,
EDGE,812,196,585,544,2533,39,
EDGE,526,552,875,1635,2046,44,
EDGE,818,50,384,1184,3924,13,
EDGE,778,957,448,572,1571,17,
EDGE,513,687,47,1248,3315,11,
EDGE,694,291,280,20,3385,13,
EDGE,19,800,425,1355,1113,17,
EDGE,273,473,614,1628,2656,6,
EDGE,226,230,19,1462,2709,14,
EDGE,65,626,295,1501,3823,37,
EDGE,430,650,610,683,4485,24,
EDGE,487,952,572,35,2859,21,
EDGE,327,354,843,920,1293,29,
EDGE,874,760,511,441,4410,44,
EDGE,174,689,400,533,3350,2,
EDGE,676,872,586,1991,693,40,
EDGE,498,574,354,180,1750,47,
EDGE,542,378,312,607,2633,28,
EDGE,690,478,31,329,4841,10,
EDGE,639,360,579,893,3452,48,
EDGE,23,769,997,591,4608,47,
EDGE,502,240,385,1896,4453,8,
EDGE,387,621,972,1750,1061,6,
EDGE,405,223,217,236,4725,18,
EDGE,182,885,163,1580,3335,35,
EDGE,418,360,770,455,3475,38,
EDGE,285,327,789,753,915,42,
EDGE,905,703,984,1306,2653,32,
EDGE,548,545,402,471,3359,31,
EDGE,774,475,294,1701,3731,10,
EDGE,946,894,182,829,2412,0,
EDGE,545,849,343,1572,3851,41,
EDGE,176,699,930,211,3190,37,
EDGE,668,428,998,866,3411,12,
EDGE,651,29,634,469,1185,39,
EDGE,634,515,83,1237,4724,46,
EDGE,418,968,24,675,2097,10,
EDGE,582,640,484,1411,795,23,
EDGE,23,760,616,1819,3239,35,
EDGE,523,884,198,1751,1372,29,
EDGE,377,740,896,500,1485,30,
EDGE,959,729,944,419,2693,8,
EDGE,300,66,916,73,1745,36,
EDGE,472,470,251,1410,4991,28,
EDGE,247,815,182,954,4147,41,
EDGE,113,822,619,1725,2763,10,
EDGE,250,473,740,1981,622,0,
EDGE,766,33,699,1396,3378,33,
EDGE,481,882,395,154,3466,16,
EDGE,904,733,551,257,4425,45,
EDGE,24,449,493,1705,539,18,
EDGE,831,407,849,1694,376,23,
EDGE,409,733,950,1057,3654,27,
EDGE,806,127,107,308,2200,48,
EDGE,845,593,772,1631,965,46,
EDGE,173,375,423,1354,2833,9,
EDGE,934,248,815,998,1771,16,
EDGE,99,337,658,1430,656,29,
EDGE,920,726,504,1551,2054,48,
EDGE,266,350,303,1421,3692,21,
EDGE,806,461,717,538,4704,17,
EDGE,608,36,780,296,1262,33,
EDGE,295,26,227,1812,3088,36,
EDGE,371,730,299,638,1346,36,
EDGE,649,312,487,1470,3653,43,
EDGE,301,158,762,1659,1103,9,
EDGE,622,299,880,796,2157,40,
EDGE,233,28,872,443,4827,19,
EDGE,151,598,13,541,3033,46,
EDGE,520,763,892,1068,3374,30,
EDGE,633,921,175,714,1326,37,
EDGE,873,513,322,1081,3116,24,
EDGE,886,948,497,1337,1435,33,
EDGE,493,179,496,1847,3161,0,
EDGE,684,969,67,711,1891,19,
EDGE,211,229,154,579,1029,41,
EDGE,201,365,511,950,4714,40,
EDGE,928,12,861,1538,4343,14,
EDGE,759,207,373,1370,319,25,
EDGE,641,101,975,684,4206,4,
EDGE,277,566,985,1105,4455,5,
EDGE,993,817,58,924,4692,33,
EDGE,253,250,263,1642,1546,44,
EDGE,958,666,879,511,1920,44,
EDGE,734,467,182,92,2227,35,
EDGE,284,93,761,399,571,8,
EDGE,535,310,63,435,1914,15,
EDGE,599,779,596,987,3853,6,
EDGE,549,902,801,114,2662,50,
EDGE,649,74,202,989,1003,28,
EDGE,85,487,203,214,4493,37,
EDGE,220,612,499,624,4713,0,
EDGE,595,440,882,1863,963,46,
EDGE,907,453,797,1326,1645,37,
EDGE,825,650,630,1557,3787,0,
EDGE,257,772,417,1241,2267,31,
EDGE,646,180,337,1048,4009,32,
EDGE,290,974,661,623,2214,34,
EDGE,254,349,282,1398,4647,32,
EDGE,316,640,451,238,1542,31,
EDGE,6,326,915,1053,3904,31,
EDGE,167,183,68,1567,3589,43,
EDGE,311,96,948,1775,3680,21,
EDGE,653,703,552,1694,1546,12,
EDGE,797,111,782,484,1796,19,
EDGE,513,312,328,1579,4395,30,
EDGE,105,701,308,1909,1772,36,
EDGE,688,158,332,330,1622,49,
EDGE,405,804,176,1755,1343,39,
EDGE,678,160,334,1969,4280,30,
EDGE,669,609,808,863,2256,14,
EDGE,955,269,484,1923,2537,23,
EDGE,148,313,342,1498,2949,47,
EDGE,322,460,316,881,4664,25,
EDGE,780,427,6,1571,3360,3,
EDGE,991,418,363,1332,1196,29,
EDGE,785,280,20,1686,1706,13,
EDGE,677,733,263,613,3109,1,
EDGE,329,437,810,793,2718,35,
EDGE,573,756,205,1643,1811,39,
EDGE,515,450,877,571,925,4,
EDGE,248,164,334,1490,3979,46,
EDGE,607,481,975,1998,426,49,
EDGE,675,399,705,1975,4039,15,
EDGE,286,621,601,778,535,6,
EDGE,57,654,351,575,4456,23,
EDGE,448,945,292,237,3915,8,
EDGE,901,767,76,674,3439,9,
EDGE,894,154,604,622,4752,12,
EDGE,575,90,449,512,2735,36,
EDGE,559,781,677,543,4610,33,
EDGE,836,298,707,54,1200,49,
EDGE,788,69,892,1619,2621,23,
EDGE,926,791,457,1540,1809,11,
EDGE,328,479,234,953,3017,21,
EDGE,203,693,995,1451,2171,16,
EDGE,618,765,956,57,1199,7,
EDGE,657,420,438,821,4034,3,
EDGE,851,541,62,1879,4246,23,
EDGE,16,579,448,75,4180,20,
EDGE,809,551,504,588,4758,21,
EDGE,649,68,753,164,4680,5,
EDGE,997,571,800,240,4406,10,
EDGE,817,525,867,1753,768,36,
EDGE,944,479,625,1341,1613,48,
EDGE,74,785,701,892,2318,29,
EDGE,462,910,902,1523,1296,41,
EDGE,338,74,187,1336,4762,21,
EDGE,464,540,800,1428,3592,1,
EDGE,411,588,301,23,3244,1,
EDGE,8,230,331,884,1282,16,
EDGE,876,228,599,1391,2725,34,
EDGE,468,669,682,420,4755,22,
EDGE,914,901,733,1786,4775,9,
EDGE,193,791,152,432,2577,11,
EDGE,103,26,547,1242,373,49,
EDGE,130,553,357,1965,617,20,
EDGE,891,322,951,481,1760,12,
EDGE,310,167,435,565,1958,13,
EDGE,790,363,28,291,3651,7,
EDGE,854,970,385,62,3686,47,
EDGE,874,757,214,789,453,28,
EDGE,449,408,204,431,3167,37,
EDGE,834,127,96,1995,1484,32,
EDGE,935,592,742,1067,1046,10,
EDGE,774,214,124,1936,4056,47,
EDGE,619,366,768,658,3450,12,
EDGE,215,92,819,1048,2997,30,
EDGE,261,520,115,1945,3793,1,
EDGE,7,389,823,870,3329,6,
EDGE,363,369,969,644,584,27,
EDGE,968,868,668,625,1928,44,
EDGE,86,666,660,1669,3242,30,
EDGE,16,974,988,572,2698,2,
EDGE,144,867,255,373,4675,0,
EDGE,131,531,160,297,3898,48,
EDGE,39,62,611,1653,1768,47,
EDGE,676,300,381,1274,3448,10,
EDGE,429,176,179,1927,4298,9,
EDGE,759,828,830,1379,1537,23,
EDGE,900,947,113,1620,1380,1,
EDGE,509,208,314,836,3107,16,
EDGE,636,328,30,1614,261,21,
EDGE,29,910,482,80,1232,26,
EDGE,47,552,387,1571,4952,46,
EDGE,537,173,162,215,172,22,
EDGE,918,228,95,869,593,7,
EDGE,991,487,476,860,4446,28,
EDGE,137,877,618,1667,55,19,
EDGE,487,480,922,1859,2154,8,
EDGE,330,672,553,758,839,30,
EDGE,504,766,852,1754,4729,12,
EDGE,128,224,528,275,1218,14,
EDGE,675,84,762,204,3358,18,
EDGE,908,629,108,521,1903,16,
EDGE,189,747,676,626,2742,45,
EDGE,997,473,685,1219,4309,33,
EDGE,591,904,274,1566,1128,20,
EDGE,432,383,678,307,4796,47,
EDGE,957,871,36,1541,3204,40,
EDGE,49,813,203,383,167,9,
EDGE,649,34,856,1637,1998,10,
EDGE,406,330,12,1181,3988,30,
EDGE,878,352,193,1297,4778,25,
EDGE,462,219,465,1282,2202,34,
EDGE,450,120,763,582,4264,21,
EDGE,345,913,191,532,2843,31,
EDGE,790,562,468,1368,840,42,
EDGE,876,350,782,1073,2203,4,
EDGE,800,374,437,1325,258,34,
EDGE,129,96,233,946,960,7,
EDGE,563,729,303,268,2897,19,
EDGE,463,446,567,1934,729,32,
EDGE,186,407,840,1937,4235,12,
EDGE,145,860,697,464,186,12,
EDGE,751,762,363,1086,4972,49,
EDGE,155,576,881,1096,4351,3,
EDGE,819,545,372,1114,1937,44,
EDGE,969,543,171,776,1350,6,
EDGE,696,169,651,1309,1903,48,
EDGE,733,155,554,1939,3523,12,
EDGE,285,50,983,1994,3333,18,
EDGE,399,922,535,2000,3500,30,
EDGE,479,329,140,1487,2507,0,
EDGE,76,257,726,1148,2602,13,
EDGE,945,751,628,1226,597,3,
EDGE,773,420,144,304,3989,10,
EDGE,782,995,827,1957,2036,25,
EDGE,805,163,662,868,3253,37,
EDGE,198,254,855,727,627,14,
EDGE,986,971,283,297,3338,7,
EDGE,743,757,600,1944,1293,13,
EDGE,454,145,689,574,2732,0,
EDGE,652,120,534,647,4344,6,
EDGE,790,643,613,974,1952,42,
EDGE,448,305,842,265,4483,47,
EDGE,624,465,158,154,2846,17,
EDGE,972,41,391,1726,2142,7,
EDGE,641,477,437,1208,1429,45,
EDGE,708,886,814,1007,2434,14,
EDGE,535,105,91,1508,4992,38,
EDGE,885,371,248,1790,4101,44,
EDGE,986,442,432,126,911,49,
EDGE,286,862,742,1510,2309,16,
EDGE,655,520,337,869,2108,22,
EDGE,85,13,104,1470,4027,15,
EDGE,599,506,227,1220,3603,42,
EDGE,272,106,800,1702,4046,35,
EDGE,621,857,580,779,4301,42,
EDGE,391,43,617,230,4886,50,
EDGE,658,976,101,1188,827,7,
EDGE,989,782,245,748,4802,43,
EDGE,726,925,619,873,3275,45,
EDGE,762,40,356,1335,3656,29,
EDGE,587,884,536,86,3316,40,
EDGE,762,796,443,1380,260,13,
EDGE,580,185,25,1301,2744,6,
EDGE,299,942,423,1652,282,46,
EDGE,467,869,913,529,2987,43,
EDGE,352,360,997,1987,2087,17,
EDGE,456,802,49,674,3803,44,
EDGE,650,269,788,1635,1365,13,
EDGE,571,789,885,1130,2686,47,
EDGE,410,771,357,1609,1459,31,
EDGE,877,91,342,730,4459,47,
EDGE,824,856,990,476,2643,19,
EDGE,103,936,740,195,3376,20,
EDGE,636,509,655,391,3185,12,
EDGE,271,876,725,1004,2922,21,
EDGE,825,448,918,750,1354,10,
EDGE,330,16,115,398,4816,19,
EDGE,930,518,718,1325,4641,18,
EDGE,774,573,552,374,3310,39,
EDGE,712,77,204,201,791,45,
EDGE,612,936,898,1368,3364,16,
EDGE,149,733,349,1101,2948,25,
EDGE,136,943,395,222,2457,39,
EDGE,583,994,85,673,1891,28,
EDGE,845,41,252,1132,1319,42,
EDGE,280,26,507,469,1843,15,
EDGE,896,231,451,1336,1819,9,
EDGE,12,303,250,1985,220,39,
EDGE,494,858,450,858,4607,35,
EDGE,581,196,423,391,4298,37,
EDGE,409,642,590,1829,3221,47,
EDGE,267,723,816,755,2209,27,
EDGE,379,373,922,1905,1972,20,
EDGE,553,365,79,1972,1151,20,
EDGE,880,847,720,515,4459,37,
EDGE,131,98,940,1616,4207,45,
EDGE,487,548,322,224,4998,14,
EDGE,737,356,735,1447,4588,14,
EDGE,476,275,589,1723,485,29,
EDGE,633,448,510,1220,3623,4,
EDGE,976,175,23,1156,3723,35,
EDGE,665,58,918,721,3954,45,
EDGE,151,65,699,735,585,46,
EDGE,282,583,259,1950,275,45,
EDGE,612,502,442,1452,1142,25,
EDGE,220,677,463,644,4460,44,
EDGE,690,311,339,486,4718,32,
EDGE,968,416,148,1579,4470,43,
EDGE,600,322,884,23,483,45,
EDGE,772,366,602,255,631,39,
EDGE,65,542,424,1505,1370,46,
EDGE,199,254,616,1594,1519,11,
EDGE,30,664,952,1023,1028,21,
EDGE,91,96,969,836,4752,44,
EDGE,971,701,397,1658,3388,24,
EDGE,713,485,142,1745,2862,11,
EDGE,98,318,364,373,3575,16,
EDGE,511,92,189,543,3338,12,
EDGE,232,359,663,1306,718,21,
EDGE,462,769,97,1082,2161,1,
EDGE,900,620,63,1150,534,43,
EDGE,382,97,173,13,4384,0,
EDGE,4,334,394,637,276,36,
EDGE,576,383,880,152,1462,12,
EDGE,651,635,511,382,4434,13,
EDGE,999,353,100,1796,1317,38,
EDGE,383,587,182,1835,3660,45,
EDGE,866,900,791,373,4206,9,
EDGE,833,838,456,72,367,34,
EDGE,909,981,813,1936,1035,19,
EDGE,957,298,111,724,1527,37,
EDGE,530,171,922,214,4126,12,
EDGE,617,158,628,1894,2813,29,
EDGE,950,674,562,1713,3235,50,
EDGE,458,966,120,1379,4592,4,
EDGE,346,252,375,299,2011,31,
EDGE,192,813,414,95,2985,3,
EDGE,938,943,492,1670,4892,6,
EDGE,868,532,94,1368,2675,33,
EDGE,576,588,720,1099,4323,25,
EDGE,775,559,659,421,2364,20,
EDGE,138,458,782,415,2449,40,
EDGE,436,413,446,782,724,31,
EDGE,24,503,107,668,4647,30,
EDGE,624,398,314,1029,2402,49,
EDGE,700,715,57,1090,391,12,
EDGE,969,91,315,1837,4862,47,
EDGE,921,584,556,365,2619,47,
EDGE,49,547,29,106,2531,24,
EDGE,192,360,988,1111,479,43,
EDGE,894,444,757,1051,4342,11,
EDGE,520,379,698,1441,416,13,
EDGE,101,468,973,390,1865,45,
EDGE,327,74,732,426,4107,13,
EDGE,584,655,628,41,420,24,
EDGE,210,921,706,248,2429,0,
EDGE,926,246,676,1676,2759,11,
EDGE,399,846,234,771,3342,2,
EDGE,159,145,614,514,2165,27,
EDGE,696,584,728,1778,2587,13,
EDGE,962,899,670,1518,2283,26,
EDGE,706,10,426,1696,3438,24,
EDGE,284,862,923,398,4049,16,
EDGE,614,10,642,1428,3289,2,
EDGE,712,785,460,273,1876,4,
EDGE,652,117,119,335,4052,4,
EDGE,187,549,336,352,2151,43,
EDGE,732,952,712,825,2383,34,
EDGE,293,291,877,1177,2192,6,
EDGE,779,122,405,1695,1705,5,
EDGE,568,866,510,421,1091,33,
EDGE,36,480,491,233,962,14,
EDGE,38,853,398,387,734,48,
EDGE,710,825,70,505,3621,39,
EDGE,379,448,757,302,3671,38,
EDGE,787,42,679,1922,4175,49,
EDGE,997,193,787,440,2654,2,
EDGE,582,14,972,322,2846,16,
EDGE,943,179,359,956,1693,41,
EDGE,57,400,390,323,2440,32,
EDGE,65,230,189,1294,1642,21,
EDGE,673,738,450,61,3658,4,
EDGE,863,251,617,1092,2407,35,
EDGE,164,146,561,1984,2651,3,
EDGE,114,701,67,849,4293,34,
EDGE,17,633,738,357,2685,23,
EDGE,39,146,924,222,1964,0,
EDGE,390,3,577,129,3224,49,
EDGE,580,122,878,469,338,36,
EDGE,558,75,21,1338,3952,36,
EDGE,660,395,290,1414,3218,28,
EDGE,932,766,244,1408,4068,39,
EDGE,256,353,652,941,3975,9,
EDGE,465,549,901,747,1883,9,
EDGE,293,652,749,367,3232,16,
EDGE,903,164,377,1525,221,27,
EDGE,824,307,148,97,3817,26,
EDGE,727,900,555,1754,1909,25,
EDGE,128,860,642,732,1754,25,
EDGE,431,904,428,953,3755,28,
EDGE,975,397,475,754,2817,20,
EDGE,681,408,137,1491,4391,13,
EDGE,251,222,730,401,4706,12,
EDGE,970,894,747,1360,3027,29,
EDGE,561,883,783,1632,3394,23,
EDGE,659,314,219,814,1207,30,
EDGE,111,555,668,936,2510,49,
EDGE,890,638,423,114,1683,13,
EDGE,345,564,912,330,3198,33,
EDGE,442,184,966,917,245,44,
EDGE,211,395,582,1376,1461,17,
EDGE,763,696,577,1585,1326,41,
EDGE,411,588,801,1650,1670,9,
EDGE,421,324,480,513,1119,48,
EDGE,953,498,324,1260,4396,47,
EDGE,643,896,37,1394,845,50,
EDGE,66,87,22,27,482,21,
EDGE,873,92,321,1917,2972,12,
EDGE,761,154,981,446,2569,4,
EDGE,371,638,932,656,4829,28,
EDGE,486,346,721,368,2423,19,
EDGE,103,821,576,337,1295,10,
EDGE,425,121,546,1874,3406,10,
EDGE,575,565,644,971,2353,44,
EDGE,868,925,256,242,1251,28,
EDGE,99,773,41,287,3170,30,
EDGE,388,488,175,1581,213,37,
EDGE,704,837,372,1916,3662,37,
EDGE,585,186,459,1840,212,31,
EDGE,969,687,581,714,2833,5,
EDGE,907,378,71,372,1155,39,
EDGE,307,693,404,1887,1274,7,
EDGE,957,809,984,1379,1664,40,
EDGE,328,299,729,1633,730,22,
EDGE,617,818,507,42,4885,26,
EDGE,173,373,872,527,1623,32,
EDGE,286,532,926,1885,242,31,
EDGE,326,927,171,116,2006,44,
EDGE,313,269,460,896,2814,2,
EDGE,279,767,778,1354,3802,42,
EDGE,82,340,565,74,1120,39,
