edge_id,farm_a_id,farm_b_id,farm_a_x,farm_a_y,farm_b_x,farm_b_y,terrain_a,terrain_b,distance_km,terrain_cost,total_cost
293,FARM055,FARM146,4.139,0.028,4.621,9.456,hilly,rocky,9.44,2.1,19.824
294,FARM040,FARM019,0.95,0.834,6.08,4.761,flat,hilly,6.461,1.3,8.399
295,FARM074,FARM018,5.908,1.609,2.33,1.095,flat,rocky,3.615,1.8,6.507
296,FARM095,FARM099,4.012,7.263,0.278,3.877,flat,flat,5.041,1.0,5.041
297,FARM059,FARM023,7.52,8.738,7.921,5.665,hilly,hilly,3.099,1.6,4.958
298,FARM091,FARM092,2.445,4.325,4.86,1.455,rocky,flat,3.751,1.8,6.752
299,FARM048,FARM027,3.131,8.185,3.371,8.224,rocky,hilly,0.243,2.1,0.51
300,FARM124,FARM127,1.42,1.352,5.042,1.526,flat,flat,3.626,1.0,3.626
301,FARM083,FARM148,9.327,4.785,8.759,9.99,rocky,flat,5.236,1.8,9.425
302,FARM070,FARM080,3.846,7.258,1.917,7.598,rocky,flat,1.959,1.8,3.526
303,FARM106,FARM150,9.911,6.897,3.884,9.623,hilly,rocky,6.615,2.1,13.892
304,FARM008,FARM107,8.841,0.499,3.211,1.02,hilly,flat,5.654,1.3,7.35
305,FARM072,FARM097,9.929,1.064,9.238,4.902,flat,flat,3.9,1.0,3.9
306,FARM024,FARM087,2.858,2.733,5.881,4.997,rocky,rocky,3.777,2.6,9.82
307,FARM131,FARM010,0.631,5.278,1.289,9.679,hilly,rocky,4.45,2.1,9.345
308,FARM014,FARM070,9.423,9.363,6.416,1.194,rocky,flat,8.705,1.8,15.669
309,FARM147,FARM071,7.31,6.054,5.47,9.845,flat,flat,4.214,1.0,4.214
310,FARM074,FARM078,6.638,3.255,4.743,0.572,flat,rocky,3.285,1.8,5.913
311,FARM078,FARM042,7.868,4.338,5.477,8.25,rocky,flat,4.585,1.8,8.253
312,FARM078,FARM100,4.122,5.298,5.265,5.392,flat,rocky,1.147,1.8,2.065
313,FARM120,FARM018,1.837,8.006,2.461,4.315,flat,hilly,3.743,1.3,4.866
314,FARM007,FARM061,3.649,4.062,8.525,7.684,flat,flat,6.074,1.0,6.074
315,FARM092,FARM039,2.457,7.664,9.1,1.296,hilly,rocky,9.202,2.1,19.324
316,FARM019,FARM138,0.671,2.25,4.549,3.544,flat,rocky,4.088,1.8,7.358
317,FARM045,FARM106,9.481,1.031,6.523,2.48,rocky,rocky,3.294,2.6,8.564
318,FARM084,FARM126,8.261,0.135,5.363,8.861,flat,rocky,9.195,1.8,16.551
319,FARM084,FARM042,5.327,7.235,3.731,3.006,rocky,rocky,4.52,2.6,11.752
320,FARM131,FARM103,6.954,0.883,5.585,3.126,flat,hilly,2.628,1.3,3.416
321,FARM039,FARM096,9.32,7.715,6.617,8.885,flat,flat,2.945,1.0,2.945
322,FARM076,FARM132,3.048,2.677,6.499,1.714,rocky,flat,3.583,1.8,6.449
323,FARM084,FARM039,0.211,4.361,5.238,7.627,rocky,flat,5.995,1.8,10.791
324,FARM124,FARM120,0.04,8.517,9.507,9.285,hilly,hilly,9.498,1.6,15.197
325,FARM120,FARM031,3.742,3.775,8.528,0.075,flat,hilly,6.049,1.3,7.864
326,FARM028,FARM143,3.07,1.861,1.305,6.712,hilly,flat,5.162,1.3,6.711
327,FARM017,FARM123,1.796,2.386,7.546,9.521,rocky,flat,9.164,1.8,16.495
328,FARM026,FARM088,4.168,0.828,2.434,1.161,flat,rocky,1.766,1.8,3.179
329,FARM055,FARM101,0.642,7.372,0.989,1.954,rocky,rocky,5.429,2.6,14.115
330,FARM023,FARM135,4.914,3.635,7.034,8.535,flat,flat,5.339,1.0,5.339
331,FARM091,FARM071,6.258,2.882,9.981,4.519,rocky,flat,4.067,1.8,7.321
332,FARM130,FARM122,5.315,9.358,9.808,8.413,flat,rocky,4.591,1.8,8.264
333,FARM100,FARM031,2.818,9.047,2.487,0.438,hilly,hilly,8.615,1.6,13.784
334,FARM070,FARM097,6.708,5.508,5.683,3.576,hilly,rocky,2.187,2.1,4.593
335,FARM006,FARM047,6.284,2.549,2.78,7.748,hilly,rocky,6.27,2.1,13.167
336,FARM144,FARM040,9.217,0.6,7.428,5.066,rocky,hilly,4.811,2.1,10.103
337,FARM057,FARM052,8.35,9.651,9.858,8.362,flat,hilly,1.984,1.3,2.579
338,FARM147,FARM066,6.764,1.248,4.472,6.663,rocky,rocky,5.88,2.6,15.288
339,FARM001,FARM145,5.167,6.704,1.876,7.771,flat,rocky,3.46,1.8,6.228
340,FARM123,FARM070,5.948,0.621,1.275,1.094,hilly,rocky,4.697,2.1,9.864
341,FARM006,FARM043,0.153,6.701,3.711,1.472,rocky,hilly,6.325,2.1,13.283
342,FARM010,FARM122,0.773,2.964,1.722,9.611,rocky,flat,6.714,1.8,12.085
343,FARM148,FARM114,2.822,4.488,8.21,7.902,hilly,flat,6.379,1.3,8.293
344,FARM146,FARM109,3.301,1.619,8.439,0.175,hilly,hilly,5.337,1.6,8.539
345,FARM062,FARM059,1.557,0.468,1.999,9.962,flat,rocky,9.504,1.8,17.107
346,FARM125,FARM048,8.683,3.406,1.186,6.712,flat,rocky,8.194,1.8,14.749
347,FARM037,FARM143,7.527,4.439,0.408,0.359,rocky,hilly,8.205,2.1,17.23
348,FARM090,FARM061,0.469,6.721,0.402,7.639,rocky,rocky,0.92,2.6,2.392
349,FARM027,FARM141,5.755,4.647,5.51,7.208,rocky,rocky,2.573,2.6,6.69
350,FARM131,FARM086,7.453,7.11,1.533,6.763,flat,hilly,5.93,1.3,7.709
351,FARM119,FARM051,7.041,8.343,4.528,8.962,flat,hilly,2.588,1.3,3.364
352,FARM130,FARM127,3.51,7.404,9.735,8.376,hilly,flat,6.3,1.3,8.19
353,FARM006,FARM140,6.722,8.967,8.376,3.647,flat,hilly,5.571,1.3,7.242
354,FARM027,FARM083,6.896,8.487,3.422,2.286,flat,flat,7.108,1.0,7.108
355,FARM049,FARM072,4.733,2.687,6.904,1.986,hilly,rocky,2.281,2.1,4.79
356,FARM137,FARM034,7.492,1.25,9.856,3.281,rocky,flat,3.117,1.8,5.611
357,FARM078,FARM105,4.405,7.345,8.738,3.536,rocky,hilly,5.769,2.1,12.115
358,FARM058,FARM107,5.432,0.033,3.376,6.031,flat,hilly,6.341,1.3,8.243
359,FARM098,FARM007,9.301,6.932,6.219,7.045,hilly,hilly,3.084,1.6,4.934
360,FARM129,FARM089,5.197,3.406,6.941,3.395,flat,rocky,1.744,1.8,3.139
361,FARM004,FARM123,4.53,2.577,6.129,0.812,flat,hilly,2.382,1.3,3.097
362,FARM042,FARM072,8.72,9.095,5.031,6.891,rocky,hilly,4.297,2.1,9.024
363,FARM070,FARM148,9.871,8.297,7.805,1.036,hilly,hilly,7.549,1.6,12.078
364,FARM071,FARM004,6.091,8.72,9.853,0.574,hilly,hilly,8.973,1.6,14.357
365,FARM014,FARM032,7.683,1.567,9.154,0.23,hilly,rocky,1.988,2.1,4.175
366,FARM116,FARM145,3.851,4.676,8.382,6.704,rocky,rocky,4.964,2.6,12.906
367,FARM127,FARM127,1.295,8.991,6.408,8.131,flat,hilly,5.185,1.3,6.74
368,FARM147,FARM016,8.435,0.182,0.402,1.327,flat,flat,8.114,1.0,8.114
369,FARM141,FARM131,6.96,5.74,2.908,8.942,flat,flat,5.164,1.0,5.164
370,FARM104,FARM079,8.361,9.498,5.529,2.699,hilly,rocky,7.365,2.1,15.467
371,FARM031,FARM042,6.074,3.549,4.003,9.76,rocky,hilly,6.547,2.1,13.749
372,FARM036,FARM106,1.703,0.815,2.029,0.147,rocky,rocky,0.743,2.6,1.932
373,FARM055,FARM047,8.364,8.452,6.231,4.424,hilly,flat,4.558,1.3,5.925
374,FARM114,FARM148,0.246,6.815,4.976,0.223,hilly,hilly,8.113,1.6,12.981
375,FARM102,FARM138,7.516,8.963,3.816,5.598,rocky,hilly,5.001,2.1,10.502
376,FARM031,FARM092,6.403,7.06,0.239,4.271,rocky,rocky,6.766,2.6,17.592
377,FARM097,FARM048,9.126,8.15,7.542,9.423,hilly,hilly,2.032,1.6,3.251
378,FARM027,FARM082,0.226,3.564,1.829,0.155,hilly,rocky,3.767,2.1,7.911
379,FARM111,FARM049,4.287,9.413,9.138,9.417,flat,hilly,4.851,1.3,6.306
380,FARM143,FARM045,0.606,5.108,7.976,4.919,hilly,rocky,7.372,2.1,15.481
381,FARM075,FARM025,6.546,7.006,6.757,0.305,flat,flat,6.704,1.0,6.704
382,FARM029,FARM006,7.247,6.603,3.208,7.869,hilly,hilly,4.233,1.6,6.773
383,FARM149,FARM014,6.678,5.143,2.797,3.17,rocky,flat,4.354,1.8,7.837
384,FARM008,FARM118,6.167,8.243,9.339,1.509,rocky,flat,7.444,1.8,13.399
385,FARM134,FARM113,2.57,0.367,3.354,6.736,hilly,flat,6.417,1.3,8.342
386,FARM146,FARM063,0.183,8.531,0.677,7.163,rocky,hilly,1.454,2.1,3.053
387,FARM126,FARM093,3.395,6.388,5.68,4.683,hilly,hilly,2.851,1.6,4.562
388,FARM020,FARM117,5.527,7.222,7.711,6.567,rocky,rocky,2.28,2.6,5.928
389,FARM045,FARM140,4.161,0.062,9.881,5.57,hilly,flat,7.941,1.3,10.323
390,FARM040,FARM012,5.524,0.201,4.067,4.649,hilly,rocky,4.681,2.1,9.83
391,FARM128,FARM086,3.968,7.071,6.629,1.681,rocky,flat,6.011,1.8,10.82
392,FARM038,FARM140,8.728,2.311,8.13,8.943,rocky,rocky,6.659,2.6,17.313
393,FARM110,FARM059,5.677,4.232,2.438,9.591,hilly,rocky,6.262,2.1,13.15
394,FARM064,FARM091,5.556,3.016,7.313,5.24,rocky,flat,2.834,1.8,5.101
395,FARM097,FARM005,1.707,6.9,1.35,0.804,flat,flat,6.106,1.0,6.106
396,FARM036,FARM039,7.629,5.804,4.414,2.698,rocky,flat,4.47,1.8,8.046
397,FARM066,FARM056,5.819,8.739,5.863,6.518,flat,rocky,2.221,1.8,3.998
398,FARM097,FARM127,7.42,1.763,9.959,3.64,flat,rocky,3.157,1.8,5.683
399,FARM023,FARM033,6.709,5.406,0.414,0.005,flat,rocky,8.294,1.8,14.929
400,FARM057,FARM149,4.628,2.894,5.167,3.95,hilly,hilly,1.186,1.6,1.898
401,FARM037,FARM121,1.264,1.317,7.132,9.247,rocky,rocky,9.865,2.6,25.649
402,FARM120,FARM051,2.321,7.798,6.461,7.16,rocky,rocky,4.189,2.6,10.891
403,FARM123,FARM029,1.423,4.79,1.873,8.785,rocky,rocky,4.02,2.6,10.452
404,FARM142,FARM042,7.727,6.408,2.641,0.353,rocky,flat,7.908,1.8,14.234
405,FARM075,FARM105,0.385,4.329,4.803,9.248,hilly,rocky,6.612,2.1,13.885
406,FARM047,FARM105,6.364,8.262,6.088,0.877,hilly,rocky,7.39,2.1,15.519
407,FARM006,FARM133,6.477,1.114,6.019,4.693,rocky,rocky,3.608,2.6,9.381
408,FARM106,FARM029,1.001,7.648,3.274,0.394,flat,rocky,7.602,1.8,13.684
409,FARM113,FARM051,6.228,7.863,3.475,0.419,rocky,hilly,7.937,2.1,16.668
410,FARM109,FARM126,2.703,0.042,3.648,3.066,flat,hilly,3.168,1.3,4.118
411,FARM064,FARM042,0.042,0.077,6.992,4.349,flat,flat,8.158,1.0,8.158
412,FARM111,FARM067,2.882,9.864,3.847,2.886,rocky,rocky,7.044,2.6,18.314
413,FARM111,FARM051,2.288,5.921,4.888,6.428,hilly,hilly,2.649,1.6,4.238
414,FARM096,FARM018,7.244,1.671,3.588,8.548,hilly,flat,7.788,1.3,10.124
415,FARM025,FARM080,5.369,0.403,9.547,0.663,hilly,rocky,4.186,2.1,8.791
416,FARM099,FARM036,3.215,2.991,2.56,5.14,rocky,hilly,2.247,2.1,4.719
417,FARM130,FARM109,8.338,6.881,1.372,5.102,rocky,rocky,7.19,2.6,18.694
418,FARM061,FARM004,4.098,9.162,0.417,9.693,rocky,hilly,3.719,2.1,7.81
419,FARM039,FARM086,1.603,5.847,2.749,0.973,rocky,rocky,5.007,2.6,13.018
420,FARM103,FARM044,8.921,1.046,5.747,6.698,rocky,flat,6.482,1.8,11.668
421,FARM054,FARM072,4.737,9.909,6.138,8.024,flat,flat,2.349,1.0,2.349
422,FARM050,FARM001,7.848,9.87,3.034,8.761,flat,rocky,4.94,1.8,8.892
423,FARM133,FARM130,9.261,8.11,6.57,3.285,hilly,hilly,5.525,1.6,8.84
424,FARM010,FARM117,9.958,3.933,8.674,7.651,hilly,flat,3.933,1.3,5.113
425,FARM101,FARM120,2.812,2.08,4.633,2.352,rocky,rocky,1.841,2.6,4.787
426,FARM058,FARM064,7.096,2.131,9.675,4.799,flat,rocky,3.711,1.8,6.68
427,FARM017,FARM022,5.594,2.854,6.743,4.771,flat,hilly,2.235,1.3,2.905
428,FARM119,FARM134,9.788,6.672,8.9,3.45,rocky,rocky,3.342,2.6,8.689
429,FARM023,FARM028,9.236,6.609,4.904,7.045,hilly,hilly,4.354,1.6,6.966
430,FARM118,FARM107,6.469,6.361,2.746,1.828,hilly,hilly,5.866,1.6,9.386
431,FARM116,FARM150,7.36,8.489,9.9,7.116,flat,hilly,2.887,1.3,3.753
432,FARM007,FARM030,6.908,7.647,0.114,9.183,flat,hilly,6.965,1.3,9.055
433,FARM008,FARM018,0.296,3.405,3.266,7.114,hilly,flat,4.752,1.3,6.178
434,FARM131,FARM116,5.615,9.048,2.524,0.68,flat,hilly,8.921,1.3,11.597
435,FARM056,FARM008,7.948,8.929,5.02,2.404,hilly,hilly,7.152,1.6,11.443
436,FARM079,FARM145,7.219,2.803,3.29,4.984,rocky,flat,4.494,1.8,8.089
437,FARM013,FARM086,9.221,1.742,6.872,4.78,hilly,flat,3.84,1.3,4.992
438,FARM119,FARM118,6.458,1.987,4.162,7.862,hilly,rocky,6.308,2.1,13.247
439,FARM110,FARM147,1.589,0.832,4.989,1.328,hilly,flat,3.436,1.3,4.467
440,FARM106,FARM094,6.011,4.845,0.802,8.113,hilly,hilly,6.149,1.6,9.838
441,FARM034,FARM144,3.045,4.145,7.214,3.095,rocky,hilly,4.299,2.1,9.028
442,FARM041,FARM094,5.906,9.601,2.402,6.481,hilly,rocky,4.692,2.1,9.853
443,FARM064,FARM087,3.928,1.084,1.374,7.526,rocky,hilly,6.93,2.1,14.553
444,FARM024,FARM076,1.189,0.797,8.244,6.447,flat,rocky,9.039,1.8,16.27
445,FARM057,FARM066,2.234,6.657,2.889,3.622,hilly,rocky,3.105,2.1,6.521
446,FARM072,FARM104,6.764,5.824,1.398,4.284,rocky,flat,5.583,1.8,10.049
447,FARM136,FARM086,7.526,1.908,2.019,0.296,rocky,flat,5.738,1.8,10.328
448,FARM025,FARM021,6.923,3.85,8.068,0.599,rocky,flat,3.447,1.8,6.205
449,FARM123,FARM141,7.175,1.151,4.356,1.443,flat,flat,2.834,1.0,2.834
450,FARM051,FARM009,6.589,9.288,7.996,7.301,flat,flat,2.435,1.0,2.435
451,FARM090,FARM093,6.575,9.818,9.941,1.873,hilly,flat,8.629,1.3,11.218
452,FARM061,FARM014,7.228,4.037,6.965,1.131,flat,flat,2.918,1.0,2.918
453,FARM015,FARM006,5.245,7.489,2.473,2.112,hilly,flat,6.049,1.3,7.864
454,FARM063,FARM017,3.932,5.993,9.08,6.279,hilly,hilly,5.156,1.6,8.25
455,FARM073,FARM071,2.126,7.543,9.746,5.597,hilly,flat,7.865,1.3,10.225
456,FARM055,FARM117,6.759,1.997,9.751,6.181,hilly,flat,5.144,1.3,6.687
457,FARM063,FARM097,9.521,4.556,5.4,6.485,hilly,flat,4.55,1.3,5.915
458,FARM045,FARM067,5.333,6.918,3.01,8.188,hilly,rocky,2.647,2.1,5.559
459,FARM093,FARM054,4.016,6.317,9.702,6.37,hilly,rocky,5.686,2.1,11.941
460,FARM025,FARM093,4.919,2.648,9.403,2.593,hilly,flat,4.484,1.3,5.829
461,FARM034,FARM038,8.733,5.328,0.104,6.3,flat,flat,8.684,1.0,8.684
462,FARM063,FARM095,4.138,5.761,3.152,0.533,flat,hilly,5.32,1.3,6.916
463,FARM104,FARM096,2.004,9.425,6.5,6.031,flat,rocky,5.633,1.8,10.139
464,FARM093,FARM029,6.179,5.679,0.796,0.221,flat,hilly,7.666,1.3,9.966
465,FARM090,FARM104,0.348,8.996,4.989,8.891,flat,hilly,4.642,1.3,6.035
466,FARM135,FARM144,3.407,8.406,8.773,3.169,hilly,flat,7.498,1.3,9.747
467,FARM063,FARM004,6.142,7.476,3.944,8.052,rocky,rocky,2.272,2.6,5.907
468,FARM031,FARM113,0.593,2.725,0.564,3.824,rocky,flat,1.099,1.8,1.978
469,FARM081,FARM100,9.088,1.688,5.354,4.67,rocky,flat,4.779,1.8,8.602
470,FARM081,FARM032,4.124,3.244,6.952,0.176,rocky,hilly,4.173,2.1,8.763
471,FARM094,FARM066,3.622,4.493,7.886,3.698,flat,flat,4.337,1.0,4.337
472,FARM017,FARM111,7.424,0.148,8.546,7.528,rocky,rocky,7.465,2.6,19.409
473,FARM079,FARM008,1.265,2.922,1.288,6.987,flat,rocky,4.065,1.8,7.317
474,FARM130,FARM094,7.381,9.418,1.761,6.002,hilly,rocky,6.577,2.1,13.812
475,FARM028,FARM140,7.806,8.693,4.676,1.08,flat,flat,8.231,1.0,8.231
476,FARM003,FARM026,6.044,0.991,1.695,2.16,hilly,hilly,4.503,1.6,7.205
477,FARM072,FARM032,9.393,5.156,0.988,0.157,flat,hilly,9.779,1.3,12.713
478,FARM101,FARM092,4.094,3.852,0.927,0.602,hilly,rocky,4.538,2.1,9.53
479,FARM009,FARM103,5.09,6.436,1.577,3.814,rocky,rocky,4.384,2.6,11.398
480,FARM049,FARM074,6.536,3.556,0.807,4.022,rocky,flat,5.748,1.8,10.346
481,FARM108,FARM095,3.263,2.935,7.493,2.536,rocky,rocky,4.249,2.6,11.047
482,FARM106,FARM038,2.28,1.03,5.793,6.428,rocky,rocky,6.44,2.6,16.744
483,FARM058,FARM118,6.265,4.724,2.979,1.989,flat,flat,4.275,1.0,4.275
484,FARM141,FARM119,4.096,7.861,8.394,3.558,rocky,hilly,6.082,2.1,12.772
485,FARM111,FARM071,1.941,0.894,7.015,9.651,rocky,flat,10.121,1.8,18.218
486,FARM115,FARM100,8.373,1.52,6.06,4.258,hilly,rocky,3.584,2.1,7.526
487,FARM133,FARM121,1.987,9.712,8.816,7.291,rocky,hilly,7.245,2.1,15.215
488,FARM004,FARM070,6.181,0.695,8.221,4.321,flat,hilly,4.16,1.3,5.408
489,FARM104,FARM041,8.052,8.705,2.008,6.13,rocky,rocky,6.57,2.6,17.082
490,FARM136,FARM024,4.031,5.267,3.809,4.232,flat,rocky,1.059,1.8,1.906
491,FARM095,FARM056,6.421,0.079,0.778,0.75,hilly,rocky,5.683,2.1,11.934
492,FARM087,FARM126,3.824,6.141,1.994,5.045,hilly,hilly,2.133,1.6,3.413
493,FARM137,FARM066,8.552,6.962,5.159,4.307,flat,flat,4.308,1.0,4.308
494,FARM012,FARM052,6.731,9.285,0.28,5.694,hilly,hilly,7.383,1.6,11.813
495,FARM016,FARM087,7.814,4.029,4.574,8.286,hilly,flat,5.35,1.3,6.955
496,FARM036,FARM092,7.493,5.932,6.026,8.608,hilly,rocky,3.052,2.1,6.409
497,FARM037,FARM099,5.806,5.081,0.418,3.187,hilly,flat,5.711,1.3,7.424
498,FARM008,FARM065,2.126,6.63,0.22,9.82,hilly,rocky,3.716,2.1,7.804
499,FARM148,FARM093,6.605,3.982,3.821,7.326,flat,rocky,4.351,1.8,7.832
500,FARM053,FARM137,5.509,1.593,5.225,0.802,rocky,rocky,0.84,2.6,2.184
501,FARM127,FARM058,4.131,9.096,8.35,2.748,rocky,hilly,7.622,2.1,16.006
502,FARM070,FARM122,9.008,8.613,9.689,4.168,rocky,rocky,4.497,2.6,11.692
503,FARM032,FARM118,6.011,4.741,7.892,1.939,flat,hilly,3.375,1.3,4.388
504,FARM009,FARM072,9.221,0.139,1.759,3.888,flat,hilly,8.351,1.3,10.856
505,FARM040,FARM094,9.609,5.954,0.598,0.299,flat,flat,10.638,1.0,10.638
506,FARM007,FARM057,2.068,9.346,3.947,1.043,hilly,rocky,8.513,2.1,17.877
507,FARM119,FARM120,0.467,8.682,9.652,2.368,flat,rocky,11.146,1.8,20.063
508,FARM080,FARM101,0.597,1.218,9.981,5.715,rocky,rocky,10.406,2.6,27.056
509,FARM056,FARM094,8.121,3.367,7.376,9.569,flat,hilly,6.247,1.3,8.121
510,FARM142,FARM003,1.937,8.111,3.518,1.691,hilly,hilly,6.612,1.6,10.579
511,FARM077,FARM135,6.532,6.334,7.099,8.509,rocky,rocky,2.248,2.6,5.845
512,FARM147,FARM142,6.963,2.56,2.837,6.113,flat,flat,5.445,1.0,5.445
513,FARM081,FARM036,8.772,0.306,9.23,0.788,flat,hilly,0.665,1.3,0.865
514,FARM115,FARM076,5.494,9.969,0.355,5.927,flat,hilly,6.538,1.3,8.499
515,FARM047,FARM094,8.678,5.4,4.062,2.175,hilly,rocky,5.631,2.1,11.825
516,FARM003,FARM118,0.528,0.997,1.33,3.25,rocky,hilly,2.391,2.1,5.021
517,FARM037,FARM022,1.515,4.101,3.896,9.284,rocky,rocky,5.704,2.6,14.83
518,FARM082,FARM029,2.081,4.759,9.254,6.71,flat,hilly,7.434,1.3,9.664
519,FARM150,FARM056,1.948,8.179,7.678,5.137,hilly,rocky,6.487,2.1,13.623
520,FARM022,FARM023,2.325,4.012,3.769,0.387,hilly,rocky,3.902,2.1,8.194
521,FARM102,FARM075,7.037,1.783,9.113,0.99,hilly,rocky,2.222,2.1,4.666
522,FARM139,FARM107,5.306,9.944,4.662,5.004,rocky,hilly,4.982,2.1,10.462
523,FARM034,FARM147,7.924,0.471,4.376,3.304,flat,hilly,4.54,1.3,5.902
524,FARM104,FARM052,1.23,1.748,8.909,2.421,hilly,flat,7.708,1.3,10.02
525,FARM047,FARM035,9.906,5.907,7.411,4.15,hilly,hilly,3.052,1.6,4.883
526,FARM090,FARM010,5.093,6.109,4.287,5.11,rocky,hilly,1.284,2.1,2.696
527,FARM090,FARM049,3.471,0.344,8.381,4.054,flat,hilly,6.154,1.3,8.0
528,FARM001,FARM070,9.025,9.723,2.107,1.563,rocky,hilly,10.698,2.1,22.466
529,FARM009,FARM073,0.532,5.883,6.862,1.205,hilly,rocky,7.871,2.1,16.529
530,FARM023,FARM022,2.313,4.554,9.687,8.102,flat,rocky,8.183,1.8,14.729
531,FARM098,FARM060,7.728,0.575,0.395,8.051,hilly,flat,10.472,1.3,13.614
532,FARM137,FARM099,8.719,2.295,0.077,9.486,flat,hilly,11.243,1.3,14.616
533,FARM133,FARM059,0.748,9.804,9.852,0.734,flat,rocky,12.851,1.8,23.132
534,FARM014,FARM040,5.121,6.402,8.173,8.921,hilly,flat,3.957,1.3,5.144
535,FARM069,FARM035,1.701,6.502,4.331,7.212,hilly,flat,2.724,1.3,3.541
536,FARM086,FARM135,9.496,9.472,4.617,9.013,rocky,rocky,4.901,2.6,12.743
537,FARM026,FARM036,8.917,8.199,7.583,1.467,flat,flat,6.863,1.0,6.863
538,FARM083,FARM002,8.272,2.99,1.768,1.912,flat,rocky,6.593,1.8,11.867
539,FARM081,FARM137,9.718,0.992,0.655,2.026,flat,rocky,9.122,1.8,16.42
540,FARM086,FARM030,6.519,0.869,1.337,0.773,hilly,rocky,5.183,2.1,10.884
541,FARM145,FARM005,3.278,4.669,5.981,8.892,flat,rocky,5.014,1.8,9.025
542,FARM046,FARM108,3.757,2.771,7.635,6.09,hilly,flat,5.104,1.3,6.635
543,FARM053,FARM056,2.945,1.453,2.958,7.775,hilly,hilly,6.322,1.6,10.115
544,FARM135,FARM149,6.362,4.637,5.749,7.142,hilly,flat,2.579,1.3,3.353
545,FARM094,FARM096,9.242,3.839,4.792,0.691,rocky,rocky,5.451,2.6,14.173
546,FARM086,FARM091,7.617,2.709,6.602,3.145,rocky,rocky,1.105,2.6,2.873
547,FARM132,FARM121,6.06,9.166,9.249,1.141,hilly,hilly,8.635,1.6,13.816
548,FARM019,FARM012,8.39,8.709,7.754,0.546,flat,flat,8.188,1.0,8.188
549,FARM034,FARM090,3.338,0.468,7.098,8.5,hilly,hilly,8.869,1.6,14.19
550,FARM075,FARM047,7.682,9.491,8.436,9.971,rocky,flat,0.894,1.8,1.609
551,FARM074,FARM149,0.341,8.034,0.503,7.372,hilly,rocky,0.682,2.1,1.432
552,FARM001,FARM099,4.829,1.243,1.427,8.346,flat,flat,7.876,1.0,7.876
553,FARM072,FARM015,5.288,6.976,1.053,5.645,hilly,rocky,4.439,2.1,9.322
554,FARM050,FARM010,5.543,5.822,0.567,8.82,hilly,flat,5.809,1.3,7.552
555,FARM122,FARM087,7.915,4.751,0.312,7.503,rocky,rocky,8.086,2.6,21.024
556,FARM068,FARM106,5.979,8.962,9.831,0.811,rocky,flat,9.015,1.8,16.227
557,FARM044,FARM013,9.538,5.268,8.916,2.921,hilly,hilly,2.428,1.6,3.885
558,FARM091,FARM026,8.218,2.012,4.491,7.926,hilly,flat,6.99,1.3,9.087
559,FARM076,FARM058,2.134,0.776,6.583,4.376,flat,hilly,5.723,1.3,7.44
560,FARM048,FARM142,6.972,2.766,0.56,8.942,flat,hilly,8.903,1.3,11.574
561,FARM050,FARM110,8.332,5.339,5.318,2.215,rocky,flat,4.341,1.8,7.814
562,FARM100,FARM039,2.601,8.752,2.808,5.219,rocky,hilly,3.539,2.1,7.432
563,FARM135,FARM121,8.522,2.787,6.536,4.592,flat,flat,2.684,1.0,2.684
564,FARM128,FARM147,8.782,3.849,9.447,1.049,flat,flat,2.878,1.0,2.878
565,FARM113,FARM031,2.707,4.661,5.475,6.077,rocky,rocky,3.109,2.6,8.083
566,FARM126,FARM071,0.387,5.169,1.53,6.047,hilly,flat,1.441,1.3,1.873
567,FARM119,FARM047,0.507,7.941,6.738,7.141,rocky,hilly,6.282,2.1,13.192
568,FARM011,FARM023,3.666,8.942,2.606,6.939,rocky,flat,2.266,1.8,4.079
569,FARM128,FARM011,3.718,7.611,9.536,2.72,rocky,rocky,7.601,2.6,19.763
570,FARM105,FARM121,3.374,2.718,7.779,7.776,flat,rocky,6.707,1.8,12.073
571,FARM109,FARM001,9.408,4.692,4.897,3.557,hilly,rocky,4.652,2.1,9.769
572,FARM109,FARM044,7.44,0.866,2.703,2.35,rocky,flat,4.964,1.8,8.935
573,FARM132,FARM141,7.786,0.233,3.88,2.532,flat,rocky,4.532,1.8,8.158
574,FARM011,FARM078,4.807,5.592,0.787,7.275,flat,rocky,4.358,1.8,7.844
575,FARM016,FARM039,0.862,6.906,7.04,8.522,hilly,hilly,6.386,1.6,10.218
576,FARM023,FARM092,7.783,7.973,0.62,4.925,flat,rocky,7.785,1.8,14.013
577,FARM141,FARM148,7.154,9.388,1.779,1.51,rocky,rocky,9.537,2.6,24.796
578,FARM039,FARM105,1.924,3.085,2.078,5.898,flat,flat,2.817,1.0,2.817
579,FARM026,FARM106,7.44,3.994,5.997,7.468,hilly,flat,3.762,1.3,4.891
580,FARM117,FARM059,6.648,3.859,4.846,1.468,flat,flat,2.994,1.0,2.994
581,FARM064,FARM081,2.712,1.61,2.813,6.258,flat,flat,4.649,1.0,4.649
582,FARM068,FARM022,2.103,9.807,0.5,3.236,rocky,rocky,6.764,2.6,17.586
583,FARM118,FARM079,6.135,7.926,6.864,2.739,rocky,flat,5.238,1.8,9.428
584,FARM062,FARM137,4.609,2.729,2.605,8.352,hilly,flat,5.969,1.3,7.76
585,FARM042,FARM009,3.476,7.446,6.537,8.25,rocky,hilly,3.165,2.1,6.647
586,FARM066,FARM006,1.027,6.009,5.101,9.665,hilly,rocky,5.474,2.1,11.495
