session_id,station_id,vehicle_id,start_time_min,duration_min,energy_kwh,price_per_kwh,total_cost,connector_type,station_zone
433,93,498,418,129,15.52,7.86,121.99,NORMAL,Z3
434,147,1606,347,138,18.98,9.29,176.32,NORMAL,Z17
435,175,1495,508,133,33.0,9.36,308.88,FAST,Z13
436,35,3632,1028,74,10.12,11.89,120.33,NORMAL,Z15
437,97,4396,331,155,34.72,8.05,279.5,NORMAL,Z1
438,49,3535,945,162,22.35,7.89,176.34,FAST,Z16
439,68,3987,384,115,27.88,9.32,259.84,NORMAL,Z5
440,67,1727,967,98,13.27,7.61,100.98,FAST,Z10
441,144,2418,849,24,2.97,7.64,22.69,FAST,Z5
442,178,646,777,178,44.02,8.25,363.17,NORMAL,Z7
443,85,4466,1139,132,25.51,9.2,234.69,FAST,Z14
444,24,3685,970,56,6.21,8.03,49.87,NORMAL,Z9
445,70,2549,1196,61,6.37,13.92,88.67,NORMAL,Z7
446,110,1172,887,158,16.45,9.16,150.68,FAST,Z1
447,124,419,1431,89,15.12,7.99,120.81,NORMAL,Z10
448,23,3110,638,20,2.58,6.63,17.11,NORMAL,Z9
449,155,3504,737,52,5.53,7.47,41.31,FAST,Z12
450,198,2728,438,68,12.58,10.76,135.36,FAST,Z10
451,52,417,391,157,36.45,8.19,298.53,FAST,Z9
452,170,2866,629,114,14.92,6.87,102.5,NORMAL,Z15
453,1,1268,554,180,33.24,11.39,378.6,NORMAL,Z8
454,106,2136,828,87,21.58,7.04,151.92,NORMAL,Z19
455,100,4720,1377,71,12.25,6.69,81.95,FAST,Z20
456,86,1067,737,62,9.81,6.73,66.02,NORMAL,Z1
457,83,935,569,62,13.27,13.51,179.28,NORMAL,Z7
458,59,2596,547,32,6.52,12.57,81.96,NORMAL,Z11
459,86,3971,746,89,10.46,6.54,68.41,FAST,Z16
460,197,193,1182,115,23.49,12.89,302.79,NORMAL,Z12
461,134,676,102,28,4.16,7.91,32.91,FAST,Z17
462,200,1660,1407,73,8.95,7.84,70.17,NORMAL,Z19
463,200,4796,804,65,8.52,7.41,63.13,FAST,Z19
464,139,738,460,58,6.22,9.0,55.98,FAST,Z2
465,57,4917,55,176,18.89,8.11,153.2,NORMAL,Z11
466,117,812,1026,22,3.2,11.43,36.58,FAST,Z7
467,110,1847,643,65,7.15,6.01,42.97,FAST,Z1
468,139,2185,92,66,8.61,6.7,57.69,NORMAL,Z19
469,158,150,192,37,8.09,7.29,58.98,NORMAL,Z15
470,199,497,513,77,9.71,11.35,110.21,FAST,Z15
471,4,2710,1214,121,19.0,7.71,146.49,FAST,Z7
472,66,3499,1377,148,22.35,9.65,215.68,FAST,Z16
473,108,2000,677,133,18.14,9.09,164.89,NORMAL,Z10
474,135,482,486,127,19.65,10.42,204.75,NORMAL,Z7
475,112,1459,492,58,9.43,13.92,131.27,NORMAL,Z6
476,129,4473,61,116,13.8,9.32,128.62,FAST,Z9
477,104,4691,952,95,14.04,9.76,137.03,NORMAL,Z5
478,177,1697,714,88,9.71,7.39,71.76,NORMAL,Z5
479,168,1062,748,116,25.53,6.98,178.2,NORMAL,Z17
480,139,2469,1062,147,18.77,11.24,210.97,FAST,Z8
481,167,3166,553,168,17.24,9.01,155.33,FAST,Z18
482,169,4336,188,36,3.87,7.97,30.84,NORMAL,Z12
483,121,4032,422,147,21.64,12.68,274.4,FAST,Z19
484,126,2546,411,30,3.82,9.58,36.6,NORMAL,Z14
485,194,4271,886,164,32.08,9.86,316.31,NORMAL,Z19
486,108,2340,171,135,18.47,9.91,183.04,FAST,Z7
487,81,2973,587,119,15.21,13.01,197.88,FAST,Z16
488,186,2203,315,101,23.09,8.37,193.26,NORMAL,Z14
489,63,250,0,159,18.0,6.79,122.22,FAST,Z15
490,43,1738,1098,63,6.83,12.12,82.78,NORMAL,Z20
491,125,1054,379,60,13.76,6.85,94.26,NORMAL,Z19
492,95,2212,1099,46,5.58,11.93,66.57,FAST,Z7
493,127,4409,400,174,18.26,9.86,180.04,FAST,Z15
494,60,3472,63,15,2.8,7.28,20.38,FAST,Z2
495,59,4018,1336,117,19.49,6.59,128.44,NORMAL,Z3
496,82,3586,435,140,18.21,11.36,206.87,NORMAL,Z16
497,89,334,1383,137,17.68,8.31,146.92,NORMAL,Z17
498,149,482,323,127,27.88,6.81,189.86,NORMAL,Z19
499,151,681,1439,162,16.56,7.57,125.36,NORMAL,Z14
500,192,2137,1,67,6.8,7.32,49.78,NORMAL,Z18
501,133,984,1079,22,2.61,13.77,35.94,NORMAL,Z3
502,190,142,911,27,3.52,7.4,26.05,FAST,Z13
503,168,2012,407,121,18.99,8.76,166.35,FAST,Z7
504,26,4403,812,49,8.15,8.54,69.6,NORMAL,Z6
505,83,4715,1110,90,13.67,13.47,184.13,NORMAL,Z12
506,96,3885,1010,101,15.08,7.66,115.51,NORMAL,Z6
507,5,2275,461,22,2.78,12.32,34.25,FAST,Z12
508,42,2354,613,118,15.26,7.85,119.79,NORMAL,Z3
509,179,180,635,52,7.04,6.36,44.77,NORMAL,Z17
510,37,1467,187,113,15.48,6.82,105.57,NORMAL,Z17
511,73,1381,1175,114,12.14,11.19,135.85,NORMAL,Z9
512,70,4616,250,58,10.56,6.31,66.63,FAST,Z12
513,182,3616,671,52,10.99,9.37,102.98,FAST,Z2
514,130,1483,1281,45,9.82,6.68,65.6,NORMAL,Z6
515,131,1312,644,117,25.47,6.62,168.61,NORMAL,Z5
516,106,4871,248,33,4.68,7.49,35.05,FAST,Z10
517,122,40,330,34,4.16,8.15,33.9,NORMAL,Z1
518,2,2235,469,42,4.24,11.69,49.57,NORMAL,Z7
519,169,866,1308,94,23.01,6.71,154.4,FAST,Z12
520,60,4281,635,92,17.43,6.68,116.43,FAST,Z1
521,24,2218,271,38,5.5,8.25,45.38,NORMAL,Z19
522,158,4466,710,99,11.46,7.22,82.74,NORMAL,Z16
523,181,639,829,31,4.48,6.4,28.67,FAST,Z1
524,140,2540,1236,114,13.38,8.34,111.59,FAST,Z1
525,75,3575,1171,53,5.57,13.83,77.03,NORMAL,Z4
526,66,514,1384,164,22.68,8.99,203.89,NORMAL,Z19
527,26,1321,1058,85,12.28,10.13,124.4,NORMAL,Z17
528,192,1254,278,141,26.87,7.37,198.03,NORMAL,Z7
529,7,3655,909,88,13.54,9.61,130.12,NORMAL,Z1
530,44,4825,425,161,23.63,12.92,305.3,NORMAL,Z13
531,3,1227,1324,67,10.73,9.28,99.57,FAST,Z1
532,163,2248,826,150,16.55,8.3,137.37,NORMAL,Z1
533,179,2317,150,167,27.95,6.93,193.69,NORMAL,Z13
534,66,3229,473,85,14.42,9.05,130.5,NORMAL,Z17
535,119,157,1259,95,10.85,6.36,69.01,NORMAL,Z10
536,23,3781,500,122,14.34,13.96,200.19,FAST,Z20
537,165,3434,256,125,13.27,6.82,90.5,NORMAL,Z15
538,6,2285,1346,104,11.35,6.55,74.34,FAST,Z6
539,50,4109,105,51,6.83,9.4,64.2,FAST,Z16
540,87,2571,1121,102,11.48,10.85,124.56,FAST,Z6
541,167,3088,833,131,28.7,6.08,174.5,NORMAL,Z19
542,137,469,663,84,15.01,9.49,142.44,FAST,Z6
543,91,602,597,145,27.9,11.22,313.04,FAST,Z1
544,81,4020,412,117,12.08,9.43,113.91,FAST,Z19
545,150,49,717,70,7.3,6.99,51.03,NORMAL,Z10
546,72,218,593,157,17.81,12.97,231.0,NORMAL,Z12
547,170,4468,623,70,7.21,7.92,57.1,NORMAL,Z14
548,131,2648,103,50,8.91,6.96,62.01,FAST,Z14
549,140,4258,1287,165,38.82,8.82,342.39,NORMAL,Z8
550,124,1577,1122,123,15.33,13.59,208.33,FAST,Z17
551,198,4189,1098,75,7.56,10.71,80.97,NORMAL,Z7
552,193,1156,770,158,21.39,8.52,182.24,FAST,Z11
553,25,3152,421,43,4.83,11.4,55.06,NORMAL,Z13
554,121,3929,1135,126,14.22,13.78,195.95,NORMAL,Z10
555,179,3376,863,178,21.21,7.93,168.2,FAST,Z5
556,7,2661,363,165,36.12,6.76,244.17,NORMAL,Z15
557,103,1595,1119,176,30.24,13.19,398.87,NORMAL,Z6
558,93,4980,307,148,27.6,6.13,169.19,FAST,Z17
559,199,963,1319,44,6.28,9.01,56.58,FAST,Z11
560,196,2603,812,159,24.33,6.98,169.82,FAST,Z18
561,178,301,382,71,15.75,6.67,105.05,NORMAL,Z2
562,55,4920,1017,177,19.89,9.3,184.98,FAST,Z6
563,160,3768,687,139,16.32,7.94,129.58,FAST,Z15
564,29,4050,31,84,13.7,7.33,100.42,FAST,Z3
565,5,333,1340,108,13.92,6.51,90.62,FAST,Z15
566,184,3165,1307,54,9.6,9.37,89.95,FAST,Z9
567,78,2646,1235,60,6.18,7.1,43.88,FAST,Z19
568,20,3925,590,87,9.13,9.98,91.12,NORMAL,Z7
569,18,4471,402,139,18.54,7.54,139.79,NORMAL,Z9
570,58,2673,317,115,12.59,9.42,118.6,NORMAL,Z4
571,96,4682,592,101,10.25,12.3,126.08,FAST,Z7
572,141,2946,296,176,35.06,8.35,292.75,NORMAL,Z9
573,53,3159,1041,151,35.06,12.14,425.63,FAST,Z8
574,141,2560,1049,72,13.95,9.19,128.2,NORMAL,Z20
575,196,4095,1402,21,4.11,8.85,36.37,FAST,Z12
576,144,2755,1024,38,8.82,12.92,113.95,NORMAL,Z19
577,90,4183,975,19,3.52,9.2,32.38,NORMAL,Z14
578,127,1184,1331,60,11.97,9.6,114.91,FAST,Z1
579,155,1491,1226,142,23.24,8.52,198.0,FAST,Z11
580,142,195,200,118,17.44,7.58,132.2,NORMAL,Z12
581,67,4169,370,20,2.98,8.28,24.67,NORMAL,Z15
582,135,1903,989,147,29.37,6.04,177.39,FAST,Z8
583,24,4944,1085,78,8.13,13.69,111.3,FAST,Z8
584,25,4308,688,32,6.91,8.75,60.46,FAST,Z20
585,179,2393,1346,52,7.41,6.72,49.8,NORMAL,Z16
586,8,3911,803,147,14.92,9.66,144.13,FAST,Z1
587,113,204,639,131,14.65,6.77,99.18,NORMAL,Z1
588,36,1046,310,179,21.38,8.24,176.17,FAST,Z11
589,4,1971,72,73,15.04,8.86,133.25,FAST,Z1
590,96,1214,1304,19,4.68,7.32,34.26,FAST,Z4
591,49,1008,147,152,30.96,6.1,188.86,NORMAL,Z18
592,31,2606,542,177,19.8,10.47,207.31,FAST,Z18
593,103,731,152,24,4.8,9.99,47.95,FAST,Z12
594,136,538,1043,175,19.42,10.56,205.08,NORMAL,Z8
595,157,1271,913,90,13.13,8.22,107.93,NORMAL,Z5
596,59,102,432,132,16.95,13.63,231.03,FAST,Z1
597,184,3354,485,26,3.06,12.88,39.41,FAST,Z1
598,175,4106,36,70,10.07,7.67,77.24,FAST,Z8
599,41,44,473,108,11.35,13.97,158.56,NORMAL,Z2
600,92,507,891,43,9.41,9.79,92.12,NORMAL,Z18
601,14,1687,188,57,13.11,6.96,91.25,FAST,Z15
602,16,2888,1018,21,2.24,9.02,20.2,NORMAL,Z6
603,182,3361,1059,100,13.51,11.69,157.93,NORMAL,Z16
604,32,4459,621,91,13.22,9.45,124.93,NORMAL,Z8
605,153,4194,236,100,11.8,6.54,77.17,NORMAL,Z14
606,59,919,565,67,7.57,11.14,84.33,NORMAL,Z16
607,110,4151,1371,83,13.07,8.52,111.36,FAST,Z3
608,157,1709,1396,44,6.7,8.21,55.01,NORMAL,Z4
609,111,694,1261,100,15.04,8.65,130.1,NORMAL,Z14
610,20,833,605,39,6.23,6.55,40.81,FAST,Z20
611,76,2241,1363,127,20.92,6.79,142.05,FAST,Z15
612,112,3253,796,149,28.29,7.89,223.21,FAST,Z4
613,89,1171,809,151,30.23,7.82,236.4,NORMAL,Z18
614,75,1211,1169,45,6.77,9.95,67.36,NORMAL,Z20
615,109,511,1175,59,8.16,13.86,113.1,NORMAL,Z11
616,164,3667,778,94,15.94,6.61,105.36,NORMAL,Z1
617,29,2831,597,167,31.15,9.56,297.79,FAST,Z9
618,3,1840,769,18,3.06,7.64,23.38,NORMAL,Z3
619,162,2025,769,69,10.29,8.87,91.27,NORMAL,Z7
620,182,55,209,62,6.36,9.95,63.28,NORMAL,Z3
621,87,3061,1064,23,2.65,10.27,27.22,FAST,Z14
622,198,1017,972,79,8.55,7.81,66.78,FAST,Z14
623,72,1319,1231,21,4.44,7.74,34.37,NORMAL,Z3
624,186,2261,23,157,29.56,9.55,282.3,FAST,Z19
625,190,4093,660,105,11.79,9.0,106.11,FAST,Z18
626,101,264,430,72,8.26,13.51,111.59,NORMAL,Z2
627,159,1508,1275,92,12.97,9.74,126.33,NORMAL,Z7
628,147,3214,759,119,13.48,8.36,112.69,NORMAL,Z17
629,163,2138,1044,43,5.39,9.05,48.78,FAST,Z12
630,189,1695,218,163,37.02,6.36,235.45,FAST,Z10
631,78,3564,458,170,31.72,12.27,389.2,FAST,Z12
632,179,1059,260,145,26.68,7.78,207.57,NORMAL,Z14
633,35,2475,942,103,25.6,8.55,218.88,FAST,Z11
634,199,3325,1148,54,6.96,13.08,91.04,FAST,Z10
635,191,2830,254,112,20.03,9.66,193.49,NORMAL,Z5
636,124,4992,1296,139,14.06,6.03,84.78,FAST,Z4
637,117,2378,1161,19,3.57,10.12,36.13,FAST,Z14
638,169,2533,998,116,19.29,9.63,185.76,NORMAL,Z19
639,20,2065,983,39,6.86,6.75,46.3,FAST,Z18
640,72,1473,170,72,10.48,7.75,81.22,NORMAL,Z18
641,82,3756,1063,62,12.41,9.13,113.3,FAST,Z6
642,51,2588,213,132,16.04,9.61,154.14,NORMAL,Z1
643,158,1448,42,123,16.47,8.56,140.98,FAST,Z8
644,81,221,954,79,9.83,6.69,65.76,NORMAL,Z20
645,154,2606,259,89,8.96,9.34,83.69,NORMAL,Z18
646,80,3466,443,28,4.26,10.47,44.6,NORMAL,Z13
647,23,35,709,141,14.49,6.88,99.69,NORMAL,Z2
648,133,351,654,27,2.96,9.92,29.36,FAST,Z17
649,200,1822,905,51,5.68,8.52,48.39,FAST,Z7
650,142,1279,305,47,9.04,9.68,87.51,NORMAL,Z18
651,191,2532,1436,146,18.45,7.09,130.81,NORMAL,Z3
652,47,3444,1256,82,8.47,7.34,62.17,FAST,Z1
653,197,3791,113,130,31.13,7.89,245.62,FAST,Z7
654,13,1403,568,135,22.54,10.41,234.64,FAST,Z11
655,92,2598,873,91,13.88,7.06,97.99,NORMAL,Z9
656,164,768,1245,34,4.24,6.25,26.5,NORMAL,Z15
657,66,3761,705,31,3.64,7.39,26.9,NORMAL,Z1
658,167,2152,323,80,8.41,6.03,50.71,FAST,Z19
659,175,2824,871,44,8.28,9.19,76.09,FAST,Z5
660,89,4050,244,166,31.93,8.7,277.79,NORMAL,Z16
661,100,928,909,105,19.06,6.44,122.75,NORMAL,Z2
662,132,287,161,176,21.99,8.37,184.06,NORMAL,Z2
663,88,1183,166,163,31.73,7.92,251.3,NORMAL,Z14
664,65,1269,1261,76,11.65,9.12,106.25,NORMAL,Z7
665,61,627,123,24,3.53,6.82,24.07,NORMAL,Z14
666,184,4444,1095,126,18.4,9.59,176.46,FAST,Z11
667,69,4199,528,53,8.65,10.78,93.25,NORMAL,Z4
668,187,4028,1056,180,19.53,12.26,239.44,NORMAL,Z13
669,8,3352,542,120,24.94,13.14,327.71,NORMAL,Z11
670,27,3019,1083,29,4.1,13.0,53.3,NORMAL,Z3
671,3,242,1235,150,24.0,6.8,163.2,FAST,Z13
672,19,433,55,92,15.19,9.97,151.44,FAST,Z3
673,79,1630,1233,33,3.55,7.79,27.65,FAST,Z2
674,179,3945,1423,45,5.36,9.08,48.67,FAST,Z20
675,57,4569,27,167,38.53,8.72,335.98,NORMAL,Z12
676,4,4616,681,129,23.61,8.01,189.12,NORMAL,Z3
677,180,4974,1063,53,9.05,10.45,94.57,FAST,Z7
678,119,3224,245,113,12.37,6.06,74.96,NORMAL,Z20
679,17,2034,45,15,3.34,6.16,20.57,NORMAL,Z8
680,47,933,1325,70,7.08,9.89,70.02,NORMAL,Z5
681,145,4438,1061,152,25.7,12.75,327.68,NORMAL,Z1
682,118,4489,553,86,11.63,9.06,105.37,NORMAL,Z17
683,50,1407,107,36,7.44,8.24,61.31,NORMAL,Z4
684,4,1245,131,72,12.15,8.65,105.1,FAST,Z3
685,96,1194,831,22,3.13,6.28,19.66,FAST,Z9
686,42,1776,843,112,18.61,7.98,148.51,NORMAL,Z3
687,101,1085,1432,75,16.78,7.21,120.98,FAST,Z9
688,41,1840,249,94,11.85,6.37,75.48,NORMAL,Z18
689,45,4915,615,176,38.65,8.21,317.32,FAST,Z14
690,125,1927,185,91,22.46,9.46,212.47,NORMAL,Z10
691,45,1465,996,62,6.33,7.88,49.88,NORMAL,Z11
692,5,1846,1386,131,15.18,6.03,91.54,NORMAL,Z12
693,98,4649,424,99,12.39,9.7,120.18,FAST,Z7
694,107,341,776,89,22.1,6.39,141.22,FAST,Z17
695,35,1932,1062,86,14.69,10.62,156.01,FAST,Z6
696,155,78,1310,23,4.37,7.51,32.82,FAST,Z15
697,128,4832,966,62,6.64,6.93,46.02,NORMAL,Z7
698,52,290,593,168,29.4,13.41,394.25,NORMAL,Z7
699,184,4218,1265,152,33.35,6.81,227.11,NORMAL,Z9
700,62,1925,1024,146,20.96,10.56,221.34,NORMAL,Z1
701,167,4222,880,158,30.02,6.83,205.04,NORMAL,Z9
702,145,1440,661,126,15.05,9.26,139.36,NORMAL,Z4
703,92,2450,824,84,18.09,6.93,125.36,NORMAL,Z4
704,55,1868,541,64,9.89,11.03,109.09,FAST,Z20
705,134,2606,422,31,3.9,9.19,35.84,NORMAL,Z13
706,63,347,527,161,31.41,11.44,359.33,NORMAL,Z13
707,121,282,1176,93,17.04,9.9,168.7,NORMAL,Z11
708,188,4217,36,52,6.25,7.33,45.81,NORMAL,Z5
709,17,2693,594,171,42.13,13.51,569.18,NORMAL,Z14
710,13,4957,933,53,7.61,6.46,49.16,FAST,Z14
711,129,1062,1179,116,14.04,12.74,178.87,FAST,Z12
712,154,96,285,75,14.05,9.31,130.81,FAST,Z15
713,78,1409,318,52,5.76,6.04,34.79,FAST,Z13
714,70,1784,485,56,6.44,9.9,63.76,NORMAL,Z2
715,136,2743,972,121,18.06,9.25,167.05,NORMAL,Z19
716,54,1256,1390,128,30.27,6.69,202.51,NORMAL,Z5
717,111,3347,820,40,5.18,8.64,44.76,FAST,Z13
718,18,2194,3,136,14.71,9.42,138.57,NORMAL,Z2
719,38,1116,605,127,29.44,6.83,201.08,FAST,Z5
720,190,1680,346,139,20.7,8.09,167.46,NORMAL,Z16
721,2,4838,645,20,3.22,8.67,27.92,FAST,Z20
722,197,1081,1005,89,9.29,8.56,79.52,FAST,Z7
723,50,940,885,107,15.16,6.71,101.72,FAST,Z13
724,142,3134,513,39,6.42,10.11,64.91,NORMAL,Z16
725,40,3283,163,175,23.8,7.89,187.78,FAST,Z3
726,15,3127,762,55,6.59,7.8,51.4,FAST,Z13
727,117,1110,431,163,38.28,12.21,467.4,FAST,Z19
728,105,4556,824,125,14.84,8.96,132.97,FAST,Z13
729,117,733,889,171,24.54,7.84,192.39,NORMAL,Z1
730,85,4407,1354,154,15.5,8.6,133.3,NORMAL,Z4
731,6,3531,386,128,25.45,7.41,188.58,FAST,Z9
732,168,3327,136,32,3.73,7.3,27.23,FAST,Z11
733,87,527,202,95,12.98,8.59,111.5,FAST,Z5
734,59,2337,121,88,19.46,7.82,152.18,NORMAL,Z6
735,172,394,708,74,7.44,7.37,54.83,FAST,Z17
736,40,3127,400,50,5.46,6.16,33.63,NORMAL,Z8
737,162,3262,1412,115,13.04,6.86,89.45,FAST,Z13
738,181,3494,1152,150,34.71,10.84,376.26,FAST,Z14
739,66,1454,711,140,20.77,8.54,177.38,NORMAL,Z15
740,151,4646,207,127,17.13,6.62,113.4,NORMAL,Z11
741,90,2498,512,117,22.05,10.44,230.2,FAST,Z8
742,102,3229,588,164,25.67,13.54,347.57,NORMAL,Z6
743,5,1665,1114,116,20.55,12.73,261.6,FAST,Z3
744,128,3721,683,99,12.31,7.35,90.48,FAST,Z8
745,50,3922,1431,54,12.57,7.52,94.53,NORMAL,Z18
746,126,2011,298,69,11.76,6.75,79.38,NORMAL,Z17
747,126,4094,1145,95,9.64,11.86,114.33,NORMAL,Z14
748,70,2433,890,52,5.87,8.56,50.25,NORMAL,Z18
749,110,3306,1100,73,12.28,11.16,137.04,NORMAL,Z10
750,74,4230,917,143,17.64,8.36,147.47,FAST,Z14
751,24,2930,135,125,26.99,7.06,190.55,NORMAL,Z19
752,151,3937,1063,146,28.4,11.72,332.85,FAST,Z5
753,93,1411,118,57,5.83,9.85,57.43,FAST,Z4
754,37,655,429,86,11.37,12.18,138.49,NORMAL,Z20
755,172,2364,872,69,8.01,7.89,63.2,FAST,Z11
756,94,3200,482,122,29.57,9.0,266.13,NORMAL,Z6
757,8,3957,1353,60,9.34,9.92,92.65,FAST,Z18
758,55,1875,280,122,17.98,9.44,169.73,NORMAL,Z4
759,37,3711,1166,80,10.59,10.61,112.36,FAST,Z15
760,31,3908,471,124,18.62,10.31,191.97,NORMAL,Z17
761,164,2140,1083,110,13.55,11.66,157.99,FAST,Z5
762,74,3830,151,41,7.05,9.36,65.99,NORMAL,Z19
763,122,1546,108,74,11.42,8.28,94.56,NORMAL,Z19
764,61,1958,1187,60,6.47,9.31,60.24,FAST,Z4
765,79,2021,656,102,14.12,6.54,92.34,FAST,Z9
766,182,487,1170,31,7.13,13.82,98.54,NORMAL,Z12
767,43,2646,1073,33,3.4,10.18,34.61,NORMAL,Z14
768,21,3627,447,122,26.92,9.2,247.66,FAST,Z14
769,153,2834,199,136,20.13,6.39,128.63,FAST,Z2
770,157,609,836,144,18.5,9.05,167.43,FAST,Z4
771,173,4408,841,69,15.45,8.17,126.23,NORMAL,Z19
772,153,2480,774,167,41.25,6.14,253.27,NORMAL,Z11
773,26,868,157,30,5.51,7.72,42.54,FAST,Z12
774,186,4196,110,121,19.26,7.92,152.54,FAST,Z6
775,6,271,818,68,12.41,7.14,88.61,NORMAL,Z14
776,127,4423,38,115,26.11,6.2,161.88,NORMAL,Z18
777,188,2906,1170,167,19.73,9.43,186.05,FAST,Z7
778,106,4116,401,105,21.27,6.47,137.62,NORMAL,Z16
779,31,506,351,114,17.36,9.39,163.01,FAST,Z9
780,74,2053,10,49,9.93,8.17,81.13,FAST,Z7
781,91,4283,117,93,12.68,6.3,79.88,FAST,Z13
782,34,693,1285,165,20.01,8.29,165.88,NORMAL,Z16
783,145,734,394,91,14.43,8.76,126.41,NORMAL,Z11
784,198,39,201,21,2.83,8.61,24.37,NORMAL,Z6
785,158,4786,364,41,9.95,9.67,96.22,NORMAL,Z5
786,166,4813,464,117,14.16,13.47,190.74,FAST,Z5
787,81,1317,1153,92,13.37,10.81,144.53,NORMAL,Z10
788,20,1201,1027,74,8.5,10.62,90.27,FAST,Z12
789,91,2771,875,41,6.5,7.37,47.91,FAST,Z8
790,200,1126,918,98,12.9,6.81,87.85,FAST,Z20
791,36,1646,157,31,5.36,8.88,47.6,NORMAL,Z17
792,131,2099,1285,99,11.29,7.61,85.92,NORMAL,Z5
793,167,355,207,36,6.5,9.2,59.8,NORMAL,Z1
794,188,4635,469,151,26.2,10.73,281.13,NORMAL,Z18
795,60,3669,280,158,36.18,8.9,322.0,NORMAL,Z8
796,142,4750,792,126,22.53,8.83,198.94,FAST,Z15
797,56,1495,924,119,23.88,7.65,182.68,NORMAL,Z1
798,72,3221,607,25,4.11,7.2,29.59,NORMAL,Z11
799,49,189,1396,54,11.29,6.84,77.22,NORMAL,Z7
800,58,632,1403,50,8.41,8.42,70.81,FAST,Z20
801,4,44,1178,53,5.95,10.57,62.89,FAST,Z6
802,28,3778,642,67,9.45,7.57,71.54,NORMAL,Z4
803,63,4643,762,88,12.19,7.5,91.42,FAST,Z7
804,117,72,726,38,7.24,8.98,65.02,NORMAL,Z3
805,129,3381,1063,138,23.94,13.77,329.65,FAST,Z15
806,29,4727,30,24,2.79,6.14,17.13,NORMAL,Z5
807,175,4732,297,174,26.04,7.02,182.8,FAST,Z10
808,198,3156,437,106,18.16,9.88,179.42,NORMAL,Z19
809,126,4296,816,77,9.8,8.53,83.59,FAST,Z11
810,43,3779,28,107,11.03,8.47,93.42,NORMAL,Z6
811,131,2144,1433,103,10.81,9.52,102.91,NORMAL,Z8
812,69,2963,229,119,17.27,6.3,108.8,FAST,Z9
813,25,3377,1412,137,32.02,7.6,243.35,FAST,Z13
814,122,2736,1260,35,5.38,9.98,53.69,NORMAL,Z9
815,142,2490,614,169,20.57,8.8,181.02,NORMAL,Z8
816,115,4401,321,61,11.69,6.29,73.53,FAST,Z7
817,198,545,520,158,20.96,12.31,258.02,FAST,Z2
818,141,3241,905,55,9.95,7.51,74.72,FAST,Z9
819,187,1420,121,179,19.89,9.0,179.01,FAST,Z2
820,186,264,447,109,17.3,9.19,158.99,FAST,Z16
821,51,3703,1431,29,4.19,6.83,28.62,NORMAL,Z16
822,123,4789,1269,94,10.77,9.3,100.16,NORMAL,Z4
823,51,4475,270,142,26.27,7.39,194.14,FAST,Z10
824,190,971,942,90,14.12,8.26,116.63,FAST,Z3
825,45,3370,985,136,15.66,6.57,102.89,FAST,Z1
826,79,546,703,153,17.73,8.15,144.5,NORMAL,Z2
827,102,2882,99,175,42.97,8.43,362.24,FAST,Z18
828,40,3579,1348,112,13.34,6.15,82.04,NORMAL,Z14
829,125,4927,45,79,10.81,6.04,65.29,NORMAL,Z20
830,46,2693,777,43,8.54,9.03,77.12,FAST,Z11
831,183,920,955,120,15.77,7.93,125.06,NORMAL,Z1
832,49,2413,584,102,16.82,12.98,218.32,NORMAL,Z4
833,106,1670,1299,143,14.54,6.74,98.0,FAST,Z5
834,162,635,1396,152,15.33,8.67,132.91,FAST,Z2
835,27,4721,703,77,9.48,7.79,73.85,NORMAL,Z1
836,28,3383,1194,30,6.76,10.19,68.88,NORMAL,Z8
837,193,1464,268,160,24.22,9.41,227.91,FAST,Z11
838,80,2825,568,56,11.41,12.92,147.42,FAST,Z8
839,19,4799,468,33,5.49,10.35,56.82,FAST,Z15
840,99,1537,383,90,12.72,9.86,125.42,FAST,Z1
841,122,1178,66,55,6.18,7.53,46.54,FAST,Z14
842,155,2235,364,102,19.72,6.0,118.32,NORMAL,Z5
843,198,635,38,105,13.46,6.09,81.97,FAST,Z3
844,100,929,421,152,28.92,9.57,276.76,FAST,Z17
845,156,2666,1067,82,15.09,12.77,192.7,FAST,Z13
846,108,2804,497,117,24.27,12.77,309.93,NORMAL,Z3
847,130,4058,193,29,3.54,7.31,25.88,NORMAL,Z10
848,25,229,1225,82,10.75,9.07,97.5,FAST,Z11
849,114,2426,1137,149,20.32,12.89,261.92,FAST,Z17
850,197,4482,207,38,4.16,6.2,25.79,FAST,Z13
851,166,4041,1073,103,21.97,12.85,282.31,NORMAL,Z1
852,65,3564,1298,26,4.19,6.13,25.68,FAST,Z9
853,15,1588,1170,138,24.6,11.9,292.74,FAST,Z19
854,172,563,1005,115,15.95,6.44,102.72,FAST,Z10
855,150,1194,458,107,16.4,10.23,167.77,FAST,Z3
856,21,419,1161,122,19.97,11.25,224.66,FAST,Z7
857,25,272,1133,87,10.05,10.21,102.61,NORMAL,Z8
858,85,560,137,27,6.21,6.21,38.56,FAST,Z14
859,4,2740,608,136,13.98,9.65,134.91,FAST,Z4
860,21,3816,166,77,14.38,9.11,131.0,FAST,Z15
861,183,2571,561,179,22.3,13.21,294.58,FAST,Z15
862,132,154,1017,70,10.6,7.03,74.52,FAST,Z10
863,69,3278,738,119,15.42,6.97,107.48,NORMAL,Z10
864,5,179,554,163,37.97,12.38,470.07,NORMAL,Z8
865,180,2708,885,102,13.2,8.57,113.12,FAST,Z11
